edited	book	book_code	dpd_code	dpd_sutta	dpd_sutta_var	cst_code	cst_nikaya	cst_book	cst_section	cst_vagga	cst_sutta	cst_paranum	cst_m_page	cst_v_page	cst_p_page	cst_t_page	cst_file	dpr_code	dpr_link	sc_code	sc_book	sc_vagga	sc_sutta	sc_eng_sutta	sc_blurb	sc_card_link	sc_pali_link	sc_eng_link	sc_file_path
	Saṃyutta Nikāya	SN	SN41.5	paṭhamakāmabhūsutta		sn4.7.3.5	Saṃyuttanikāyo	Saḷāyatanavaggo	7. Cittasaṃyuttaṃ	3. Balavaggo	5. Paṭhamakāmabhūsuttaṃ	347	2.0481	2.0282	4.0291	4.0358	romn/s0304m.mul.xml	SN41.5	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.6.0.4.m	SN41.5	Saṁyutta Nikāya 41.5	1. Cittavagga	Paṭhamakāmabhūsutta	With Kāmabhū (1st)	Venerable Kāmabhū asks Citta to explain an enigmatic verse on a “one-spoked chariot”. After a brief consideration, Citta is able to explain it in detail.	https://suttacentral.net/sn41.5	https://suttacentral.net/sn41.5/pli/ms	https://suttacentral.net/sn41.5/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn41/sn41.5_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN41.6	dutiyakāmabhūsutta		sn4.7.3.6	Saṃyuttanikāyo	Saḷāyatanavaggo	7. Cittasaṃyuttaṃ	3. Balavaggo	6. Dutiyakāmabhūsuttaṃ	348	2.0483	2.0284	4.0292	4.036	romn/s0304m.mul.xml	SN41.6	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.6.0.5.m	SN41.6	Saṁyutta Nikāya 41.6	1. Cittavagga	Dutiyakāmabhūsutta	With Kāmabhū (2nd)	Citta asks Kāmabhū about the different kinds of processes (<i lang='pi' translate='no'>saṅkhāra</i>) in a series of questions that lead to the most profound of meditation experiences.	https://suttacentral.net/sn41.6	https://suttacentral.net/sn41.6/pli/ms	https://suttacentral.net/sn41.6/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn41/sn41.6_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN41.7	godattasutta		sn4.7.3.7	Saṃyuttanikāyo	Saḷāyatanavaggo	7. Cittasaṃyuttaṃ	3. Balavaggo	7. Godattasuttaṃ	349	2.0485	2.0286	4.0295	4.0364	romn/s0304m.mul.xml	SN41.7	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.6.0.6.m	SN41.7	Saṁyutta Nikāya 41.7	1. Cittavagga	Godattasutta	With Godatta	Venerable Godatta asks Citta whether the liberations of measurelessness, nothingness, emptiness, and signlessness are different states, or just different words for the same thing. Citta explains that they are both: they are terms for different meditation experiences, but may also be used of perfection or arahantship.	https://suttacentral.net/sn41.7	https://suttacentral.net/sn41.7/pli/ms	https://suttacentral.net/sn41.7/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn41/sn41.7_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN41.8	nigaṇṭhanāṭaputtasutta		sn4.7.3.8	Saṃyuttanikāyo	Saḷāyatanavaggo	7. Cittasaṃyuttaṃ	3. Balavaggo	8. Nigaṇṭhanāṭaputtasuttaṃ	350	2.0487	2.0288	4.0297	4.0367	romn/s0304m.mul.xml	SN41.8	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.6.0.7.m	SN41.8	Saṁyutta Nikāya 41.8	1. Cittavagga	Nigaṇṭhanāṭaputtasutta	The Jain Ascetic of the Ñātika Clan	The Jain leader Mahāvīra, known as Nigaṇṭha Nātaputa in the Buddhist tradition, is visited by Citta. Mahāvīra asks him whether he believes in a certain state of immersion. When Citta replies that he doesn’t go by faith in the Buddha on this point, Mahāvīra is delighted. But it turns out Citta doesn’t need faith, as he experiences such a state for himself.	https://suttacentral.net/sn41.8	https://suttacentral.net/sn41.8/pli/ms	https://suttacentral.net/sn41.8/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn41/sn41.8_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN41.9	acelakassapasutta 2		sn4.7.3.9	Saṃyuttanikāyo	Saḷāyatanavaggo	7. Cittasaṃyuttaṃ	3. Balavaggo	9. Acelakassapasuttaṃ	351	2.0489	2.029	4.03	4.0369	romn/s0304m.mul.xml	SN41.9	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.6.0.8.m	SN41.9	Saṁyutta Nikāya 41.9	1. Cittavagga	Acelakassapasutta	With Kassapa, the Naked Ascetic	Citta meets with the naked ascetic Kassapa, an old friend of his, and asks what gains he has realized from the spiritual life. Kassapa admits he has realized no higher attainments, whereupon Citta reveals he has realized many such attainments. Kassapa decides to ordain as a Buddhist mendicant.	https://suttacentral.net/sn41.9	https://suttacentral.net/sn41.9/pli/ms	https://suttacentral.net/sn41.9/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn41/sn41.9_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN41.10	gilānadassanasutta		sn4.7.3.10	Saṃyuttanikāyo	Saḷāyatanavaggo	7. Cittasaṃyuttaṃ	3. Balavaggo	10. Gilānadassanasuttaṃ	352	2.049	2.0291	4.0302	4.0372	romn/s0304m.mul.xml	SN41.10	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.6.0.9.m	SN41.10	Saṁyutta Nikāya 41.10	1. Cittavagga	Gilānadassanasutta	Seeing the Sick	When Citta was on his deathbed, rather than receiving comfort, he gave comfort and teaching to those present.	https://suttacentral.net/sn41.10	https://suttacentral.net/sn41.10/pli/ms	https://suttacentral.net/sn41.10/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn41/sn41.10_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.1	caṇḍasutta		sn4.8.3.1	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	1. Caṇḍasuttaṃ	353	2.0492	2.0293	4.0304	4.0375	romn/s0304m.mul.xml	SN42.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.0.m	SN42.1	Saṁyutta Nikāya 42.1	1. Gāmaṇivagga	Caṇḍasutta	Vicious	A headman known for his aggressive nature approaches the Buddha and asks how to give up irritability. The Buddha points out that such reactions are fueled by greed, hate, and delusion.	https://suttacentral.net/sn42.1	https://suttacentral.net/sn42.1/pli/ms	https://suttacentral.net/sn42.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.1_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.2	tālapuṭasutta		sn4.8.3.2	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	2. Tālapuṭasuttaṃ	354	2.0494	2.0295	4.0306	4.0377	romn/s0304m.mul.xml	SN42.2	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.1.m	SN42.2	Saṁyutta Nikāya 42.2	1. Gāmaṇivagga	Tālapuṭasutta	With Tālapuṭa	Talapuṭa the head of a troupe of performers asks the Buddha whether the belief that performers have a good rebirth is correct. The Buddha tries to dissuade him, but ultimately reveals that by inciting lust they head to a bad rebirth. Talapuṭa is distressed and asks to ordain.	https://suttacentral.net/sn42.2	https://suttacentral.net/sn42.2/pli/ms	https://suttacentral.net/sn42.2/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.2_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.3	yodhājīvasutta 1		sn4.8.3.3	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	3. Yodhājīvasuttaṃ	355	2.0495	2.0296	4.0308	4.038	romn/s0304m.mul.xml	SN42.3	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.2.m	SN42.3	Saṁyutta Nikāya 42.3	1. Gāmaṇivagga	Yodhājīvasutta	A Warrior	Yodhājı̄va the professional warrior asks the Buddha whether the belief that warriors have a good rebirth is correct. The Buddha tries to dissuade him, but ultimately reveals that by following the way of violence they head to a bad rebirth. Yodhājı̄va is distressed and takes refuge.	https://suttacentral.net/sn42.3	https://suttacentral.net/sn42.3/pli/ms	https://suttacentral.net/sn42.3/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.3_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.4	hatthārohasutta		sn4.8.3.4	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	4. Hatthārohasuttaṃ	356	2.0496	2.0297	4.0309	4.0382	romn/s0304m.mul.xml	SN42.4	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.3.m	SN42.4	Saṁyutta Nikāya 42.4	1. Gāmaṇivagga	Hatthārohasutta	An Elephant Warrior	Hatthāroha the elephant warrior asks the Buddha whether the belief that warriors have a good rebirth is correct. The Buddha tries to dissuade him, but ultimately reveals that by following the way of violence they head to a bad rebirth. Hatthāroha is distressed and takes refuge.	https://suttacentral.net/sn42.4	https://suttacentral.net/sn42.4/pli/ms	https://suttacentral.net/sn42.4/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.4_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.5	assārohasutta		sn4.8.3.5	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	5. Assārohasuttaṃ	357	2.0497	2.0298	4.031	4.0382	romn/s0304m.mul.xml	SN42.5	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.4.m	SN42.5	Saṁyutta Nikāya 42.5	1. Gāmaṇivagga	Assārohasutta	A Cavalryman	Assāroha the cavalry warrior asks the Buddha whether the belief that warriors have a good rebirth is correct. The Buddha tries to dissuade him, but ultimately reveals that by following the way of violence they head to a bad rebirth. Yodhājı̄va is distressed and asks to ordain.	https://suttacentral.net/sn42.5	https://suttacentral.net/sn42.5/pli/ms	https://suttacentral.net/sn42.5/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.5_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.6	asibandhakaputtasutta		sn4.8.3.6	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	6. Asibandhakaputtasuttaṃ	358	2.0498	2.0299	4.0311	4.0384	romn/s0304m.mul.xml	SN42.6	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.5.m	SN42.6	Saṁyutta Nikāya 42.6	1. Gāmaṇivagga	Asibandhakaputtasutta	With Asibandhaka’s Son	The chief Asibandhakaputta asks whether the rituals advocated by the western brahmins can bring a person to heaven. The Buddha asserts that only good deeds can take you to a good rebirth, and rituals have no effect.	https://suttacentral.net/sn42.6	https://suttacentral.net/sn42.6/pli/ms	https://suttacentral.net/sn42.6/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.6_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.7	khettūpamasutta		sn4.8.3.7	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	7. Khettūpamasuttaṃ	359	2.05	2.0301	4.0314	4.0387	romn/s0304m.mul.xml	SN42.7	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.6.m	SN42.7	Saṁyutta Nikāya 42.7	1. Gāmaṇivagga	Khettūpamasutta	The Simile of the Field	The chief Asibandhakaputta asks the Buddha why, if he has equal compassion for all, he teaches some more than others. The Buddha answers with a simile of a field: a farmer knows to put most of their effort into the fertile land.	https://suttacentral.net/sn42.7	https://suttacentral.net/sn42.7/pli/ms	https://suttacentral.net/sn42.7/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.7_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.8	saṅkhadhamasutta		sn4.8.3.8	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	8. Saṅkhadhamasuttaṃ	360	2.0502	2.0303	4.0317	4.039	romn/s0304m.mul.xml	SN42.8	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.7.m	SN42.8	Saṁyutta Nikāya 42.8	1. Gāmaṇivagga	Saṅkhadhamasutta	A Horn Blower	The Buddha asks the chief Asibandhakaputta, a Jain, how Mahāvīra the Jain leader teaches his followers. He replies that you go to a rebirth depending on what you usually do. But the Buddha points out that even a killer only spends a small amount of time actually killing. The Buddha’s approach is to point out that deeds have results, and to encourage the abandoing of bad deeds and the adoption of good deeds.	https://suttacentral.net/sn42.8	https://suttacentral.net/sn42.8/pli/ms	https://suttacentral.net/sn42.8/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.8_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.9	kulasutta 2		sn4.8.3.9	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	9. Kulasuttaṃ	361	2.0507	2.0308	4.0322	4.0398	romn/s0304m.mul.xml	SN42.9	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.8.m	SN42.9	Saṁyutta Nikāya 42.9	1. Gāmaṇivagga	Kulasutta	Families	Mahāvīra asks Asibandhakaputta to refute the Buddha on behalf of the Jains. He suggests to try to trap the Buddha with a dilemma: he claims to have compassion for householders, yet visits them with a large Saṅgha in a time of scarcity. But the Buddha says no family has been harmed from this.	https://suttacentral.net/sn42.9	https://suttacentral.net/sn42.9/pli/ms	https://suttacentral.net/sn42.9/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.9_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.10	maṇicūḷakasutta		sn4.8.3.10	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	10. Maṇicūḷakasuttaṃ	362	2.0509	2.031	4.0325	4.0401	romn/s0304m.mul.xml	SN42.10	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.9.m	SN42.10	Saṁyutta Nikāya 42.10	1. Gāmaṇivagga	Maṇicūḷakasutta	With Maṇicūḷaka	Several members of the king’s retinue criticize the Buddhist mendicants for accepting offerings of money. Chief Maṇicūḷaka is among them, and he visits the Buddha to find out the truth. The Buddha categorically denies the accusation.	https://suttacentral.net/sn42.10	https://suttacentral.net/sn42.10/pli/ms	https://suttacentral.net/sn42.10/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.10_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.11	bhadrakasutta		sn4.8.3.11	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	11. Bhadrakasuttaṃ	363	2.051	2.0311	4.0327	4.0403	romn/s0304m.mul.xml	SN42.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.10.m	SN42.11	Saṁyutta Nikāya 42.11	1. Gāmaṇivagga	Bhadrakasutta	With Bhadraka	The chief Bhadraka asks the Buddha about the origin and ending of suffering, and the Buddha points out that a loss among Bhadraka’s own community would cause him suffering, due to his attachment.	https://suttacentral.net/sn42.11	https://suttacentral.net/sn42.11/pli/ms	https://suttacentral.net/sn42.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.11_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.12	rāsiyasutta		sn4.8.3.12	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	12. Rāsiyasuttaṃ	364	2.0512	2.0313	4.033	4.0406	romn/s0304m.mul.xml	SN42.12	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.11.m	SN42.12	Saṁyutta Nikāya 42.12	1. Gāmaṇivagga	Rāsiyasutta	With Rāsiya	The chief Rāsiya asks whether the Buddha completely rejects all forms of asceticism. The Buddha denies that this is the case, and explains what he means by the middle way in a lengthy disquisition, covering useful and useless forms of asceticism.	https://suttacentral.net/sn42.12	https://suttacentral.net/sn42.12/pli/ms	https://suttacentral.net/sn42.12/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.12_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN42.13	pāṭaliyasutta		sn4.8.3.13	Saṃyuttanikāyo	Saḷāyatanavaggo	8. Gāmaṇisaṃyuttaṃ	3. Balavaggo	13. Pāṭaliyasuttaṃ	365	2.052	2.032	4.034	4.0418	romn/s0304m.mul.xml	SN42.13	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.7.0.12.m	SN42.13	Saṁyutta Nikāya 42.13	1. Gāmaṇivagga	Pāṭaliyasutta	With Pāṭaliya	The chief Pāṭaliya asks whether the Buddha knows magic. He says he does—but that does not make him a magician.	https://suttacentral.net/sn42.13	https://suttacentral.net/sn42.13/pli/ms	https://suttacentral.net/sn42.13/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn42/sn42.13_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.1	kāyagatāsatisutta 2		sn4.9.1.1	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	1. Kāyagatāsatisuttaṃ	366	2.0534	2.0333	4.0359	4.044	romn/s0304m.mul.xml	SN43.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.0.m	SN43.1	Saṁyutta Nikāya 43.1	1. Paṭhamavagga	Kāyagatāsatisutta	Mindfulness of the Body		https://suttacentral.net/sn43.1	https://suttacentral.net/sn43.1/pli/ms	https://suttacentral.net/sn43.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.1_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.2	samathavipassanāsutta		sn4.9.1.2	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	2. Samathavipassanāsuttaṃ	367	2.0535	2.0334	4.0359	4.0441	romn/s0304m.mul.xml	SN43.2	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.1.m	SN43.2	Saṁyutta Nikāya 43.2	1. Paṭhamavagga	Samathavipassanāsutta	Serenity and Discernment		https://suttacentral.net/sn43.2	https://suttacentral.net/sn43.2/pli/ms	https://suttacentral.net/sn43.2/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.2_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.3	savitakkasavicārasutta		sn4.9.1.3	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	3. Savitakkasavicārasuttaṃ	368	2.0535	2.0334	4.036	4.0441	romn/s0304m.mul.xml	SN43.3	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.2.m	SN43.3	Saṁyutta Nikāya 43.3	1. Paṭhamavagga	Savitakkasavicārasutta	Placing the Mind and Keeping it Connected		https://suttacentral.net/sn43.3	https://suttacentral.net/sn43.3/pli/ms	https://suttacentral.net/sn43.3/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.3_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.4	suññatasamādhisutta		sn4.9.1.4	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	4. Suññatasamādhisuttaṃ	369	2.0535	2.0335	4.036	4.0442	romn/s0304m.mul.xml	SN43.4	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.3.m	SN43.4	Saṁyutta Nikāya 43.4	1. Paṭhamavagga	Suññatasamādhisutta	Emptiness Immersion		https://suttacentral.net/sn43.4	https://suttacentral.net/sn43.4/pli/ms	https://suttacentral.net/sn43.4/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.4_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.5	satipaṭṭhānasutta 2		sn4.9.1.5	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	5. Satipaṭṭhānasuttaṃ	370	2.0536	2.0335	4.036	4.0442	romn/s0304m.mul.xml	SN43.5	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.4.m	SN43.5	Saṁyutta Nikāya 43.5	1. Paṭhamavagga	Satipaṭṭhānasutta	Mindfulness Meditation		https://suttacentral.net/sn43.5	https://suttacentral.net/sn43.5/pli/ms	https://suttacentral.net/sn43.5/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.5_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.6	sammappadhānasutta 1		sn4.9.1.6	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	6. Sammappadhānasuttaṃ	371	2.0536	2.0335	4.036	4.0442	romn/s0304m.mul.xml	SN43.6	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.5.m	SN43.6	Saṁyutta Nikāya 43.6	1. Paṭhamavagga	Sammappadhānasutta	Right Efforts		https://suttacentral.net/sn43.6	https://suttacentral.net/sn43.6/pli/ms	https://suttacentral.net/sn43.6/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.6_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.7	iddhipādasutta 1		sn4.9.1.7	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	7. Iddhipādasuttaṃ	372	2.0536	2.0335	4.036	4.0442	romn/s0304m.mul.xml	SN43.7	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.6.m	SN43.7	Saṁyutta Nikāya 43.7	1. Paṭhamavagga	Iddhipādasutta	Bases of Psychic Power		https://suttacentral.net/sn43.7	https://suttacentral.net/sn43.7/pli/ms	https://suttacentral.net/sn43.7/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.7_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.8	indriyasutta 1		sn4.9.1.8	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	8. Indriyasuttaṃ	373	2.0536	2.0335	4.036	4.0442	romn/s0304m.mul.xml	SN43.8	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.7.m	SN43.8	Saṁyutta Nikāya 43.8	1. Paṭhamavagga	Indriyasutta	Faculties		https://suttacentral.net/sn43.8	https://suttacentral.net/sn43.8/pli/ms	https://suttacentral.net/sn43.8/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.8_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.9	balasutta 1		sn4.9.1.9	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	9. Balasuttaṃ	374	2.0536	2.0336	4.0361	4.0442	romn/s0304m.mul.xml	SN43.9	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.8.m	SN43.9	Saṁyutta Nikāya 43.9	1. Paṭhamavagga	Balasutta	Powers		https://suttacentral.net/sn43.9	https://suttacentral.net/sn43.9/pli/ms	https://suttacentral.net/sn43.9/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.9_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.10	bojjhaṅgasutta 1		sn4.9.1.10	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	10. Bojjhaṅgasuttaṃ	375	2.0536	2.0336	4.0361	4.0442	romn/s0304m.mul.xml	SN43.10	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.9.m	SN43.10	Saṁyutta Nikāya 43.10	1. Paṭhamavagga	Bojjhaṅgasutta	Awakening Factors		https://suttacentral.net/sn43.10	https://suttacentral.net/sn43.10/pli/ms	https://suttacentral.net/sn43.10/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.10_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.11	maggaṅgasutta		sn4.9.1.11	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	1. Paṭhamavaggo	11. Maggaṅgasuttaṃ	376	2.0536	2.0336	4.0361	4.0442	romn/s0304m.mul.xml	SN43.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.0.10.m	SN43.11	Saṁyutta Nikāya 43.11	1. Paṭhamavagga	Maggaṅgasutta	The Path		https://suttacentral.net/sn43.11	https://suttacentral.net/sn43.11/pli/ms	https://suttacentral.net/sn43.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.11_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.12	asaṅkhatasutta		sn4.9.2.1	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	2. Dutiyavaggo	1. Asaṅkhatasuttaṃ	377	2.0537	2.0337	4.0361	4.0443	romn/s0304m.mul.xml	SN43.12	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.1.0.m	SN43.12	Saṁyutta Nikāya 43.12	2. Dutiyavagga	Asaṅkhatasutta	The Unconditioned		https://suttacentral.net/sn43.12	https://suttacentral.net/sn43.12/pli/ms	https://suttacentral.net/sn43.12/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.12_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.13	anatasutta		sn4.9.2.2	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	2. Dutiyavaggo	2. Anatasuttaṃ	378	2.0541	2.0341	4.0368	4.045	romn/s0304m.mul.xml	SN43.13	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.1.1.m	SN43.13	Saṁyutta Nikāya 43.13	2. Dutiyavagga	Anatasutta	Uninclined		https://suttacentral.net/sn43.13	https://suttacentral.net/sn43.13/pli/ms	https://suttacentral.net/sn43.13/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.13_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN43.14-43	anāsavādisutta		sn4.9.2.3-32	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	2. Dutiyavaggo	3-32. Anāsavādisuttaṃ	379-408	2.0541	2.0341	4.0368	4.045	romn/s0304m.mul.xml	SN43.14-43	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.1.2.m	SN43.14	Saṁyutta Nikāya 43.14–43	2. Dutiyavagga	Anāsavādisutta	Undefiled, Etc.		https://suttacentral.net/sn43.14	https://suttacentral.net/sn43.14/pli/ms	https://suttacentral.net/sn43.14/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.14-43_root-pli-ms.json
