id	lemma	pos	root_key	family_root	meaning	ru_meaning	ru_meaning_lit	ru_meaning_raw	ru_cognate	corrections_ru_meaning	corrections_ru_meaning_lit	notes
4753	anupasaṅkamanta	prp	√kam 1	upa saṃ √kam	not approaching; not going to visit; lit. not going near			не приближающийся; не идущий навестить; досл. не приближающийся				
4754	anupasaṅkamitvā	abs	√kam 1	upa saṃ √kam	having not approached; having not gone (to); having not gone to visit			не подойдя; не пойдя (к); не пойдя навестить				
16085	upasaṅkanta	pp	√kam 1	upa saṃ √kam	approached; drawn near; come here			подошедший; приближённый; пришедший сюда				
16087	upasaṅkamati	pr	√kam 1	upa saṃ √kam	approaches; goes (to); visits; lit. goes near	подходит; приближается; посещает						
16088	upasaṅkamana	nt	√kam 1	upa saṃ √kam	approaching; visiting; lit. going near	приближение; посещение						
16089	upasaṅkamanta	prp	√kam 1	upa saṃ √kam	approaching; going (to); lit. going near	подходящий; приближающийся; посещающий						
16090	upasaṅkami	aor	√kam 1	upa saṃ √kam	approached; drew near; went (to); lit. went near	подошел; приблизился; пришел						
16091	upasaṅkamitabba	ptp	√kam 1	upa saṃ √kam	should be approached (by); could be visited (by); lit. to be gone near	следует подойти (к); может быть посещено	к движению рядом с					
16092	upasaṅkamitar 1	masc	√kam 1	upa saṃ √kam	visitor; guest; lit. approacher	посетитель; гость	приближающийся					
16093	upasaṅkamitar 2	masc	√kam 1	upa saṃ √kam	who approaches; who comes to see; lit. approacher			кто подходит; кто приходит увидеть; досл. приближающийся				
16095	upasaṅkamituṃ	inf	√kam 1	upa saṃ √kam	to approach; to visit; to go (to)	приближаться; посетить; идти (в)						
16096	upasaṅkamitvā	abs	√kam 1	upa saṃ √kam	having approached; having gone (to); having drawn near (to)	приблизившись; подойдя (к); придвинувшись (к)						
16097	upasaṅkamma	ger	√kam 1	upa saṃ √kam	approaching; going (to)	приближаясь; подходя (к)						
16151	upasaṃkami	aor	√kam 1	upa saṃ √kam	approached; drew near; went (to); lit. went near			подошел; приблизился; пошел (к); досл. пошел близко				
16152	upasaṃkamitvā	abs	√kam 1	upa saṃ √kam	having approached; having gone (to); having drawn near (to)			подойдя; прибыв; приблизившись (к)				
80665	upasaṅkamiyamāna	prp	√kam 1	upa saṃ √kam	being approached; being visited; lit. went near			приближаемый; посещаемый; досл. пошедший рядом				
15747	upanikkhami	aor	√kam 1	upa nī √kam	left; came out (from); exited			оставил; вышел; покинул				
76516	nūpanikkhami	aor	√kam 1	upa nī √kam	did not leave; did not come out (from); did not exit			не ушел; не вышел (из); не покинул				
80672	ukkamitvā	abs	√kam 1	ud √kam	having gone off; having gone away (from)			покинув; уйдя (от)				
56587	saṅkanta	pp	√kam 1	saṃ √kam	moved over; shifted; transferred; changed; lit. gone together			перемещённый; смещённый; переданный; изменённый; досл. соединённый				
56608	saṅkama	masc	√kam 1	saṃ √kam	bridge; lit. going together	переправа; мост						
56609	saṅkamati 1	pr	√kam 1	saṃ √kam	goes across; (or) act as a bridge ??; lit. goes together			пересекает; служит мостом; досл. идет вместе				
56614	saṅkamituṃ	inf	√kam 1	saṃ √kam	to transfer (to); to pass over (to); lit. to go together			переносить (в); переходить (в); досл. идти вместе				
56641	saṅkāmeti 1	pr	√kam 1	saṃ √kam	makes move; causes to stir; lit. causes to go together			заставляет двигаться; вызывает движение; досл. заставляет двигаться вместе				
56643	saṅkāmetvā	abs	√kam 1	saṃ √kam	having shifted; having moved; lit. having caused to go together			переместив, сдвинув; досл. собрав вместе				
59124	samakkami	aor	√kam 1	saṃ √kam	passed on (to); moved (to); lit. went together			перешел (к); пересел (к); досл. пошел вместе				
77952	saṅkamati 2	pr	√kam 1	saṃ √kam	shifts; transfers; moves across (to); lit. goes together			перемещается, передаётся, пересекает (вместе); досл. идёт вместе				
9507	asamatikkantatta	nt	√kam 1	saṃ ati √kam	fact of not having surpassed; fact of not having surmounted; fact of not having transcended			факт не превзошедшего; факт не преодолевшего; факт не превзошедшего				
59262	samatikkanta	pp	√kam 1	saṃ ati √kam	surpassed; surmounted; transcended	превзошедший; преодолевший; преступивший						
59263	samatikkantatta	nt	√kam 1	saṃ ati √kam	fact of having surpassed; fact of having surmounted; fact of having transcended			факт превосхождения; факт преодоления; факт трансценденции				
59264	samatikkama	masc	√kam 1	saṃ ati √kam	surpassing (of); overcoming (of); going beyond; transcendence	превозмогание; преодоление; проход вне						
59265	samatikkamati	pr	√kam 1	saṃ ati √kam	surpasses; overcomes; goes beyond; surmounts	превосходит; преодолевает; выходит за рамки						
59266	samatikkamana	nt	√kam 1	saṃ ati √kam	surpassing; overcoming; going beyond; transcending			превосхождение; преодоление; выход за пределы; трансцендирование				
59271	samatikkamma	ger	√kam 1	saṃ ati √kam	surpassing; overcoming; going beyond; transcending	превосходя; преодолевая; выходя за рамки; превышая						
40241	paṭikkanta 1	pp	√kam 1	pati √kam	returned (from); come back (from)	возвратившийся; вернувшийся						
40242	paṭikkanta 2	nt	√kam 1	pati √kam	returning; going back (to); lit. gone back	возвращение; движение назад						
40243	paṭikkama	masc	√kam 1	pati √kam	(of illness) recession; improvement; melioration; lit. going back	(о болезни) уход; отступление; излечение	движение назад					
40244	paṭikkamati 1	pr	√kam 1	pati √kam	returns (from); comes back (from); lit. goes back	возвращается (из)	идет назад					
40245	paṭikkamati 2	pr	√kam 1	pati √kam	steps back; backs up; reverses (from); lit. goes back	уходит назад; отступает						
40246	paṭikkamati 3	pr	√kam 1	pati √kam	(of illness) is receding; is retreating; is improving; lit. goes back	(о болезни) отступает; уходит; исцеляется	идет назад					
40247	paṭikkamati 4	pr	√kam 1	pati √kam	goes away (from); retreats (from); lit. goes back			уходит (от); отступает (от); досл. идет назад				
40248	paṭikkamana 1	nt	√kam 1	pati √kam	returning; going back			возвращение; возвращение обратно				
40252	paṭikkamanta	prp	√kam 1	pati √kam	returning (from); going back (from)			возвращающийся (из); идущий обратно (из)				
40253	paṭikkamāpana	nt	√kam 1	pati √kam	causing to go back			вызвание к возвращению				
40254	paṭikkamāpeti	pr	√kam 1	pati √kam	causes to go back; makes retreat			заставляет возвращаться; вынуждает отступить				
40255	paṭikkami 1	aor	√kam 1	pati √kam	declined; decreased; dwindled; (comm) returned; lit. went back			упал; уменьшился; сократился; (комм) вернулся; досл. пошёл назад				
40257	paṭikkamitabba	ptp	√kam 1	pati √kam	should be returned; should be walked back; lit. to be gone back			должен быть возвращен; следует идти обратно; досл. должно вернуться назад				
40258	paṭikkamitvā	abs	√kam 1	pati √kam	having stepped backwards; having retreated (from); lit. having gone back			отступив; отступив назад; досл. шагнув назад				
42873	parakkama	masc	√kam 1	parā √kam	continued effort; striving; perseverance; persistence; lit. going over	непрерывное усилие; старание; упорство; настойчивость	проход сквозь					
42874	parakkamati 1	pr	√kam 1	parā √kam	makes an effort; undertakes; goes for; lit. advances	старается; предпринимает; преодолевает	продвигается (на)					
42875	parakkamati 2	pr	√kam 1	parā √kam	tries (to); strives (to); makes effort (to); endeavours (to); lit. advances	пытается; стремится (к); прилагает усилия (к); старается	продвигается (к)					
42876	parakkamati 3	pr	√kam 1	parā √kam	advances (with); goes forward (with)			продвигается (с); идет вперед (с)				
42879	parakkamanta	prp	√kam 1	parā √kam	making an effort (to); trying (to)	прилагающий усилия; пытающийся						
42880	parakkami	aor	√kam 1	parā √kam	tried (to); strived (to); made an effort (to); endeavoured (to); lit. advanced	пытался; стремился; прилагал усилия; старался	продвинулся					
42882	parakkamma	ger	√kam 1	parā √kam	making continuous effort; striving; persevering; persisting	прилагая постоянное усилие; стремясь; настойчиво добиваясь; упорствуя						
6338	aparikkamana	adj	√kam 1	pari √kam	not accessible; not approachable; lit. with no space around	не имеющий окружающей дорожки; не доступный	без пространства вокруг					
43214	parikkanta	pp	√kam 1	pari √kam	done; perpetrated; lit. went around			сделанный; совершённый; досл. обошедший				
43215	parikkamana 1	nt	√kam 1	pari √kam	space around; access; lit. going around	пространство вокруг; доступ	движение вокруг					
43216	parikkamana 2	nt	√kam 1	pari √kam	going around; by-passing; making a detour			обход; объезд; совершение объезда				
58627	saparikkamana	adj	√kam 1	pari √kam	accessible; approachable; lit. with space around	доступный; с окружающей дорожкой	с пространством вокруг					
39067	pakkanta	pp	√kam 1	pa √kam	left; set out; departed; gone away; disappeared	ушедший; выехавший; удалившийся; исчезнувший						
39071	pakkama 1	masc	√kam 1	pa √kam	undertaking; initial effort; attempt; beginning			предприятие; начальное усилие; попытка; начало				
39074	pakkamati 1	pr	√kam 1	pa √kam	goes (from); goes away (from); leaves (from)	уходит (от); покидает; отправляется						
39075	pakkamati 2	pr	√kam 1	pa √kam	steps forward (with); advances (with)	продвигается вперед; двигается вперед						
39076	pakkamati 3	pr	√kam 1	pa √kam	attacks; prosecutes; inflicts punishment (on); lit. advances			атакует; преследует; подвергает наказанию (о); досл. продвигается				
39077	pakkamana	nt	√kam 1	pa √kam	going away; departing; leaving			уход; отъезд; оставление				
39078	pakkamanta	prp	√kam 1	pa √kam	going away (from); leaving (from); departing (from)	уходящий (из); покидающий						
39079	pakkami	aor	√kam 1	pa √kam	went away (from); left; set off (from)	ушел (от); покинул; отправился (из)						
39080	pakkamitabba 1	ptp	√kam 1	pa √kam	able to leave; able to depart; lit. to be departed			можно уйти; можно отправиться; досл. должно уйти				
39081	pakkamitabba 2	ptp	√kam 1	pa √kam	should leave; should depart (from); lit. to be departed			следует уйти; следует покинуть; досл. должно покинуть				
39082	pakkamituṃ	inf	√kam 1	pa √kam	to go away (from); to leave; to set out (from)	уйти (от); покинуть; выйти						
39083	pakkamitvā 1	abs	√kam 1	pa √kam	having set out (from); having departed (from)			высадившись (из); ушедши (из)				
39085	pakkamiṃsu	aor	√kam 1	pa √kam	they went away (from); they left	они ушли (от); они покинули						
39088	pakkāmi 1	aor	√kam 1	pa √kam	left; set off (from); went away (from)	покинул; отправился (от); вышел; ушел						
39089	pakkāmi 2	aor	√kam 1	pa √kam	came out (of); stepped out (from)			вышел, вышагнул				
80771	pakkantaka	adj	√kam 1	pa √kam	who has changed religion; lit. gone away			сменивший религию; досл. ушедший				
4116	anikkhanta	pp	√kam 1	nī √kam	not departed (from); not left; not gone out (from)	не ушедший; не вышедший; не покинувший						
4117	anikkhantatā	fem	√kam 1	nī √kam	fact of not having departed (from); fact of not having left			факт непокинутия (от); факт отсутствия ухода				
36728	nikkama 1	masc	√kam 1	nī √kam	effort; endurance; endeavour; persistence; lit. going out	усилие; стойкость; стремление; настойчивость	выход					
36729	nikkama 2	adj	√kam 1	nī √kam	strong (in); firm (in); stable (in)			сильный (в); твердый (в); стойкий (в)				
36739	nikkāmī 1.1	adj	√kam 1	nī √kam	engaging (in); persisting (in); striving (in); active (in); lit. going out	усердный; выносливый; настойчивый	вышедший					
36758	nikkhanta 1	pp	√kam 1	nī √kam	departed; left; went out; lit. gone out	ушедший; вышедший; вылезший (из)						
36759	nikkhanta 2	pp	√kam 1	nī √kam	elapsed; passed; finished; over; lit. gone out	истекший; прошедший; завершенный; оконченный						
36760	nikkhanta 3	pp	√kam 1	nī √kam	got away; escaped; lit. gone out			ушедший; сбежавший; досл. вышедший				
36761	nikkhantatā	fem	√kam 1	nī √kam	fact of having departed (from); fact of having left			факт ухода (от); факт оставления				
36762	nikkhantatta	nt	√kam 1	nī √kam	fact of having departed (from); fact of having left; lit. gone out state(from)			факт ухода (из); факт оставления; досл. вышедшее состояние (из)				
36765	nikkhanti	fem	√kam 1	nī √kam	going out; coming out; emergence			выход; появление; возникновение				
36768	nikkhamati 1	pr	√kam 1	nī √kam	goes out (from); comes out (from); leaves; exits	выходит; уходит; покидает						
36769	nikkhamati 2	pr	√kam 1	nī √kam	goes forth (from); leaves (the household life); lit. goes out	уходит (от); оставляет (мирскую жизнь)						
36770	nikkhamana 1	nt	√kam 1	nī √kam	exiting; going out			выход, выходление				
36771	nikkhamana 2	nt	√kam 1	nī √kam	departing; leaving			уход; оставление				
36775	nikkhamanta 1	prp	√kam 1	nī √kam	exiting; going out (of); leaving	выходящий; уходящий						
36779	nikkhami 1	aor	√kam 1	nī √kam	exited (from); left; came out (from); lit. caused to go out			вышел (из); покинул; вышел (из); досл. выгнал				
36780	nikkhami 2	aor	√kam 1	nī √kam	renounced; ordained; left the household life; lit. caused to go out			отказался; принял монашество; оставил домашнюю жизнь; досл. заставил выйти				
36781	nikkhamitabba	ptp	√kam 1	nī √kam	should be left; should be departed (from); lit. to be gone out			должен быть оставлен; следует уйти (из); досл. должно выйти				
36784	nikkhamitvā 1	abs	√kam 1	nī √kam	having gone out (from); having exited; having left	выйдя (из); уйдя; покинув						
36786	nikkhamitvāna	abs	√kam 1	nī √kam	having gone out (from); having left			выйдя; покинув				
36787	nikkhamma 1	ger	√kam 1	nī √kam	leaving; exiting; coming out (of); lit. going out			оставляя; выходя; покидая; досл. выходя				
36788	nikkhamma 2	ger	√kam 1	nī √kam	going forth; leaving the household life; ordaining; lit. going out	уходя из, оставляя домашнюю жизнь	выходя из дома					
36789	nikkhāmita	pp	√kam 1	nī √kam	driven out (from); forced to leave; removed (from); ejected (from); lit. caused to go out			выгнанный (из); вынужденный уйти; удаленный (из); выброшенный (из); досл. вызванный выйти				
36791	nikkhāmetvā	abs	√kam 1	nī √kam	having ejected (from); having expelled (from); lit. having caused to go out	выгнав; выбросив (из); вытащив (из)	заставив выйти					
36792	nikkhāmenta	prp	√kam 1	nī √kam	evacuating; lit. causing to go out			эвакуирующий; досл. вызывающий выход				
38708	nekkhamma	nt	√kam 1	nī √kam	renunciation; rejection of sensual pleasure; lit. going out state	отречение; оставление (мирских привязанностей)	состояние выхода наружу					
75921	nikkhamitūna	abs	√kam 1	nī √kam	having gone forth (from); having left the household life; lit. having gone out			выйдя (из); покинув мирскую жизнь; досл. выйдя				
76494	sunikkama	adj	√kam 1	nī √kam	applying oneself well (to); practicing dilligently (in); lit. good going out			хорошо применяющий себя (к); усердно практикующий (в); досл. хороший выход				
3846	anavakkanta	pp	√kam 1	ava √kam	not immersed (in); not steeped (in); not filled (with); lit. not went down			не погруженный (в); не пропитанный (в); не наполненный (чем-либо); досл. не спустился				
5570	anokkamanta	prp	√kam 1	ava √kam	not entering (into); not stepping down (onto); lit. not going down			не входящий (в); не спускающийся (на); досл. не идущий вниз				
5571	anokkamamāna	prp	√kam 1	ava √kam	not entering (into); lit. not going down			не входящий (в); досл. не спускающийся				
10147	avakkanta	pp	√kam 1	ava √kam	beset (by); immersed (in); steeped (in); filled (with); lit. went down			подвергнутый; погруженный; пропитанный; наполненный; досл. спустившийся				
10148	avakkanti 1	fem	√kam 1	ava √kam	entrance (of); appearance (of); occurrence (of); descent (of); lit. going down	вступление; появление	нисхождение					
18315	okkanta	pp	√kam 1	ava √kam	entered; gone (into); lit. gone down	вошедший; ушедший (в)	понизившийся					
18320	okkanti 1	fem	√kam 1	ava √kam	entry; descent; lit. going down			вход; спуск; досл. спускаться				
18321	okkanti 2	fem	√kam 1	ava √kam	conception; coming down (into a womb); lit. going down	возникновение; появление	спуск					
18324	okkamati 1	pr	√kam 1	ava √kam	occurs; happens; develops; befalls; lit. goes down	случается; происходит; обнаруживается	спускается					
18325	okkamati 2	pr	√kam 1	ava √kam	enters; lit. goes down			входит; досл. опускается				
18326	okkamati 3	pr	√kam 1	ava √kam	goes off; goes astray; lit. goes down			отклоняется, сбивается с пути, досл. снижается				
18327	okkamana 1	nt	√kam 1	ava √kam	entering (into); faring (to); leading (to); lit. going down			вход; путь; ведение; досл. спускание				
18328	okkamana 2	nt	√kam 1	ava √kam	decline; deterioration; backsliding; lit. going down	падение; ухудшение; возврат	спуск					
18330	okkamanta	prp	√kam 1	ava √kam	entering (into); stepping down (onto); lit. going down			входящий (в); спускающийся (на); досл. опускающийся				
18331	okkamamāna	prp	√kam 1	ava √kam	falling (into); entering (into); lit. going down			падающий (в); входящий (в); досл. идущий вниз				
18333	okkamayanta	prp	√kam 1	ava √kam	(of sleep) falling into; entering; lit. going down			(о сне) впадающий в; входящий; досл. нисходящий				
18334	okkami 1	aor	√kam 1	ava √kam	occurred; happened; befell; lit. went down	возник; произошел; случился; выпал на долю	снизошел					
18335	okkamitar	masc	√kam 1	ava √kam	who has fallen (asleep); who has entered; lit. who goes down			кто уснул; кто вошёл; досл. кто спускается				
18336	okkamituṃ	inf	√kam 1	ava √kam	to enter; to go (into); lit. to go down			войти; зайти (в); досл. спуститься				
18337	okkamitvā 1	abs	√kam 1	ava √kam	having entered; having gone (into); lit. having gone down			войдя; зайдя; досл. спустившись				
18339	okkamissatha	cond	√kam 1	ava √kam	would have entered; would have come down (into)			вошёл бы; спустился бы (в)				
18342	okkamma	ger	√kam 1	ava √kam	stepping aside (from); leaving; lit. going down			отступая (от); оставляя; досл. понижаясь				
18351	okkāmeti	pr	√kam 1	ava √kam	causes to enter; lit. causes to go down			заставляет войти; досл. заставляет опуститься				
77544	okkami 2	aor	√kam 1	ava √kam	entered; took conception (in); was reborn (in); lit. went down			вошёл; принял зачатие (в); переродился (в); досл. спустился				
79377	avakkanti 2	fem	√kam 1	ava √kam	going down; descent (of)			спуск; нисхождение (из)				
2054	atikkanta 1	pp	√kam 1	ati √kam	gone beyond; surpassed; lit. gone too far	вышедший за пределы; превзошедший						
2055	atikkanta 2	pp	√kam 1	ati √kam	gone past; passed by; lit. gone too far	прошедший; минувший						
2056	atikkanta 3	pp	√kam 1	ati √kam	exceeded; overflowed; spilled over; lit. gone too far			превышенный; переполненный; пролившийся; досл. зашедший слишком далеко				
2058	atikkantatta	nt	√kam 1	ati √kam	fact of being past; fact of having overcome; lit. gone too far state			факт быть в прошлом; факт преодоления; досл. состояние ухода слишком далеко				
2065	atikkama 1	masc	√kam 1	ati √kam	surpassing; transcending; going beyond; overcoming (of); lit. going too far	превосхождение; переступание; преодоление; уход за пределы	пере-ход					
2066	atikkama 2	masc	√kam 1	ati √kam	(of time) passage; passing; lapse; lit. going too far			(о времени) прохождение; уход; истечение; досл. чрезмерный переход				
2068	atikkamati 1	pr	√kam 1	ati √kam	transcends; overcomes; goes beyond; crosses over; lit. goes too far	выходит за рамки; преодолевает; пересекает						
2069	atikkamati 2	pr	√kam 1	ati √kam	(of a rule or boundary) transgresses; oversteps; breaks; lit. goes too far			(о правиле или границе) нарушает; переступает; ломает; досл. заходит слишком далеко				
2070	atikkamati 3	pr	√kam 1	ati √kam	passes by; goes past; lit. goes too far	проходит мимо						
2071	atikkamana	nt	√kam 1	ati √kam	surpassing; transcending; going beyond; lit. going too far			превосхождение; преодоление; выход за пределы; досл. чрезмерное продвижение				
2073	atikkamanta 1	prp	√kam 1	ati √kam	exceeding; overstepping; going beyond; lit. going too far			превосходящий; переступающий; выходящий за пределы; досл. заходящий слишком далеко				
2075	atikkami 1	aor	√kam 1	ati √kam	went past; drove by; lit. went too far			прошёл мимо; проехал мимо; досл. зашёл слишком далеко				
2076	atikkamitabba	ptp	√kam 1	ati √kam	could be overcome; could be surpassed; (comm) could be hurt or struck; lit. to be gone too far	можно побороть; можно превзойти; (комм) можно ранить или ударить	к переходу за					
2079	atikkamitvā 1	abs	√kam 1	ati √kam	having overstepped; having walked past; lit. having gone too far	перешагнув; переступив; преодолев						
2080	atikkamitvā 2	abs	√kam 1	ati √kam	having gone beyond; having crossed over; lit. having gone too far			перейдя; переправившись; досл. зайдя слишком далеко				
2081	atikkamitvā 3	abs	√kam 1	ati √kam	(of time) having passed; having spent; lit. having gone too far			(о времени) пройдя; потратив; досл. зайдя слишком далеко				
2082	atikkamma 1	ger	√kam 1	ati √kam	surpassing; overcoming; going beyond; lit. going too far	превосходя; преодолевая; выходя за; проходя за						
2083	atikkamma 2	ger	√kam 1	ati √kam	missing; going past; lit. going too far	пропуская; проходя за						
2085	atikkāmayanta	prp	√kam 1	ati √kam	exceeding; going over; lit. causing to go too far	превышающий; входящий за пределы	побуждающий пере-ход					
2087	atikkāmeti 1	pr	√kam 1	ati √kam	causes to go beyond; causes to pass beyond; lit. causes to go too far			заставляет идти дальше; заставляет проходить дальше; досл. заставляет идти слишком далеко				
2088	atikkāmeti 2	pr	√kam 1	ati √kam	exceeds; goes over; oversteps; lit. causes to go too far	превосходит; превышает	побуждает выйти за рамки					
2089	atikkāmeti 3	pr	√kam 1	ati √kam	passes; lets (something) lapse; lit. causes to go too far			проходит, позволяет (что-то) упустить; досл. приводит, чтобы зайти слишком далеко				
2090	atikkāmetvā	abs	√kam 1	ati √kam	having exceeded; having gone over; lit. having caused to go too far	превзойдя; обойдя; превысив	заставив перейти					
2091	atikkāmenta	prp	√kam 1	ati √kam	going beyond; passing; exceeding; lit. causing to go too far			превышающий; проходящий; переходящий; досл. заставляющий зайти слишком далеко				
3523	anatikkanta	pp	√kam 1	ati √kam	not gone beyond; not surpassed; lit. not gone too far			не пройденный; не превзойденный; досл. не зашедший слишком далеко				
3524	anatikkantatta	nt	√kam 1	ati √kam	fact of not being past; fact of not having overcome; lit. not gone too far state			факт небытья прошлого; факт неимения преодоления; досл. состояние не прошедшего слишком далеко				
3528	anatikkamanīya 1	ptp	√kam 1	ati √kam	not to be transgressed; not to be breached; lit. not to be gone too far			не следует нарушать; не следует переступать; досл. не следует заходить слишком далеко				
3529	anatikkamanta 1	prp	√kam 1	ati √kam	not exceeding; not overstepping; not going beyond; lit. not going too far			не превышающий; не переступающий; не выходящий за пределы; досл. не идущий слишком далеко				
3530	anatikkamanta 2	prp	√kam 1	ati √kam	(of a rule or boundary) not transgressing; not overstepping; not breaking; lit. not going too far			(о правиле или границе) не нарушающий; не преступающий; не переходящий; досл. не заходящий слишком далеко				
3531	anatikkamitvā 1	abs	√kam 1	ati √kam	having not overstepped; having not walked past; lit. having not gone too far			не переступив; не пройдя мимо; досл. не зайдя слишком далеко				
3532	anatikkamitvā 2	abs	√kam 1	ati √kam	having not gone beyond; having not crossed over; lit. having not gone too far			не перейдя; не переступив; досл. не зайдя слишком далеко				
36160	nātikkamati 1	pr	√kam 1	ati √kam	(of a boundary) does not overstep; does not cross; lit. does not go too far			(о границе) не преступает; не переходит; досл. не заходит слишком далеко				
36161	nātikkamati 2	pr	√kam 1	ati √kam	(of a rule or precept) does not transgress; lit. does not go too far			(о правиле) не преступает; досл. не заходит слишком далеко				
36162	nātikkamati 3	pr	√kam 1	ati √kam	does not transcend; does not overcome; does not go beyond; does not cross over; lit. does not go too far			не превосходит; не преодолевает; не выходит за пределы; не переходит; досл. не заходит слишком далеко				
74616	atikkamitvā 4	abs	√kam 1	ati √kam	having superseded; having surpassed; lit. having gone too far			превзойдя; преодолев; досл. зайдя слишком далеко				
78597	atikkamanta 2	prp	√kam 1	ati √kam	transcending; overcoming; going beyond; crossing over; lit. going too far			превосходящий; преодолевающий; превосходящий; пересекающий; досл. забегающий слишком далеко				
78609	atikkamati 4	pr	√kam 1	ati √kam	commits adultery; lit. goes too far	изменяет; прелюбодействует; нарушает брачные обязательства						
78621	anatikkama	masc	√kam 1	ati √kam	not exceeding; not transcending; not going beyond; lit. not going too far			не превышение; не преодоление; не выходящий за пределы; досл. не заходящий слишком далеко				
79275	duratikkama 2	adj	√kam 1	ati √kam	hard to surpass; difficult to oppose; hard to defeat; lit. hard to go too far			труднопреодолимый; труднопреодолимый; трудно побеждаемый; досл. трудно зайти слишком далеко				
79901	atikkantika	adj	√kam 1	ati √kam	transgressing; overstepping; going beyond; lit. going too far			переступающий; превышающий; выходящий за пределы; досл. заходящий слишком далеко				
80351	atikkāmetuṃ	inf	√kam 1	ati √kam	to exceed; to go beyond; lit. to cause to go too far			превышать; идти за пределы; досл. заставить зайти слишком далеко				
80737	anatikkamanīya 2	ptp	√kam 1	ati √kam	inviolable (by); lit. not to be gone too far			неприкосновенный (кем-либо); досл. недопустимо заходить слишком далеко				
6020	apakkanta	pp	√kam 1	apa √kam	departed (from); left; strayed (from); veered away (from); lit. gone away	ушедший (от); покинувший; сбившийся с курса						
6022	apakkamati	pr	√kam 1	apa √kam	departs; leaves; goes away (from)			отправляется; уходит; удаляется (от)				
6023	apakkamana	nt	√kam 1	apa √kam	departing (from); leaving; lit. going away			отправление (из); уход; досл. отдаление				
6024	apakkami	aor	√kam 1	apa √kam	departed (from); left; lit. went away			удалился (от); покинул; досл. ушёл				
6025	apakkamma	ger	√kam 1	apa √kam	departing; leaving; straying (from); veering away (from); lit. going away			отходя; покидая; отклоняясь (от); сворачивая (с); досл. уходя				
4361	anukkama 1	masc	√kam 1	anu √kam	bridle; reins	уздечка; поводья						
4362	anukkama 2	masc	√kam 1	anu √kam	order; succession; sequence; series			порядок; последовательность; чередование; ряд				
4363	anukkamati	pr	√kam 1	anu √kam	walks along; follows			идет, следует				
4364	anukkamamāna	prp	√kam 1	anu √kam	walking along; following			идущий вдоль; последующий				
4365	anukkamitave	inf	√kam 1	anu √kam	to make progress; to proceed; to advance; lit. to go along	добиваться прогресса; продолжать; продвигаться	идти вдоль					
4366	anukkamena	ind	√kam 1	anu √kam	successively; sequentially in order; by degrees; progressively; gradually; lit. by sequence			последовательно; по порядку; постепенно; прогрессивно; понемногу				
4425	anucaṅkama	nt	√kam 1	anu √kam	side-walk; space on the side of a walking path; lit. walking alongside			тротуар; пространство на стороне пешеходной дорожки; досл. идущее рядом				
4427	anucaṅkamana	nt	√kam 1	anu √kam	walking behind; following			хождение позади; следование				
4428	anucaṅkamanta	prp	√kam 1	anu √kam	walking; strolling up and down; going along	ходящий; идущий вперед и назад; следующий за						
4429	anucaṅkamamāna	prp	√kam 1	anu √kam	walking; strolling along	гуляющий пешком; прогуливающийся						
4430	anucaṅkamāpeti	pr	√kam 1	anu √kam	makes walk all around; gives a tour; lit. causes to walk alongside			заставляет ходить вокруг; дает экскурсию; досл. заставляет ходить рядом				
4431	anucaṅkami	aor	√kam 1	anu √kam	followed; walked after			следовал; шел за				
4432	anucaṅkamissaṃ	aor	√kam 1	anu √kam	followed; walked after	следовал; ходил (за)						
77661	anukkamaṇika	adj	√kam 1	anu √kam	successive; sequential; in series			последовательный; последовательный; в серии				
77662	anukkamaṇikā	fem	√kam 1	anu √kam	table of contents; index; lit. sequence			оглавление; указатель; досл. последовательность				
77966	anukkama 3	masc	√kam 1	anu √kam	(of a horse) walking in line; going in order; (comm) raising and lower all four legs at the same time			(о лошади) идущий в строю; идущий по порядку; (комм) поднимающий и опускающий все четыре ноги одновременно				
78203	anucaṅkamati 2	pr	√kam 1	anu √kam	walks along; strolls around (from to)	гуляет вдоль; прогуливается вокруг						
7553	abhikkanta 1	pp	√kam 1	abhi √kam	superb; surpassing; excellent; lit. gone forward	превосходный; отличный	пройденный вперед					
7554	abhikkanta 2	nt	√kam 1	abhi √kam	going forward; going along; progressing; lit. gone forward	хождение вперед; движение дальше						
7555	abhikkanta 3	pp	√kam 1	abhi √kam	advanced; progressed; moved on; (comm) ending; depletion; lit. gone forward	наступивший; который развился; продолжавшийся; (комм) окончившийся; истощившийся	прошедший вперед					
7556	abhikkantatara	adj	√kam 1	abhi √kam	more brilliant (than); more excellent (than); more wonderful (than); lit. going further beyond	более блестящий (чем); лучше (чем); чудеснее (чем)						
7560	abhikkantaṃ	ind	√kam 1	abhi √kam	excellent!; wonderful!; lit. gone forward	великолепно!; удивительно!	пройденный вперед					
7562	abhikkama	masc	√kam 1	abhi √kam	(of an illness) increase; getting worse; lit. going forward	(о болезни) увеличение; ухудшение	движение вперед					
7563	abhikkamati 1	pr	√kam 1	abhi √kam	goes forward; proceeds			идёт вперёд; продвигается				
7564	abhikkamati 2	pr	√kam 1	abhi √kam	(of illness) is increasing; is getting worse; lit. goes forward	(о болезни) усиливается; ухудшается	идет вперед					
7565	abhikkamati 3	pr	√kam 1	abhi √kam	comes; comes out; approaches; lit. goes forward	идет; подходит	идет вперед					
