"ekadhā"	"ekadhā"	"In one way"
"ekadhītikā"	"ekadhītikā"	"An only daughter"
"ekanta"	"ekantaṃ"	"One end, one side"
"ekantarika"	"ekantariko"	"Taking turns, acting alternately"
"ekanta"	"ekanto"	"One end, one side"
"ekandhakāra"	"ekandhakāro"	"Entirely obscured"
"ekaninnāda"	"ekaninnādo"	"Filled with noise"
"ekapadī"	"ekapadī"	"A path"
"ekappahārena"	"ekappahārena"	"Unanimously, in unison, simultaneously"
"ekaputtaka"	"ekaputtako"	"An only son"
"ekaputta"	"ekaputto"	"An only son"
"ekabījī"	"ekabījī"	"The first degree of sotāpatti"
"ekabhatta"	"ekabhattaṃ"	"One meal a day"
"ekabhattika"	"ekabhattiko"	"Having one meal a day"
"ekamanta"	"ekamantaṃ"	"On one side, apart"
"ekamantika"	"ekamantikaṃ"	"On one side"
"ekamante"	"ekamante"	"On one side"
"ekamana"	"ekamano"	"Unanimous"
"ekamānasa"	"ekamānaso"	"Unanimous"
"ekamidāha"	"ekamidāhaṃ"	"see idaṃ"
"ekameka"	"ekameko"	"Each"
"ekarajja"	"ekarajjaṃ"	"Sole sovereignty"
"ekarājā"	"ekarājā"	"A universal king"
"ekavacana"	"ekavacanaṃ"	"One word; the singular number"
"ekavatthu"	"ekavatthu"	"One subject"
"ekavatthuka"	"ekavatthuko"	"Having the same ground or cause"
"ekavidha"	"ekavidho"	"Single"
"ekaseyyā"	"ekaseyyā"	"Sleeping or reclining alone or apart; a single couch"
"ekasa"	"ekaso"	"One by one"
"ekākī"	"ekākī"	"Alone, solitary"
"ekāgārika"	"ekāgāriko"	"A thief; a robber"
"ekācariya"	"ekācariyo"	"Having the same teacher"
"ekātapatta"	"ekātapattaṃ"	"One dominion, lit. ""one parasol"""
"ekādasa"	"ekādasa"	"Eleven"
"ekādasama"	"ekādasamo"	"Eleventh"
"ekādasī"	"ekādasī"	"The eleventh day of the half month"
"ekābaddha"	"ekābaddho"	"Contiguous; continuous"
"ekāyana"	"ekāyanaṃ"	"This is the sole road to salvation"
"ekārammaṇa"	"ekārammaṇo"	"Having the same substratum, basis or object"
"ekārasa"	"ekārasa"	"Eleven"
"ekāra"	"ekāro"	"The letter e"
"ekāsana"	"ekāsanaṃ"	"Sitting apart or alone"
"ekāsanikaṅga"	"ekāsanikaṅgaṃ"	"Precept enjoining eating at one sitting. This is one of the thirteen dhutaṅgas."
"ekāha"	"ekāhaṃ"	"One day"
"ekāhena"	"ekāhena"	"In one day"
"ekībhāva"	"ekībhāvo"	"Solitude"
"ekuddesa"	"ekuddeso"	"Having the same teaching or studies"
"ekūnaka"	"ekūnako"	"Deficient by one"
"ekūna"	"ekūno"	"Deficient by one, minus one"
"ekeka"	"ekeko"	"One by one, each, severally"
"eka"	"eko"	"One, single; alone; a, a certain; the same; chief, pre-eminent, unique; general"
"ekokibhāva"	"ekokibhāvo"	"Concentration, fixing one's mind on one point"
"ejā"	"ejā"	"Desire, lust"
"eṇeyya"	"eṇeyyo"	"A kind of antelope"
"eṇa"	"eṇo"	"A kind of antelope"
"eta"	"etaṃ"	"see eso"
"etadagga"	"etadaggaṃ"	"Chief place, pre-eminence, the chief, the best"
"etad"	"etad"	"see eso"
"etabba"	"etabbo"	"That ought to go"
"etarahi"	"etarahi"	"Now"
"ettaka"	"ettako"	"So great, so much, so many"
"ettāvatā"	"ettāvatā"	"So far, to that extent, there-abouts, thus"
"etta"	"etto"	"Hence"
"etta"	"etto"	"So great, so much"
"ettha"	"ettha"	"Here; herein; now"
"etādisa"	"etādiso"	"Such"
"etārisa"	"etāriso"	"Such"
"eti"	"eti"	"To come; to go; to attain; to undergo"
"etihya"	"etihyaṃ"	"Oral tradition"
"ete"	"ete"	"see eso"
"etesa"	"etesaṃ"	"see eso"
"edikkha"	"edikkho"	"Such"
"edisa"	"ediso"	"Such, see eti"
"edī"	"edī"	"Such"
"edhati"	"edhati"	"To prosper, to increase"
"edha"	"edho"	"Firewood"
"ena"	"ena"	"It has the meaning of ""this"", ""it"", referring to something that has been already mentioned."
"eraṇḍa"	"eraṇḍo"	"The castor oil plant"
"erāvaṇa"	"erāvaṇo"	"Indra's elephant"
"erāvata"	"erāvato"	"The orange tree"
"erikkha"	"erikkho"	"Such"
"erisa"	"eriso"	"Such, see eti"
"erisa"	"eriso"	"see ediso"
"ereti"	"ereti"	"To speak"
"elā"	"elā"	"Cardamom"
"eva"	"eva"	"yeva(1) and heva(2)Just, quit, even, only"
"evaṃdhamma"	"evaṃdhammo"	"Of such a nature, such"
"evaṃnāma"	"evaṃnāmo"	"Having such and such a name"
"evaṃmahānubhāva"	"evaṃmahānubhāvo"	"Of such great power"
"evaṃvāditā"	"evaṃvāditā"	"Saying thus, adherence to this doctrine"
"evaṃvādī"	"evaṃvādī"	"Saying thus, holding this doctrine"
"evaṃvāda"	"evaṃvādo"	"Saying thus, holding this doctrine"
"evaṃvidha"	"evaṃvidho"	"Of such kind, such"
"evaṃvipāka"	"evaṃvipāko"	"Having such and such a result"
"evaṃsaññī"	"evaṃsaññī"	"Having this thought"
"evaṅgatika"	"evaṅgatiko"	"Such, similar, analogous"
"evaṅgaruka"	"evaṅgaruko"	"Of such importance or value"
"evaṅgotta"	"evaṅgotto"	"Of such a family"
"evannāmaka"	"evannāmako"	"So named"
"evam"	"evam"	"Thus"
"evamādi"	"evamādi"	"Beginning thus, such and the like"
"evamādika"	"evamādiko"	"This and the like"
"evamāhāra"	"evamāhāro"	"Living on such and such food"
"evamucca"	"evamucco"	"Of such a height"
"evameva"	"evameva"	"In this very way, even thus"
"evameva"	"evamevaṃ"	"In this very way, thus"
"evarūpa"	"evarūpo"	"Such, of this sort"
"evuma"	"evumaṃ"	"Anomalous sandhi for evaṃ imaṃ"
"esa"	"esa"	"see eso"
"esa"	"esaṃ"	"see ayaṃ"
"esaka"	"esako"	"Seeking"
"esati"	"esati"	"To seek, to serch, to desire, to strive to obtain"
"esanā"	"esanā"	"Wish, desire"
"esāna"	"esānaṃ"	"see ayaṃ"
"esikaṭṭhātī"	"esikaṭṭhātī"	"Stable as a pillar"
"esikā"	"esikā"	"A pillar in front of a city gate"
"esī"	"esī"	"Seeking, desiring"
"esu"	"esu"	"see ayaṃ"
"esa"	"eso"	"This, this one; that"
"ehiti"	"ehiti"	"see eti"
"ehipassika"	"ehipassiko"	"Inviting"
"ehisāgatavādī"	"ehisāgatavādī"	"One who say ""come and be welcome"", a cordial friend"
"ehisi"	"ehisi"	"see eti"
"eḷa"	"eḷaṃ"	"Fault, sin"
"eḷaka"	"eḷako"	"A threshold"
"eḷaka"	"eḷako"	"A ram; a wild goat"
"eḷagala"	"eḷagalo"	"The plant cassia tora"
"eḷamūga"	"eḷamūgo"	"Deaf and dumb"
"eḷā"	"eḷā"	"Saliva"
"eḷāḷuka"	"eḷāḷukaṃ"	"A kind of cucumber"
"eḷikā"	"eḷikā"	"see eḷako"
"a"	"o"	"see ava"
"oka"	"okaṃ"	"A house, dwelling; a resting-place, asylum"
"oka"	"okaṃ"	"Water"
"okappanīya"	"okappanīyo"	"Becoming, suitable, proper"
"okkaṭṭha"	"okkaṭṭho"	"Lowered, low"
"okkanti"	"okkanti"	"Descent, falling upon"
"okkanta"	"okkanto"	"Descended, entered; embarked"
"okkamati"	"okkamati"	"To descend, step down; to disembark; to fall into, enter or come into"
"okkamana"	"okkamanaṃ"	"Descent"
"okkamana"	"okkamanaṃ"	"A proper name"
"okkassa"	"okkassa"	"Having dragged away or abducted"
"okkāka"	"okkāko"	"A proper name"
"okkhitta"	"okkhitto"	"Cast down, lowered"
"okāra"	"okāro"	"Vileness, worthlessness"
"okāsaloka"	"okāsaloko"	"World or realm of space"
"okāsa"	"okāso"	"Place, room, space; interval; occasion, opportunity; leave, permission; leisure; cause"
"okiraṇa"	"okiraṇaṃ"	"Sprinkling"
"okirati"	"okirati"	"To sprinkle"
"ogacchana"	"ogacchanaṃ"	"Going down"
"ogadha"	"ogadho"	"Belonging to, connected with, contained in"
"ogamana"	"ogamanaṃ"	"Going down, setting"
"ogayha"	"ogayha"	"see ogāhati"
"ogahana"	"ogahanaṃ"	"Diving, bathing"
"ogāhati"	"ogāhati"	"To dive, plunge into, enter"
"ogāheti"	"ogāheti"	"To dive, plunge into, enter"
"ogāha"	"ogāho"	"Plunging into, wading, fording"
"ogāḷha"	"ogāḷho"	"see ogāhati"
"ogilati"	"ogilati"	"To swallow"
"oguṇṭhita"	"oguṇṭhito"	"Covered, veiled, wrapped up"
"ogha"	"ogho"	"A flood, torrent, inundation, overflow; multitude, quantity"
"ocikkhati"	"ocikkhati"	"To point out, draw attention to"
"ocinati"	"ocinati"	"To gather, pick"
"ojadīpa"	"ojadīpo"	"A name of Ceylon"
"ojavā"	"ojavā"	"Juicy, succulent, sweet"
"ojahati"	"ojahati"	"To leave, forsake, abandon, renounce"
"ojā"	"ojā"	"Strength, sap of life, vitality; sap; juice,"
"oja"	"ojo"	"Light, splendour; strength, vigour"
"oñāta"	"oñāto"	"see avañāto, low-born"
"oṭṭhaja"	"oṭṭhajo"	"The labial letters are u,ū,p,ph,b,bh,m"
"oṭṭha"	"oṭṭho"	"A camel"
"oṭṭha"	"oṭṭho"	"The lip"
"oḍḍeti"	"oḍḍeti"	"To place, set. This word is used of laying a fowler's snares and nets."
"oṇata"	"oṇato"	"Bent, stooping"
"oṇamati"	"oṇamati"	"To bow, to stoop"
"oṇīta"	"oṇīto"	"Drawn out, removed"
"otata"	"otato"	"Covered, overspread, overgrown"
"otaraṇa"	"otaraṇaṃ"	"Descent, entrance into, going down into"
"otarati"	"otarati"	"To descend; to disembark; to depart; to betake oneself to, go to, enter"
"ottappa"	"ottappaṃ"	"Fear of sinning, shrinking from sin, having a tender conscience, conscientiousness"
"ottāpī"	"ottāpī"	"Fearful of sinning, conscientious"
"ottharati"	"ottharati"	"To spread; to cover; to scatter; to overspread, pervade"
"otāraṇa"	"otāraṇaṃ"	"Causing to descend"
"otāra"	"otāro"	"Descent; entrance; a landing-place; a defect, fault"
"otiṇṇaka"	"otiṇṇako"	"One who descends"
"otiṇṇa"	"otiṇṇo"	"Gone down, descended; disembarked; having entered"
"odakantika"	"odakantiko"	"A deep pit or hole in the earth"
"odaka"	"odako"	"Belonging to water, watery, aqueous"
"odana"	"odanaṃ"	"Boiled rice"
"odanika"	"odaniko"	"A cook"
"odana"	"odano"	"Boiled rice"
"odahati"	"odahati"	"To put in, to deposit; to attend, apply"
"odahana"	"odahanaṃ"	"Depositing, stowing away"
"odāta"	"odāto"	"White; pure, clean, clear"
"odumbara"	"odumbaro"	"Belonging to the udumbara tree, made of udumbara wood"
"odhi"	"odhi"	"Limit, limitation; district, division"
"odhisa"	"odhiso"	"At the end of a period, ultimately"
"onaddha"	"onaddho"	"see avanaddho, covered, bound"
"onadhati"	"onadhati"	"To cover; to bind"
"onandhana"	"onandhanaṃ"	"Tying, entangling"
"onavīsativassa"	"onavīsativasso"	"One who is less than twenty years old"
"opagava"	"opagavo"	"Belonging to upagu"
"opatita"	"opatito"	"Fallen down"
"opadhika"	"opadhiko"	"Belonging to upadhi"
"opanayika"	"opanayiko"	"Conducive"
"opapātika"	"opapātiko"	"Accidental, phenomenal, apparitional"
"opamma"	"opammaṃ"	"A simile, comparison, metaphor, analogy"
"oparajja"	"oparajjaṃ"	"The office of sub-king, viceroyalty"
"opavayha"	"opavayho"	"Intended for riding on"
"opasamika"	"opasamiko"	"Leading to quiet or cessation"
"opasilesika"	"opasilesiko"	"Relating to immediate contact, containing, embracing"
"opāteti"	"opāteti"	"To let fall"
"opāyika"	"opāyiko"	"Proper, fit, right"
"opīḷāpeti"	"opīḷāpeti"	"To press down"
"opuñjati"	"opuñjati"	"To heap or collect together"
"opunāti"	"opunāti"	"To winnow, sift; metaphorically, to expose, lay bare, e.g. the fault of others"
"obhagga"	"obhaggo"	"Broken"
"obhāsati"	"obhāsati"	"To shine"
"obhāsati"	"obhāsati"	"To speak to, address, see avabh"
"obhāsa"	"obhāso"	"Lustre, radiance, light; appearance, manifestation; reach, range, see avabh"
"omaka"	"omako"	"Low, inferior, vile"
"omasati"	"omasati"	"To revile, reproach"
"omasavāda"	"omasavādo"	"Scornful, contemptuous, reproachful speech"
"omuñcati"	"omuñcati"	"To take off, unloosen, remove"
"omutteti"	"omutteti"	"To make water upon"
"orata"	"orato"	"On this side"
"orapāra"	"orapāraṃ"	"The hither and the further side"
"orabbhika"	"orabbhiko"	"A butcher"
"oramattaka"	"oramattako"	"Belonging merely to the present life, mundane, sublunary"
"orambhāgiya"	"orambhāgiyo"	"Belonging to the lower part or lot, belonging to kāmabhava"
"orasasūnutā"	"orasasūnutā"	"Own-sonship"
"orasa"	"oraso"	"Legitimate, own"
"orasa"	"oraso"	"On this side"
"orima"	"orimo"	"Hither, on this side"
"oruhati"	"oruhati"	"To descend; to disembark"
"ora"	"oro"	"Below; less; posterior, later; hither, on this side"
"orodha"	"orodho"	"Harem seraglio, apartments of the royal ladies"
"oropana"	"oropanaṃ"	"Taking down, removal"
"oropeti"	"oropeti"	"To cause to descend, take down, put down"
"orohaṇa"	"orohaṇaṃ"	"Descent"
"orohati"	"orohati"	"To descend; to disembark"
"olagita"	"olagito"	"Hanging down"
"olambaka"	"olambako"	"Hanging"
"olambati"	"olambati"	"To hang down, to suspend"
"olamba"	"olambo"	"Something hanging, an appendage"
"oligalla"	"oligallo"	"A dirty pool near a village"
"olokati"	"olokati"	"To look, see, look at, behold, look down upon; to look for, await, watch; to consider, regard"
"olokana"	"olokanaṃ"	"Looking, looking at"
"oloketi"	"oloketi"	"To look, see, look at, behold, look down upon; to look for, await, watch; to consider, regard"
"ovaṭṭa"	"ovaṭṭo"	"Rained down"
"ovadati"	"ovadati"	"To admonish, exhort, edify, advise, instruct"
"ovaraka"	"ovarako"	"An inner room, store room"
"ovādaka"	"ovādako"	"Admonishing"
"ovāda"	"ovādo"	"Admonition, exhortation"
"ovijjhati"	"ovijjhati"	"To pierce, annoy"
"osakkati"	"osakkati"	"To draw back, refuse; to give way, retreat"
"osaṭa"	"osaṭo"	"Engaged in; settled"
"osadha"	"osadhaṃ"	"A herb; a herb used in medicine, a simple; a drug, medicine"
"osadhī"	"osadhī"	"A herb, plant, annual, name of a star"
"osadhīsa"	"osadhīso"	"The moon"
"osaraṇa"	"osaraṇaṃ"	"Resort, rendezvous, haunt, habitation"
"osarati"	"osarati"	"To go to, resort, repair, approach"
"ossajati"	"ossajati"	"To give up, relinquish, renounce"
"ossajjati"	"ossajjati"	"To give up, relinquish, renounce"
"osādeti"	"osādeti"	"To cause to sink, to depress"
"osāna"	"osānaṃ"	"see avasānaṃ, end, conclusion"
"osāpeti"	"osāpeti"	"To finish, complete"
"osāraṇa"	"osāraṇaṃ"	"Restoration of a monk who has been temporarily secluded from his brother monk as a penance for an offence"
"osāraṇā"	"osāraṇā"	"Restoration of a monk who has been temporarily secluded from his brother monk as a penance for an offence"
"osiñcati"	"osiñcati"	"To sprinkle"
"osīdati"	"osīdati"	"To settle down, to sink, to decline"
"osīdana"	"osīdanaṃ"	"Sinking"
"osīdāpana"	"osīdāpanaṃ"	"Causing to sink"
"osumika"	"osumiko"	"Relating to heat"
"osa"	"oso"	"Beam, ray"
"ohāya"	"ohāya"	"see ojahati"
"ohāraṇa"	"ohāraṇaṃ"	"Removing"
"ohārī"	"ohārī"	"Dragging down"
"ohāreti"	"ohāreti"	"To remove"
"ohita"	"ohito"	"Put in, deposited; put down, laid aside"
"ohīyati"	"ohīyati"	"To be left"
"oḷārika"	"oḷāriko"	"Large, great; gross, coarse; material"
"oḷumpika"	"oḷumpiko"	"Belonging to a raft. Crossing on a raft"
"ka"	"kaṃ"	"see ko"
"ka"	"kaṃ"	"Water; the head"
"kaṃsakūṭa"	"kaṃsakūṭaṃ"	"Counterfeit metal, cheating with false metal"
"kaṃsatāla"	"kaṃsatālo"	"A gong"
"kaṃsathāla"	"kaṃsathālaṃ"	"A bronze dish or plate"
"kaṃsanīla"	"kaṃsanīlaṃ"	"Blue vitriol"
"kaṃsa"	"kaṃso"	"A coin worth four kahāpaṇas"
"kaṃsa"	"kaṃso"	"Metal; bronze; a gong; a bowl to eat from"
"kakaca"	"kakaco"	"A saw; the plant capparis aphylla"
"kakaṇṭaka"	"kakaṇṭako"	"A chameleon"
"kakkaṭaka"	"kakkaṭako"	"A crab"
"kakkasa"	"kakkaso"	"Rough; hard; cruel"
"kakkārī"	"kakkārī"	"A king of cucumber"
"kakkāreti"	"kakkāreti"	"To express disgust"
"kakka"	"kakko"	"Sediment; paste"
"kakkhaḷa"	"kakkhaḷo"	"Hard, solid; rough; harsh, cruel"
"kaku"	"kaku"	"The hump of the Indian bull"
"kakuṭa"	"kakuṭo"	"A pigeon or dove"
"kakudha"	"kakudho"	"The hump of the Indian bull; an ensign or symbol of royalty; the tree terminalia arjuna"
"kakusandha"	"kakusandho"	"Name of one of the twenty-four Buddhas"
"kaṅkaṭa"	"kaṅkaṭo"	"Mail"
"kaṅkaṇa"	"kaṅkaṇaṃ"	"An ornament, a bracelet"
"kaṅka"	"kaṅko"	"A heron"
"kaṅkhati"	"kaṅkhati"	"To doubt"
"kaṅkhā"	"kaṅkhā"	"Doubt"
"kaṅgu"	"kaṅgu"	"Panick seed, panicum italicum, a sort of millet"
"kacavara"	"kacavaro"	"Sweepings, dust, rubbish"
"kaccati"	"kaccati"	"To shine"
"kaccāna"	"kaccāno"	"Name of a famous grammarian, author of the pali grammar called kaccāyanappakaraṇaṃ"
"kaccāyana"	"kaccāyano"	"Belonging to kaccāyana"
"kaccāyana"	"kaccāyano"	"Name of a famous grammarian, author of the pali grammar called kaccāyanappakaraṇaṃ"
"kacci"	"kacci"	"Perhaps, surely"
"kaccha"	"kacchaṃ"	"Marshy land"
"kacchaka"	"kacchako"	"The tree cedrela toona"
"kacchantara"	"kacchantaraṃ"	"A king's private room or cabinet"
"kacchapa"	"kacchapo"	"A tortoise"
"kacchā"	"kacchā"	"A girdle; a girth; the end of the loin-cloth tucked into the waistband; an inclosure, a room"
"kacchu"	"kacchu"	"The scab, a skin disease"
"kaccha"	"kaccho"	"Marshy land"
"kaccha"	"kaccho"	"The armpit; the end of the loin-cloth; a spreading creeper; grass, weeds"
"kajjala"	"kajjalaṃ"	"A sort of collyrium"
"kañcana"	"kañcanaṃ"	"Gold"
"kañcukita"	"kañcukito"	"Having the hair bristling with joy"
"kañcukī"	"kañcukī"	"An attendant on the women's apartments"
"kañcuka"	"kañcuko"	"A jacket; the skin or slough of a snake; a coat of mail; a case, sheath, covering envelope"
"kañjika"	"kañjikaṃ"	"Sour rice-gruel"
"kañjiya"	"kañjiyaṃ"	"Sour rice-gruel"
"kaññā"	"kaññā"	"A young woman, a girl, a virgin"
"kaṭaka"	"kaṭakaṃ"	"A bracelet; the side of a mountain"
"kaṭaka"	"kaṭako"	"A bracelet; the side of a mountain"
"kaṭacchu"	"kaṭacchu"	"A spoon"
"kaṭṭha"	"kaṭṭhaṃ"	"A piece of wood, a stick; a jungle"
"kaṭṭhaka"	"kaṭṭhako"	"Name of a sort of reed"
"kaṭṭhamaya"	"kaṭṭhamayo"	"Made of wood"
"kaṭṭhissa"	"kaṭṭhissaṃ"	"A silken coverlet embroidered with gems"
"kaṭṭha"	"kaṭṭho"	"Ploughed"
"kaṭṭha"	"kaṭṭho"	"Miserable, bad"
"kaṭāha"	"kaṭāhaṃ"	"A jar, vase, flower-pot"
"kaṭāhaka"	"kaṭāhakaṃ"	"A jar, vase, flower-pot"
"kaṭi"	"kaṭi"	"The small of the back, the hip, the waist"
"kaṭu"	"kaṭu"	"Harsh, sharp, sever; wrong"
"kaṭuka"	"kaṭuko"	"Harsh, severe; pungent, acrid"
"kaṭa"	"kaṭo"	"Matting, a mat made of rushes sown together; the temples of an elephant"
"kaṭa"	"kaṭo"	"Made, done"
"kaṭhala"	"kaṭhalo"	"A potsherd or fragments of broken pottery; gravel"
"kaṭhita"	"kaṭhito"	"Boiled, boiling"
"kaṭhina"	"kaṭhino"	"Hard, solid; severed, difficult. The term kaṭhinaṃ is applied to a robe made for a Buddhist monk in the course of a single day and night. This gift is considered highly meritorious."
"kaḍḍhati"	"kaḍḍhati"	"To draw, to drag"
"kaḍḍhana"	"kaḍḍhanaṃ"	"Resigning, rejecting"
"kaṇati"	"kaṇati"	"To sound"
"kaṇaya"	"kaṇayo"	"A sort of spear"
"kaṇṭakita"	"kaṇṭakito"	"Having the hair bristling with joy"
"kaṇṭakuraṇḍa"	"kaṇṭakuraṇḍo"	"The plant barleria cristata"
"kaṇṭaka"	"kaṇṭako"	"A thorn; an enemy; horripilation; an obstacle, pest, nuisance"
"kaṇṭhaka"	"kaṇṭhako"	"A thorn; an enemy; horripilation; an obstacle, pest, nuisance, see kaṇṭako"
"kaṇṭhaja"	"kaṇṭhajo"	"Guttural. The guttural letters are a, k, kh, g, gh, ṅ and h"
"kaṇṭha"	"kaṇṭho"	"The neck, the throat"
"kaṇḍa"	"kaṇḍaṃ"	"The part of a plant from one joint to another; a stalk; an arrow; a section or chapter of a book; a part, a portion, a piece; opportunity, season"
"kaṇḍarā"	"kaṇḍarā"	"A tendon"
"kaṇḍu"	"kaṇḍu"	"The itch"
"kaṇḍuti"	"kaṇḍuti"	"Itching"
"kaṇḍuvati"	"kaṇḍuvati"	"To scratch"
"kaṇḍuvana"	"kaṇḍuvanaṃ"	"Itching"
"kaṇḍūyā"	"kaṇḍūyā"	"Itching"
"kaṇḍa"	"kaṇḍo"	"The part of a plant from one joint to another; a stalk; an arrow; a section or chapter of a book; a part, a portion, a piece; opportunity, season"
"kaṇṇajapa"	"kaṇṇajapo"	"A tale-bearer, informer"
"kaṇṇajulūkā"	"kaṇṇajulūkā"	"A centipede"
"kaṇṇadhāra"	"kaṇṇadhāro"	"A steersman, pilot"
"kaṇṇamuṇḍa"	"kaṇṇamuṇḍo"	"One whose ears have been shorn or chipped"
"kaṇṇikā"	"kaṇṇikā"	"An ear-ornament, earring; the pericarp of the lotus; the peak or dome of a but or pagoda"
"kaṇṇa"	"kaṇṇo"	"The ear; a rudder; a corner, edge"
"kaṇhavaṇṭā"	"kaṇhavaṇṭā"	"The plant begonia suavelens"
"kaṇhavattanī"	"kaṇhavattanī"	"Fire"
"kaṇhāna"	"kaṇhāno"	"Offspring of Krishṇa"
"kaṇhāyana"	"kaṇhāyano"	"Offspring of Krishṇa"
"kaṇhi"	"kaṇhi"	"Offspring of Krishṇa"
"kaṇha"	"kaṇho"	"Black; dark; sinful"
"kaṇikā"	"kaṇikā"	"The plant premna spinosa; an ear ornament"
"kaṇikāra"	"kaṇikāro"	"The tree pterospermum acerifolium"
"kaṇeru"	"kaṇeru"	"An elephant"
"kaṇerukā"	"kaṇerukā"	"A female elephant"
"kaṇa"	"kaṇo"	"The fine red powder which adheres to the grain of rice beneath the husk; a particle, bit, atom"
"kataka"	"katako"	"Artificial, feigned"
"kataka"	"katako"	"The nut plant, strychnos potatorum, the seed of which is used to clear water"
"katañjali"	"katañjali"	"Saluting respectfully"
"kataññutā"	"kataññutā"	"Gratitude"
"kataññū"	"kataññū"	"Grateful"
"katatta"	"katattaṃ"	"Fact of having been done or made"
"katapuññatā"	"katapuññatā"	"State of having done good works, meritoriousness"
"katamālī"	"katamālī"	"The tree cassia fistula"
"katama"	"katamo"	"What? which?"
"katara"	"kataro"	"What? which?"
"katavā"	"katavā"	"Having done or made"
"katavedī"	"katavedī"	"Grateful"
"katahattha"	"katahattho"	"Skillful"
"kattata"	"kattato"	"A weak or decrepit man, an old man; kattarayaṭṭhi, the walking stick of a mendicant or ascetic"
"kattabba"	"kattabbo"	"That ought to be done or made, that can be done"
"kattareti"	"kattareti"	"To be loose, flaccid, weak"
"kattā"	"kattā"	"An agent, doer, maker"
"kattikā"	"kattikā"	"Name of nakkhatta"
"kattikeyya"	"kattikeyyo"	"The god of war"
"kattika"	"kattiko"	"Name of a month"
"kattha"	"kattha"	"Where? whither? wherein?"
"katthaci"	"katthaci"	"Anywhere; somwhere, in some places, in some cases, ever"
"katthati"	"katthati"	"To praise, to boast"
"katthanā"	"katthanā"	"Praise or boasting"
"katthūrikā"	"katthūrikā"	"Musk"
"katākata"	"katākato"	"Wrought and unwrought; done and not done"
"katābhinīhāra"	"katābhinīhāro"	"Having formed the resolution to become a Buddha"
"katābhiseka"	"katābhiseko"	"Whose inauguration ceremony has been performed"
"katāvakāsa"	"katāvakāso"	"Having obtained an opportunity, having received permission"
"katāvī"	"katāvī"	"Having done or made"
"kati"	"kati"	"How many?"
"katikā"	"katikā"	"see kathika"
"katici"	"katici"	"Few, some"
"katipaya"	"katipayo"	"A few, some, several"
"katipāha"	"katipāhaṃ"	"A few days"
"katu"	"katu"	"A sacrifice, oblation"
"katukarohiṇī"	"katukarohiṇī"	"Black hellebore"
"kata"	"kato"	"Made; done; composed; performed"
"katopakāra"	"katopakāro"	"Having had a service done for one, assisted"
"katha"	"kathaṃ"	"How ?"
"kathaṅkathā"	"kathaṅkathā"	"Doubt"
"kathañci"	"kathañci"	"Scarcely, with difficulty"
"kathana"	"kathanaṃ"	"Saying, talking, conversing, relating"
"kathā"	"kathā"	"Speech, discourse; conversation, discussion; a story, tale, account"
"kathāna"	"kathānaṃ"	"One of the high numerals, 10,000,000(to the 18th power), or 1 followed by 126 ciphers"
"kathāpeti"	"kathāpeti"	"To cause to be said; to cause to be told, to learn"
"kathāvatthu"	"kathāvatthu"	"Subject of discourse"
"kathāvatthupakaraṇa"	"kathāvatthupakaraṇaṃ"	"Book of subjects of discussion, book of controverted points. This is the name of one of the books of the abidhamma."
"kathikā"	"kathikā"	"Talk, parley, a pact or agreement"
"kathika"	"kathiko"	"Speaking, preaching"
"kathita"	"kathito"	"Spoken, said, related, told; spoken of, meant"
"kathī"	"kathī"	"Speaking"
"katheti"	"katheti"	"To say, to speak, to tell, to recite, to narrate, to repeat, to preach, to teach, to talk, to converse, to speak to, to speak of, to mean"
"kadanna"	"kadannaṃ"	"Bad food"
"kadambaka"	"kadambako"	"The tree nauclea cadamba"
"kadamba"	"kadambo"	"The tree nauclea cadamba; quantity, abundance"
"kadariya"	"kadariyo"	"Avaricious, stingy, miserly"
"kadalikā"	"kadalikā"	"The plantain tree"
"kadalī"	"kadalī"	"The plantain or banana tree, musa sapientum; a flag; a kind of antelope"
"kadasana"	"kadasanaṃ"	"Bad food"
"kaddameyya"	"kaddameyyo"	"Muddy"
"kaddama"	"kaddamo"	"Mud"
"kadā"	"kadā"	"When? at what time?"
"kadāci"	"kadāci"	"At some time, sometimes; perhaps"
"kanaka"	"kanakaṃ"	"Gold"
"kantati"	"kantati"	"To cut"
"kantati"	"kantati"	"To spin"
"kantana"	"kantanaṃ"	"Cutting; spinning"
"kantāra"	"kantāro"	"A forest, a wilderness; a difficult road"
"kanti"	"kanti"	"Beauty; wish, pleasure"
"kantita"	"kantito"	"Cut"
"kanta"	"kanto"	"Loved: beautiful, charming, delightful, agreeable"
"kanthā"	"kanthā"	"Patched cloth"
"kandati"	"kandati"	"To cry, to wail, to weep"
"kandambaka"	"kandambakaṃ"	"Abundance, plenty"
"kandarī"	"kandarī"	"An eave, a grotto"
"kandara"	"kandaro"	"The white mimosa"
"kandara"	"kandaro"	"An eave, a grotto"
"kandita"	"kanditaṃ"	"Wailing, crying"
"kanduka"	"kanduko"	"A ball to play with"
"kanda"	"kando"	"A bulb"
"kandharā"	"kandharā"	"The neck"
"kaniṭṭhakā"	"kaniṭṭhakā"	"A younger sister"
"kaniṭṭhikā"	"kaniṭṭhikā"	"A younger sister"
"kaniṭṭha"	"kaniṭṭho"	"Smallest, very small; youngest"
"kaniya"	"kaniyo"	"Less, smallest; younger"
