pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
cūḷapanthaka,masc,name of an arahant monk; great disciple of the Buddha; foremost in creating a mind made body,UD50,cūḷapanthakasuttaṃ,addasā kho bhagavā āyasmantaṃ <b>cūḷapanthakaṃ</b> avidūre nisinnaṃ pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā.,,,,,,,,,
cedaṃ,sandhi,if this thing,SN22.28,tatiyaassādasuttaṃ,"sāvatthinidānaṃ. no <b>ce'daṃ</b>, bhikkhave, rūpassa assādo abhavissa na'y'idaṃ sattā rūpasmiṃ sārajjeyyuṃ. yasmā ca kho, bhikkhave, atthi rūpassa assādo, tasmā sattā rūpasmiṃ sārajjanti.",AN2.19,adhikaraṇavaggo,"kusalaṃ, bhikkhave, bhāvetha. sakkā, bhikkhave, kusalaṃ bhāvetuṃ. no <b>ce'daṃ</b>, bhikkhave, sakkā abhavissa kusalaṃ bhāvetuṃ, n'āhaṃ evaṃ vadeyyaṃ, kusalaṃ, bhikkhave, bhāvethā'ti.",,,,,,
jantu 1,masc,man; person; being,DHP105,sahassavaggo,"n'eva devo na gandhabbo,
na māro saha brahmunā,
jitaṃ apajitaṃ kayirā,
tathārūpassa <b>jantuno</b>.",SNP39,"kāmasuttaṃ
aṭṭhakavaggo 1","tasmā <b>jantu</b> sadā sato,
kāmāni parivajjaye,
te pahāya tare oghaṃ,
nāvaṃ sitvā'va pāragū'ti.",SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","yo attano sīlavatāni <b>jantu</b>,
anānupuṭṭho'va paresa pāva,
anariyadhammaṃ kusalā tam'āhu,
yo ātumānaṃ sayam'eva pāva.",DHP107,sahassavaggo,"yo ca vassasataṃ <b>jantu</b>, aggiṃ paricare vane,
ekañ'ca bhāvit'attānaṃ, muhuttam'api pūjaye,
sā'y'eva pūjanā seyyo, yañ'ce vassasataṃ hutaṃ."
jigucchati 1,pr,detests; is disgusted (by); gets sick (of); loathes; is repulsed (by),MN62,mahārāhulovādasuttaṃ,"seyyathā'pi, rāhula, āpasmiṃ sucim'pi dhovanti, asucim'pi dhovanti, gūthagatam'pi dhovanti … na ca tena āpo aṭṭīyati vā harāyati vā <b>jigucchati</b> vā",AN5.57,abhiṇhapaccavekkhitabbaṭhānasuttaṃ,"byādhidhammā jarādhammā,
atho maraṇadhammino,
yathā dhammā tathā sattā,
<b>jigucchanti</b> puthujjanā.",,,,,,
jiṇṇa 1,pp,aged; old; ancient,SN47.9,"satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ","eta'r'ahi kho pan'āhaṃ, ānanda, <b>jiṇṇo</b> vuddho mahallako addhagato vayoanuppatto. āsītiko me vayo vattati.",SNP71,"piṅgiya māṇava pucchā
pārāyanavaggo 16","<b>jiṇṇo</b>'ham'asmi abalo vītavaṇṇo,
nettā na suddhā savanaṃ na phāsu,
m'āhaṃ nassaṃ momuho antarāva,
ācikkha dhammaṃ yam'ahaṃ vijaññaṃ,
jātijarāya idha vippahānaṃ.",AN3.39,sukhumālasuttaṃ,ahañ'c'eva kho pana jarādhammo samāno jaraṃ anatīto paraṃ <b>jiṇṇaṃ</b> disvā aṭṭīyeyyaṃ harāyeyyaṃ jiguccheyyaṃ na m'etaṃ assa patirūpan'ti.,,,
tatreko,sandhi,there one; in that a case a certain,SN11.24,accayasuttaṃ,"tena kho pana samayena dve bhikkhū sampayojesuṃ, <b>tatr'eko</b> bhikkhu accasarā, atha kho so bhikkhu tassa bhikkhuno santike accayaṃ accayato deseti, so bhikkhu nappaṭiggaṇhāti.",,,,,,,,,
tamāhu,sandhi,they call that,AN3.91,dutiya sikkhattayasuttaṃ,"<b>tam'āhu</b> sekhaṃ paṭipadaṃ,
atho saṃsuddhacāriyaṃ,
tam'āhu loke sambuddhaṃ,
dhīraṃ paṭipadantaguṃ.",SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","yo attano sīlavatāni jantu,
anānupuṭṭho'va paresa pāva,
anariyadhammaṃ kusalā <b>tam'āhu</b>,
yo ātumānaṃ sayam'eva pāva.",SN11.4,vepacittisuttaṃ,"yo have balavā santo, dubbalassa titikkhati. <b>tam'āhu</b> paramaṃ khantiṃ, niccaṃ khamati dubbalo.",,,
daḷhamenaṃ,sandhi,firmly this; strongly this; vigorously this,SN2.8,tāyanasuttaṃ,"kayirā ce, kayirāth'enaṃ,
<b>daḷham'enaṃ</b> parakkame,
sithilo hi paribbājo,
bhiyyo ākirate rajaṃ.",,,,,,,,,
daḷhaṃ,ind,firmly; strongly; vigorously; perseveringly; unwaveringly,SNP22,"uṭṭhānasuttaṃ
cūḷavaggo 10","uṭṭhahatha nisīdatha,
<b>daḷhaṃ</b> sikkhatha santiyā,
mā vo pamatte viññāya,
maccurājā amohayittha vas'ānuge.",SN2.8,tāyanasuttaṃ,"kayirā ce, kayirāth'enaṃ, <b>daḷham</b>'enaṃ parakkame.
sithilo hi paribbājo, bhiyyo ākirate rajaṃ.",SNP50,"cūḷabyūhasuttaṃ
aṭṭhakavaggo 12","idh'eva suddhi iti vādayanti,
n'āññesu dhammesu visuddhim'āhu,
evam'pi titthyā puthuso niviṭṭhā,
sak'āyane tattha <b>daḷhaṃ</b> vadānā.",,,
dīgha 1,adj,long (in space or time); tall; deep,TH251,raṭṭhapālattheragāthā,"na <b>dīgham</b>'āyuṃ labhate dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ.",SNP8,mettasuttaṃ,"ye keci pāṇabhūt'atthi, tasā vā thāvarā vā anavasesā,
<b>dīghā</b> vā ye mahantā vā, majjhimā rassak'āṇukathūlā.",DHP60,bālavaggo,"<b>dīghā</b> jāgarato ratti,
<b>dīghaṃ</b> santassa yojanaṃ,
<b>dīgho</b> bālānaṃ saṃsāro,
saddhammaṃ avijānataṃ.",MN130,devadūtasuttaṃ,"hoti kho so, bhikkhave, samayo yaṃ kadāci karahaci <b>dīghassa</b> addhuno accayena tassa mahānirayassa puratthimaṃ dvāraṃ apāpurīyati."
dīghamāyu,nt,long life; longevity,TH251,raṭṭhapālattheragāthā,"na <b>dīgham'āyuṃ</b> labhate dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ.",,,,,,,,,
dukkhakkhandha,masc,heap of suffering; mass of difficulties; mountain of trouble,SN22.80,piṇḍolyasuttaṃ,app'evanām'imassa kevalassa <b>dukkhakkhandhassa</b> antakiriyā paññāyethā'ti.,SN56.49,paṭhamasinerupabbatarājasuttaṃ,"saṅkham'pi na upeti, upanidham'pi na upeti, kalabhāgam'pi na upeti, purimaṃ <b>dukkhakkhandhaṃ</b> parikkhīṇaṃ pariyādinnaṃ upanidhāya yadidaṃ sattakkhattuparamatā",MN38,mahātaṇhāsaṅkhayasuttaṃ,evam'etassa kevalassa <b>dukkhakkhandhassa</b> samudayo hoti,,,
dukkhamicchati,pr,wants suffering (for); desires discomfort (for),SNP8,mettasuttaṃ,"na paro paraṃ nikubbetha,
n'ātimaññetha katthaci naṃ kañci,
byārosanā paṭīghasaññā,
n'āññam'aññassa <b>dukkham'iccheyya</b>.",TH262,tālapuṭattheragāthā,"kāmā hi citrā madhurā manoramā,
aviddasū yattha sitā puthujjanā,
te <b>dukkham'icchanti</b> punabbhav'esino,
cittena nītā niraye nirākatā.",,,,,,
dhīra 2.2,masc,wise man; sage; intelligent person,TH251,raṭṭhapālattheragāthā,"na dīgham'āyuṃ labhate dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu <b>dhīrā</b>, asassataṃ vippariṇāmadhammaṃ.",SNP13,"ratanasuttaṃ
cūḷavaggo 1","khīṇaṃ purāṇaṃ navaṃ n'atthi sambhavaṃ, virattacitt'āyatike bhavasmiṃ.
te khīṇabījā avirūḷhichandā, nibbanti <b>dhīrā</b> yath'āyaṃ padīpo.",DHP28,appamādavaggo,"pamādaṃ appamādena,
yadā nudati paṇḍito,
paññāpāsādam'āruyha,
asoko sokiniṃ pajaṃ,
pabbataṭṭho'va bhūmaṭṭhe,
<b>dhīro</b> bāle avekkhati.",SNP40,"guhaṭṭhakasuttaṃ
aṭṭhakavaggo 2","ubhosu antesu vineyya chandaṃ,
phassaṃ pariññāya anānugiddho,
yadattagarahī tadakubbamāno,
na lippatī diṭṭhasutesu <b>dhīro</b>."
natthī,pr,is not; it is not; there is not; there is no,SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","visenikatvā pana ye caranti,
diṭṭhīhi diṭṭhiṃ avirujjhamānā,
tesu tvaṃ kiṃ labhetho pasūra,
yes'īdha <b>n'atthī</b> param'uggahītaṃ.",,,,,,,,,
nappaṭiggaṇhāti 2,pr,(of an apology) does not accept,SN11.24,accayasuttaṃ,"tena kho pana samayena dve bhikkhū sampayojesuṃ, tatr'eko bhikkhu accasarā, atha kho so bhikkhu tassa bhikkhuno santike accayaṃ accayato deseti, so bhikkhu <b>nappaṭiggaṇhāti</b>.",,,,,,,,,
nātimaññati,pr,does not despise; does not scorn; does not look down (on); does not have contempt (for); is not condescending (towards),SNP8,mettasuttaṃ,"na paro paraṃ nikubbetha,
<b>n'ātimaññetha</b> katthaci naṃ kañci,
byārosanā paṭīghasaññā,
n'āññam'aññassa dukkham'iccheyya.",DHP366,bhikkhuvaggo,"appalābho'pi ce bhikkhu,
salābhaṃ <b>n'ātimaññati</b>,
taṃ ve devā pasaṃsanti,
suddhājīviṃ atanditaṃ.",,,,,,
nāma 1,ind,certainly; truly; for sure,SN22.80,piṇḍolyasuttaṃ,app'eva<b>nām</b>imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti,MN51,kandarakasuttaṃ,"seyyathā'pi <b>nāma</b> pakkhī sakuṇo yena yen'eva ḍeti, sapattabhārova ḍeti",AN8.30,anuruddha mahāvitakkasuttaṃ,seyyathā'pi <b>nāma</b> balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya,VISM1.1.2,sīlānisaṃsa kathā,"sīlagandhasamo gandho,
kuto <b>nāma</b> bhavissati,
yo samaṃ anuvāte ca,
paṭivāte ca vāyati."
nāhaṃ,sandhi,I (am) not; I (do) not,AN5.57,abhiṇhapaccavekkhitabbaṭhānasuttaṃ,"<b>n'āhaṃ</b> bhabbo etarahi,
kāmāni paṭisevituṃ,
anivatti bhavissāmi,
brahmacariyaparāyaṇo'ti.",SN1.48,paṇihitācchavaggo,"<b>n'āhaṃ</b>, bhikkhave, aññaṃ ekadhammam'pi samanupassāmi yaṃ evaṃ lahuparivattaṃ yatha'y'idaṃ cittaṃ. yāvañ'c'idaṃ, bhikkhave, upamā'pi na sukarā yāva lahuparivattaṃ cittan'ti.",AN2.19,adhikaraṇavaggo,"kusalaṃ, bhikkhave, bhāvetha. sakkā, bhikkhave, kusalaṃ bhāvetuṃ. no ce'daṃ, bhikkhave, sakkā abhavissa kusalaṃ bhāvetuṃ, <b>n'āhaṃ</b> evaṃ vadeyyaṃ, kusalaṃ, bhikkhave, bhāvethā'ti.",SN22.94,pupphasuttaṃ,"<b>n'āhaṃ</b>, bhikkhave, lokena vivadāmi, loko'va mayā vivadati. na, bhikkhave, dhammavādī kenaci lokasmiṃ vivadati."
nikubbetha,opt,should cheat; should swindle; should defraud,SNP8,mettasuttaṃ,"na paro paraṃ <b>nikubbetha</b>,
n'ātimaññetha katthaci naṃ kañci,
byārosanā paṭīghasaññā,
n'āññam'aññassa dukkham'iccheyya.",,,,,,,,,
niggahita 1,pp,restrained; held back; reigned in,TH206,vijitasenattheragāthā,"satiyā taṃ nibandhissaṃ,
payutto te damessāmi,
vīriyadhura<b>niggahito</b>,
na yito dūraṃ gamissase cittā'ti.",,,,,,,,,
nirākaroti,pr,rejects; spurns; gets rid (of),ITI87,andhakaraṇasuttaṃ,"tayo vitakke kusale vitakkaye,
tayo pana akusale <b>nirākare</b>,
sa ve vitakkāni vicāritāni,
sameti vuṭṭhī'va rajaṃ samūhataṃ.",,,,,,,,,
paññāyetha,opt,it would be apparent; it would be evident; it could be discerned,SN22.80,piṇḍolyasuttaṃ,app'evanām'imassa kevalassa dukkhakkhandhassa antakiriyā <b>paññāyethā</b>'ti,SN22.96,gomayapiṇḍasuttaṃ,"ettako ce'pi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, na'y'idaṃ brahmacariyavāso <b>paññāyetha</b> sammā dukkhakkhayāya.",AN3.67,paṭhamabhavasuttaṃ,"kāmadhātuvepakkañ'ca, ānanda, kammaṃ n'ābhavissa, api nu kho kāmabhavo <b>paññāyethā</b>'ti? no h'etaṃ bhante",,,
paṭighasaññā 2,fem,aversion; dislike; ill-will,KHP9,karaṇīya mettasuttaṃ,"na paro paraṃ nikubbetha,
n'ātimaññetha katthaci naṃ kañci,
byārosanā <b>paṭighasaññā</b>,
n'āññam'aññassa dukkham'iccheyya.",,,,,,,,,
patirūpa,adj,suitable (for); proper (for); appropriate (for); befitting (for),SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","<b>patirūpa</b>desavāso ca, pubbe ca katapuññatā.
attasammāpaṇidhi ca, etam'maṅgalam'uttamaṃ.",DHP158,attavaggo,"attānam'eva paṭhamaṃ,
<b>patirūpe</b> nivesaye,
ath'aññam'anusāseyya,
na kilisseyya paṇḍito.",AN3.39,sukhumālasuttaṃ,ahañ'c'eva kho pana jarādhammo samāno jaraṃ anatīto paraṃ jiṇṇaṃ disvā aṭṭīyeyyaṃ harāyeyyaṃ jiguccheyyaṃ na m'etaṃ assa <b>patirūpan</b>'ti.,MN91,brahmāyusuttaṃ,"atha kho brahmāyuno brāhmaṇassa avidūre ambavanassa etadahosi, na kho m'etaṃ <b>patirūpaṃ</b> yo'haṃ pubbe appaṭisaṃvidito samaṇaṃ gotamaṃ dassanāya upasaṅkameyyan'ti."
parakkamati 2,pr,tries (to); strives (to); makes effort (to); endeavours (to),SN2.8,tāyanasuttaṃ,"kayirā ce, kayirāth'enaṃ, daḷham'enaṃ <b>parakkame</b>.
sithilo hi paribbājo, bhiyyo ākirate rajaṃ.",VIN PAT SA 10,saṅghabhedasikkhāpadaṃ,"yo pana bhikkhu samaggassa saṅghassa bhedāya <b>parakkameyya</b>, bhedanasaṃvattanikaṃ vā adhikaraṇaṃ samādāya paggayha tiṭṭheyya, so bhikkhu bhikkhūhi evam'assa vacanīyo",,,,,,
paramuggahīta,adj,grasped as supreme; held to be the highest; taken as best,SNP42,"suddhaṭṭhakasuttaṃ
aṭṭhakavaggo 4","sīm'ātigo brāhmaṇo tassa n'atthi,
ñatvā va disvā va samuggahītaṃ,
na rāgarāgī na virāgaratto,
tass'īdha n'atthī <b>param'uggahītan</b>'ti.",SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","visenikatvā pana ye caranti,
diṭṭhīhi diṭṭhiṃ avirujjhamānā,
tesu tvaṃ kiṃ labhetho pasūra,
yes'īdha n'atthī <b>param'uggahītaṃ</b>.",,,,,,
paribbāja,masc,homeless spiritual seeker; wandering monk,SN2.8,tāyanasuttaṃ,"kayirā ce kayirāth'enaṃ,
daḷham'enaṃ parakkame,
sithilo hi <b>paribbājo</b>,
bhiyyo ākirate rajaṃ.",SNP7,"vasalasuttaṃ
uragavaggo 7","yo buddhaṃ paribhāsati,
atha vā tassa sāvakaṃ,
<b>paribbājaṃ</b> gahaṭṭhaṃ vā,
taṃ jaññā vasalo iti.",,,,,,
parivaṇṇayi,aor,described; recommended; extolled,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yam'buddhaseṭṭho <b>parivaṇṇayī</b> suciṃ,
samādhim'ānantarikañ'ñam'āhu,
samādhinā tena samo na vijjati,
idam'pi dhamme ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,,,,,,,
paresa,pron,to others; for others,SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","yo attano sīlavatāni jantu,
anānupuṭṭho'va <b>paresa</b> pāva,
anariyadhammaṃ kusalā tam'āhu,
yo ātumānaṃ sayam'eva pāva.",,,,,,,,,
paro paraṃ,idiom,one to another,SNP8,mettasuttaṃ,"na <b>paro paraṃ</b> nikubbetha,
n'ātimaññetha katthaci naṃ kañci,
byārosanā paṭīghasaññā,
n'āññam'aññassa dukkham'iccheyya.",,,,,,,,,
passati 3,pr,finds; encounters; meets with,AN4.67,ahirājasuttaṃ,"sabbe sattā sabbe pāṇā, sabbe bhūtā ca kevalā.
sabbe bhadrāni <b>passantu</b>, mā kiñci pāpam'āgamā.",MN4,bhayabheravasuttaṃ,"yaṃnūn'āhaṃ yā tā rattiyo abhiññātā abhilakkhitā, cātuddasī pañcadasī aṭṭhamī ca pakkhassa, tathārūpāsu rattīsu yāni tāni ārāmacetiyāni vanacetiyāni rukkhacetiyāni bhiṃsanakāni salomahaṃsāni tathārūpesu sen'āsanesu vihareyyaṃ app'eva nām'āhaṃ bhayabheravaṃ <b>passeyyan</b>'ti.",,,,,,
pāpamāgamā,sandhi,(may) evil (not) come (to); (may no) harm come (to),AN4.67,ahirājasuttaṃ,"sabbe sattā sabbe pāṇā,
sabbe bhūtā ca kevalā,
sabbe bhadrāni passantu,
mā kañci <b>pāpam'āgamā</b>.",,,,,,,,,
pāva,perf,spoke (about); told (of); boasted (about); revealed,SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","yo attano sīlavatāni jantu,
anānupuṭṭho'va paresa pāva,
anariyadhammaṃ kusalā tam'āhu,
yo ātumānaṃ sayam'eva <b>pāva</b>.",SNP42,"suddhaṭṭhakasuttaṃ
aṭṭhakavaggo 4","diṭṭhena ce suddhi narassa hoti,
ñāṇena vā so pajahāti dukkhaṃ,
aññena so sujjhati sopadhīko,
diṭṭhī hi naṃ <b>pāva</b> tathā vadānaṃ.",,,,,,
pubbāpariya,adj,successive; continuous; ever increasing; first one then the following,UD50,cūḷapanthakasuttaṃ,"ṭhitena kāyena ṭhitena cetasā,
tiṭṭhaṃ nisinno uda vā sayāno,
etaṃ satiṃ bhikkhu adhiṭṭhahāno,
labhetha <b>pubb'āpariyaṃ</b> visesaṃ,
laddhāna <b>pubb'āpariyaṃ</b> visesaṃ,
adassanaṃ maccurājassa gacche'ti.",,,,,,,,,
buddhaseṭṭha,masc,supreme Buddha; foremost Buddha,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yam'<b>buddhaseṭṭho</b> parivaṇṇayī suciṃ,
samādhim'ānantarikañ'ñam'āhu,
samādhinā tena samo na vijjati,
idam'pi dhamme ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,,,,,,,
byārosanā,fem,causing anger; infuriating,SNP8,mettasuttaṃ,"na paro paraṃ nikubbetha,
n'ātimaññetha katthaci naṃ kañci,
<b>byārosanā</b> paṭīghasaññā,
n'āññam'aññassa dukkham'iccheyya.",,,,,,,,,
bhadra 3,nt,good fortune; good luck; blessing,AN4.67,ahirājasuttaṃ,"sabbe sattā sabbe pāṇā, sabbe bhūtā ca kevalā.
sabbe <b>bhadrāni</b> passantu, mā kiñci pāpam'āgamā.",DHP120,pāpavaggo,"bhadro'pi passati pāpaṃ,
yāva <b>bhadraṃ</b> na paccati,
yadā ca paccati <b>bhadraṃ</b>,
atha bhadro <b>bhadrāni</b> passati.",DHP119,pāpavaggo,"pāpo'pi passati <b>bhadraṃ</b>,
yāva pāpaṃ na paccati,
yadā ca paccati pāpaṃ,
atha pāpo pāpāni passati.",,,
maccurāja,masc,King of Death,SNP22,"uṭṭhānasuttaṃ
cūḷavaggo 10","uṭṭhahatha nisīdatha,
daḷhaṃ sikkhatha santiyā,
mā vo pamatte viññāya,
<b>maccurājā</b> amohayittha vas'ānuge.",UD50,cūḷapanthakasuttaṃ,"ṭhitena kāyena ṭhitena cetasā,
tiṭṭhaṃ nisinno uda vā sayāno,
etaṃ satiṃ bhikkhu adhiṭṭhahāno,
labhetha pubb'āpariyaṃ visesaṃ,
laddhāna pubb'āpariyaṃ visesaṃ,
adassanaṃ <b>maccurājassa</b> gacche'ti.",SNP70,"mogharāja māṇava pucchā
pārāyana vaggo 15","evaṃ abhikkantadassāviṃ, atthi pañhena āgamaṃ,
kathaṃ lokaṃ avekkhantaṃ, <b>maccurājā</b> na passati.",,,
malamacchera,nt,stain of stinginess; impurity of miserliness,AN8.49,paṭhamaidhalokikasuttaṃ,"kathañ'ca, visākhe, mātugāmo cāgasampanno hoti? idha, visākhe, mātugāmo vigata<b>malamaccherena</b> cetasā agāraṃ ajjhāvasati muttacāgā payatapāṇinī vossaggaratā yācayogā dānasaṃvibhāgaratā.",,,,,,,,,
metaṃ 2,sandhi,this for me,AN5.57,abhiṇhapaccavekkhitabbaṭhānasuttaṃ,"ahañ'ce taṃ jiguccheyyaṃ,
evaṃ dhammesu pāṇisu,
na <b>m'etaṃ</b> patirūpassa,
mama evaṃ vihārino.",DN9.2,"poṭṭhapādasuttaṃ, abhisaññānirodhakathā","evaṃ vutte tam'añño evam'āha, na kho pana <b>m'etaṃ</b>, bho, evaṃ bhavissati. saññā hi, bho, purisassa attā. sā ca kho upeti'pi apeti'pi. yasmiṃ samaye upeti, saññī tasmiṃ samaye hoti.",AN3.39,sukhumālasuttaṃ,ahañ'c'eva kho pana jarādhammo samāno jaraṃ anatīto paraṃ jiṇṇaṃ disvā aṭṭīyeyyaṃ harāyeyyaṃ jiguccheyyaṃ na <b>m'etaṃ</b> assa patirūpan'ti.,,,
yad,pron,whichever; whatever; which (object),SNP13,"ratanasuttaṃ
cūḷavaggo 1","khayaṃ virāgaṃ amataṃ paṇītaṃ,
<b>yad</b>'ajjhagā sakyamunī samāhito.
na tena dhammena sam'atthi kiñci",MN131,bhaddekarattasuttaṃ,"atītaṃ n'ānvāgameyya,
nappaṭikaṅkhe anāgataṃ,
<b>yad</b>atītam'pahīnan'taṃ,
appattañ'ca anāgataṃ.",SNP24,"nigrodhakappasuttaṃ
cūḷavaggo 12","<b>yad</b>atthikaṃ, brahmacariyaṃ acarī,
kappāyano kacci'ssa taṃ amoghaṃ,
nibbāyi so ādu saupādiseso,
yathā vimutto ahu taṃ suṇoma.",SNP40,"guhaṭṭhakasuttaṃ
aṭṭhakavaggo 2","ubhosu antesu vineyya chandaṃ,
phassaṃ pariññāya anānugiddho,
<b>yad</b>attagarahī tadakubbamāno,
na lippatī diṭṭhasutesu dhīro."
yuñjantāyasmanto,sandhi,the venerable must try (to) (get back); the venerable must strive (for),VIN PAT NP 10,rājasikkhāpadaṃ,"yaṃ kho tumhe āyasmanto bhikkhuṃ uddissa cīvaracetāpannaṃ pahiṇittha, na taṃ tassa bhikkhuno kiñci atthaṃ anubhoti, <b>yuñjant'āyasmanto</b> sakaṃ, mā vo sakaṃ vinassā'ti, ayaṃ tattha sāmīci.",,,,,,,,,
yesīdha,sandhi,among those here,SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","visenikatvā pana ye caranti,
diṭṭhīhi diṭṭhiṃ avirujjhamānā,
tesu tvaṃ kiṃ labhetho pasūra,
<b>yes'īdha</b> n'atthī param'uggahītaṃ.",,,,,,,,,
laddhāna,abs,having got; having obtained,TH251,raṭṭhapālattheragāthā,"passāmi loke sadhane manusse, <b>laddhāna</b> vittaṃ na dadanti mohā.
luddhā dhanaṃ sannicayaṃ karonti, bhiyyo'va kāme abhipatthayanti.",SN3.1,daharasuttaṃ,"ṭhānañ'hi so manuj'indo,
rajjaṃ <b>laddhāna</b> khattiyo,
so kuddho rājadaṇḍena,
tasmiṃ pakkamate bhusaṃ,
tasmā taṃ parivajjeyya,
rakkhaṃ jīvitam'attano.",SN2.5,dāmalisuttaṃ,"n'atthi kiccaṃ brāhmaṇassa,
katakicco hi brāhmaṇo,
yāva na gādhaṃ labhati nadīsu,
āyūhati sabbagattebhi jantu,
gādhañ'ca <b>laddhāna</b> thale ṭhito yo,
n'āyūhatī pāragato hi so'va.",UD50,cūḷapanthakasuttaṃ,"ṭhitena kāyena ṭhitena cetasā, tiṭṭhaṃ nisinno uda vā sayāno,
etaṃ satiṃ bhikkhu adhiṭṭhahāno, labhetha pubbāpariyaṃ visesaṃ,
<b>laddhāna</b> pubbāpariyaṃ visesaṃ, adassanaṃ maccurājassa gacche'ti."
labhate,pr,one oneself gets; one oneself obtains,TH251,raṭṭhapālattheragāthā,"na dīgham'āyuṃ <b>labhate</b> dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ.",DHP132,daṇḍavaggo,"sukhakāmāni bhūtāni,
yo daṇḍena na hiṃsati,
attano sukham'esāno,
pecca so <b>labhate</b> sukhaṃ.",DHP131,daṇḍavaggo,"sukhakāmāni bhūtāni,
yo daṇḍena vihiṃsati,
attano sukham'esāno,
pecca so na <b>labhate</b> sukhaṃ.",,,
labhetha,opt,one oneself would get; one oneself would acquire; one oneself should obtain,MN39,mahāassapurasuttaṃ,"so tatonidānaṃ <b>labhetha</b> pāmojjaṃ, adhigaccheyya somanassaṃ.",UD50,cūḷapanthakasuttaṃ,"ṭhitena kāyena ṭhitena cetasā,
tiṭṭhaṃ nisinno uda vā sayāno,
etaṃ satiṃ bhikkhu adhiṭṭhahāno,
<b>labhetha</b> pubb'āpariyaṃ visesaṃ,
laddhāna pubb'āpariyaṃ visesaṃ,
adassanaṃ maccurājassa gacche'ti.",DHP329,nāgavaggo,"no ce <b>labhetha</b> nipakaṃ sahāyaṃ, saddhiṃcaraṃ sādhuvihāridhīraṃ,
rājā'va raṭṭhaṃ vijitaṃ pahāya, eko care mātaṅg'araññ'eva nāgo.",,,
saka 2,nt,"one's own (property, possessions, etc.)",AN5.57,abhiṇhapaccavekkhitabbaṭhānasuttaṃ,kamma<b>ssako</b>'mhi kammadāy'ādo kammayoni kammabandhu kammapaṭisaraṇo. yaṃ kammaṃ karissāmi kalyāṇaṃ vā pāpakaṃ vā tassa dāy'ādo bhavissāmi.,SN3.20,dutiyāputtakasuttaṃ,"tañ'hi tassa <b>sakaṃ</b> hoti,
tañ'ca ādāya gacchati,
tañ'c'assa anugaṃ hoti,
chāyā'va anapāyinī.",SN3.4,piyasuttaṃ,"antaken'ādhipannassa,
jahato mānusaṃ bhavaṃ,
kiñ'hi tassa <b>sakaṃ</b> hoti,
kiñ'ca ādāya gacchati,
kiñ'c'assa anugaṃ hoti,
chāyā'va anapāyinī.",VIN PAT NP 10,rāja sikkhāpada,"yaṃ kho tumhe, āyasmanto, bhikkhuṃ uddissa cīvaracetāpannaṃ pahiṇittha na taṃ tassa bhikkhuno kiñci atthaṃ anubhoti, yuñjant'āyasmanto <b>sakaṃ</b>, mā vo <b>sakaṃ</b> vinassā'ti."
sakya 2,adj,of the Sakyan family,SNP13,"ratanasuttaṃ
cūḷavaggo 1","khayaṃ virāgaṃ amataṃ paṇītaṃ,
yadajjhagā <b>sakya</b>munī samāhito,
na tena dhammena sam'atthi kiñci,
idam'pi dhamme ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",VIN1.1.1,"paṭhamapārājikaṃ, santhatabhāṇavāro","antamaso tiracchānagatāya'pī'ti tiracchānagat'itthiyā'pi methunaṃ dhammaṃ paṭisevitvā assamaṇo hoti a<b>sakya</b>puttiyo, pag'eva manuss'itthiyā.",,,,,,
