pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
ākaṅkhati,pr,wishes (for); wants; desires; aspires (for),SNP32,sabhiyasuttaṃ,"yo kho, sabhiya, aññatitthiyapubbo imasmiṃ dhammavinaye <b>ākaṅkhati</b> pabbajjaṃ, <b>ākaṅkhati</b> upasampadaṃ, so cattāro māse parivasati.",SN2.2,dutiyakassapasuttaṃ,"bhikkhu siyā jhāyī vimuttacitto,
<b>ākaṅkhe</b> ce hadayass'ānupattiṃ,
lokassa ñatvā udayabbayañ'ca,
sucetaso anissito tadānisaṃso'ti.",AN5.23,upakkilesasuttaṃ,"so sace <b>ākaṅkhati</b>, dibbena cakkhunā visuddhena atikkantamānusakena satte passeyyaṃ cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe, sugate duggate yathākamm'ūpage satte pajāneyyaṃ",MN152,indriyabhāvanāsuttaṃ,"sace <b>ākaṅkhati</b>, paṭikūlañ'ca appaṭikūlañ'ca tadubhayaṃ abhinivajjetvā upekkhako vihareyyaṃ sato sampajāno'ti"
ākaṅkhamāna,prp,wishing (for); desiring (for); seeking (for),SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","bahū devā manussā ca,
maṅgalāni acintayuṃ,
<b>ākaṅkhamānā</b> sotthānaṃ,
brūhi maṅgalam'uttamaṃ.",SN1.32,maccharisuttaṃ,"maccherā ca pamādā ca,
evaṃ dānaṃ na dīyati,
puññaṃ <b>ākaṅkhamānena</b>,
deyyaṃ hoti vijānatā'ti.",SN12.41,pañcaverabhayasuttaṃ,so <b>ākaṅkhamāno</b> attanā'va attānaṃ byākareyya khīṇanirayo'mhi khīṇatiracchānayoni khīṇapettivisayo khīṇ'āpāyaduggativinipāto sot'āpanno'ham'asmi avinipātadhammo niyato sambodhiparāyaṇo'ti,,,
āturakāya,adj,sick in body; physically unhealthy,SN22.1,nakulapitusuttaṃ,"tasmā't'iha te, gahapati, evaṃ sikkhitabbaṃ, <b>āturakāyassa</b> me sato cittaṃ anāturaṃ bhavissatī'ti. evañ'hi te, gahapati, sikkhitabban'ti.",SN22.1,nakulapitusuttaṃ,"aham'asmi, bhante, jiṇṇo vuḍḍho mahallako addhagato vayoanuppatto <b>āturakāyo</b> abhikkhaṇ'ātaṅko.",,,,,,
ādiyamāna,prp,taking; grabbing; stealing,AN3.101,loṇakapallasuttaṃ,seyyathā'pi bhikkhave orabbhiko vā urabbhaghātako vā app'ekaccaṃ urabbhaṃ adinnaṃ <b>ādiyamānaṃ</b> pahoti hantuṃ vā bandhituṃ vā jāpetuṃ vā yathāpaccayaṃ vā kātuṃ,VIN PAT PA 2,adinnādānasikkhāpadaṃ,tathārūpaṃ bhikkhu adinnaṃ <b>ādiyamāno</b> ayam'pi pārājiko hoti asaṃvāso.,,,,,,
ādeti 1,pr,takes; grasps; gets; acquires,SNP7,"vasalasuttaṃ
uragavaggo","yo ve kiñcikkhakamyatā, panthasmiṃ vajantaṃ janaṃ.
hantvā kiñcikkham'<b>ādeti</b>, taṃ jaññā vasalo iti.",SN1.6,jāgarasuttaṃ,"kati jāgarataṃ suttā,
kati suttesu jāgarā,
katibhi rajam'<b>ādeti</b>,
katibhi parisujjhatī'ti.",,,,,,
āpajjanta 1,prp,arousing; exhibiting; producing; bringing into being,SN46.3,sīlasutta,tassa taṃ dhammaṃ paññāya pavicinato pavicayato parivīmaṃsaṃ <b>āpajjato</b> āraddhaṃ hoti vīriyaṃ asallīnaṃ.,MN20,vitakkasaṇṭhānasuttaṃ,tassa tesaṃ vitakkānaṃ asatiamanasikāraṃ <b>āpajjato</b> ye pāpakā akusalā vitakkā chand'ūpasaṃhitā'pi dos'ūpasaṃhitā'pi moh'ūpasaṃhitā'pi te pahīyanti te abbhatthaṃ gacchanti.,,,,,,
ārogya 1,nt,health; wellness; freedom from disease,MN39,mahāassapurasuttaṃ,"seyyathā'pi, bhikkhave, āṇaṇyaṃ yathā <b>ārogyaṃ</b> yathā bandhanāmokkhaṃ yathā bhujissaṃ yathā khem'antabhūmiṃ",MN75,māgaṇḍiyasuttaṃ,"evam'eva kho, māgaṇḍiya, aññatitthiyā paribbājakā andhā acakkhukā ajānantā <b>ārogyaṃ</b>, apassantā nibbānaṃ, atha ca pan'imaṃ gāthaṃ bhāsanti",DHP204,sukhavaggo,"<b>ārogya</b>paramā lābhā,
santuṭṭhiparamaṃ dhanaṃ,
vissāsaparamā ñāti,
nibbānaṃ paramaṃ sukhaṃ.",VIN1.2.1,sukkavissaṭṭhisikkhāpadaṃ,"<b>ārogy</b>'atthāya moceti, sukh'atthāya moceti, bhesajj'atthāya moceti, dān'atthāya moceti, puññ'atthāya moceti, yaññ'atthāya moceti, sagg'atthāya moceti, bīj'atthāya moceti, vīmaṃs'atthāya moceti, dav'atthāya moceti"
āha,perf,said,AN3.28,gūthabhāṇīsuttaṃ,"eh'ambho purisa, yaṃ jānāsi taṃ vadehī'ti. so ajānaṃ vā <b>āha</b>, jānāmī'ti, jānaṃ vā <b>āha</b>, na jānāmī'ti, apassaṃ vā <b>āha</b>, passāmī'ti, passaṃ vā <b>āha</b>, na passāmī'ti.",SNP42,"suddhaṭṭhakasuttaṃ
aṭṭhakavaggo 4","na brāhmaṇo aññato suddhim'<b>āha</b>,
diṭṭhe sute sīlavate mute vā,
puññe ca pāpe ca anūpalitto,
attañjaho na'y'idha pakubbamāno.",MN65,bhaddālisuttaṃ,"na sammā vattati, na lomaṃ pāteti, na netthāraṃ vattati, yena saṅgho attamano hoti taṃ karomī'ti na-<b>āha</b>.",,,
āhāra 1,masc,food (for); fuel (for); sustenance (for); nutriment (for); (comm) condition,MN107,gaṇakamoggallānasuttaṃ,ehi tvaṃ bhikkhu bhojane mattaññū hohi. paṭisaṅkhā yoniso <b>āhāraṃ</b> āhāreyyāsi,SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","kāyagutto vacīgutto,
<b>āhāre</b> udare yato,
saccaṃ karomi niddānaṃ,
soraccaṃ me pamocanaṃ.",MN9,sammādiṭṭhisuttaṃ,"yato kho, āvuso, ariyasāvako <b>āhārañ</b>'ca pajānāti",AN10.61,avijjāsuttaṃ,"avijjam'p'āhaṃ, bhikkhave, sāhāraṃ vadāmi, no anāhāraṃ. ko c'<b>āhāro</b> avijjāya? pañca nīvaraṇā'ti'ssa vacanīyaṃ."
itara 2,pron,rest of,DHP85,paṇḍitavaggo,"appakā te manussesu,
ye janā pāragāmino,
ath'āyaṃ <b>itarā</b> pajā,
tīram'ev'ānudhāvati.",,,,,,,,,
ito 2,ind,(of place) from here; away from,MN51,kandarakasuttaṃ,<b>ito</b> sutvā na amutra akkhātā imesaṃ bhedāya amutra vā sutvā na imesaṃ akkhātā amūsaṃ bhedāya,KHP7,tirokuṭṭasuttaṃ,"yathā vārivahā pūrā paripūrenti sāgaraṃ, evam'eva <b>ito</b> dinnaṃ petānaṃ upakappati.",SNP67,"bhadrāvudha māṇava pucchā
pārāyanavaggo 12","okañ'jahaṃ taṇhacchidaṃ anejaṃ,
nandiñ'jahaṃ oghatiṇṇaṃ vimuttaṃ,
kappañ'jahaṃ abhiyāce sumedhaṃ,
sutvāna nāgassa apanamissanti <b>ito</b>.",,,
idaṃ 1,pron,this; this thing,SN12.61,assutavāsuttaṃ,"imasmiṃ sati <b>idaṃ</b> hoti, imass'uppādā idaṃ uppajjati. imasmiṃ asati idaṃ na hoti, imassa nirodhā idaṃ nirujjhati",MN39,mahāassapurasuttaṃ,"so <b>idaṃ</b> dukkhan'ti yathābhūtaṃ pajānāti, ayaṃ dukkhasamudayo'ti yathābhūtaṃ pajānāti, ayaṃ dukkhanirodho'ti yathābhūtaṃ pajānāti",DHP34,cittavaggo,"vārijo'va thale khitto,
okam'okata'ubbhato,
pariphandat'<b>idaṃ</b> cittaṃ,
māradheyyaṃ pahātave.",SNP44,"jarāsuttaṃ
aṭṭhakavaggo 6","diṭṭhā'pi sutā'pi te janā,
yesaṃ nāmam'<b>idaṃ</b> pavuccati,
nāmaṃ yev'āvasissati,
akkheyyaṃ petassa jantuno."
imasmiṃ 2,pron,when this,SN22.59,anattalakkhaṇasuttaṃ,idam'avoca bhagavā. attamanā pañca-vaggiyā bhikkhū bhagavato bhāsitaṃ abhinanduṃ. <b>imasmiñ</b>'ca pana veyyākaraṇasmiṃ bhaññamāne pañca-vaggiyānaṃ bhikkhūnaṃ anupādāya āsavehi cittāni vimucciṃsū'ti.,SN12.61,assutavāsuttaṃ,"<b>imasmiṃ</b> sati idaṃ hoti, imass'uppādā idaṃ uppajjati, <b>imasmiṃ</b> asati idaṃ na hoti, imassa nirodhā idaṃ nirujjhati",,,,,,
imassuppādā,sandhi,from the arising of this; when this arises,SN12.21,assutavāsuttaṃ,"imasmiṃ sati idaṃ hoti, <b>imass'uppādā</b> idaṃ uppajjati. imasmiṃ asati idaṃ na hoti, imassa nirodhā idaṃ nirujjhati",,,,,,,,,
imaṃ,pron,this; this person; this thing,SN55.7,veḷudvāreyyasuttaṃ,so <b>imaṃ</b> lokaṃ sadevakaṃ samārakaṃ sabrahmakaṃ sassamaṇabrāhmaṇiṃ pajaṃ sadevamanussaṃ sayaṃ abhiññā sacchikatvā pavedeti.,SNP37,"nālakasuttaṃ
mahāvaggo 11","hitvā icchañ'ca lobhañ'ca,
yattha satto puthujjano,
cakkhumā paṭipajjeyya,
tareyya narakaṃ <b>imaṃ</b>.",SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","atha kassa c'āhaṃ, bho gotama, <b>imaṃ</b> pāyasaṃ dammī'ti?",MN75,māgaṇḍiyasuttaṃ,"evam'eva kho, māgaṇḍiya, aññatitthiyā paribbājakā andhā acakkhukā ajānantā ārogyaṃ, apassantā nibbānaṃ, atha ca pana-<b>imaṃ</b> gāthaṃ bhāsanti"
imesaṃ 1,pron,for them; for those,MN51,kandarakasuttaṃ,"pisuṇaṃ vācaṃ pahāya pisuṇāya vācāya paṭivirato hoti, ito sutvā na amutra akkhātā imesaṃ bhedāya, amutra vā sutvā na <b>imesaṃ</b> akkhātā amūsaṃ bhedāya",SN35.240,kummopamasuttaṃ,"evam'eva kho, bhikkhave, tumhe'pi māro pāpimā satataṃ samitaṃ paccupaṭṭhito, app'eva nām'āhaṃ <b>imesaṃ</b> cakkhuto vā otāraṃ labheyyaṃ",MN107,gaṇakamoggallānasuttaṃ,"<b>imesam</b>'pi hi, bho gotama, brāhmaṇānaṃ dissati anupubbasikkhā anupubbakiriyā anupubbapaṭipadā yadidaṃ, ajjhene.",,,
imehi 2,pron,from these,MN40,cūḷāssapurasuttaṃ,"so sabbehi <b>imehi</b> pāpakehi akusalehi dhammehi visuddham'attānaṃ samanupassati, vimuttam'attānaṃ samanupassati.",,,,,,,,,
uttama 1,adj,best; highest; ultimate; supreme; top,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","bahū devā manussā ca, maṅgalāni acintayuṃ.
ākaṅkhamānā sotthānaṃ, brūhi maṅgalam'<b>uttamaṃ</b>",TH257,pārāpariyattheragāthā,"aññathā lokanāthamhi, tiṭṭhante puris'<b>uttame</b>.
iriyaṃ āsi bhikkhūnaṃ, aññathā dāni dissati.",DHP103,sahassavaggo,"yo sahassaṃ sahassena,
saṅgāme mānuse jine,
ekañ'ca jeyya'm'attānaṃ,
sa ve saṅgāmaji-<b>uttamo</b>,
attā have jitaṃ seyyo,
yā c'āyaṃ itarā pajā.",VIN1.2.4,attakāmapāricariyasikkhāpadaṃ,etadaggan'ti etaṃ aggaṃ etaṃ seṭṭhaṃ etaṃ mokkhaṃ etaṃ <b>uttamaṃ</b> etaṃ pavaraṃ.
uddharati 2,pr,removes; takes away; packs up,VIN PAT PC 14,paṭhamasenāsanasikkhāpadaṃ,"yo pana bhikkhu saṅghikaṃ mañcaṃ vā pīṭhaṃ vā bhisiṃ vā kocchaṃ vā ajjhokāse santharitvā vā santharāpetvā vā taṃ pakkamanto n'eva <b>uddhareyya</b>, na uddharāpeyya, anāpucchaṃ vā gaccheyya, pācittiyaṃ.",,,,,,,,,
uddharāpeti,pr,causes to remove; makes take away; causes to pack up,VIN PAT PC 14,paṭhamasenāsanasikkhāpadaṃ,"yo pana bhikkhu saṅghikaṃ mañcaṃ vā pīṭhaṃ vā bhisiṃ vā kocchaṃ vā ajjhokāse santharitvā vā santharāpetvā vā taṃ pakkamanto n'eva uddhareyya, na <b>uddharāpeyya</b>, anāpucchaṃ vā gaccheyya, pācittiyaṃ.",,,,,,,,,
upaghātī,adj,who injures; who harms,DHP184,buddhavaggo,"khantī paramaṃ tapo titikkhā,
nibbānaṃ paramaṃ vadanti buddhā,
na hi pabbajito para-<b>upaghātī</b>,
samaṇo hoti paraṃ viheṭhayanto.",,,,,,,,,
upapajjamāna,prp,being reborn; re-arising,AN6.63,nibbedhikasuttaṃ,"tividh'āhaṃ kammānaṃ vipākaṃ vadāmi, diṭṭh'eva dhamme, <b>upapajjaṃ</b> vā, apare vā pariyāye. ayaṃ vuccati kammānaṃ vipāko.",AN5.23,upakkilesasuttaṃ,"so sace ākaṅkhati, dibbena cakkhunā visuddhena atikkantamānusakena satte passeyyaṃ cavamāne <b>upapajjamāne</b> hīne paṇīte suvaṇṇe dubbaṇṇe, sugate duggate yathākamm'ūpage satte pajāneyyaṃ",,,,,,
upavadati 1,pr,blames; criticizes; finds fault (with),SNP8,mettasuttaṃ,"na ca khuddam'ācare kiñci,
yena viññū pare <b>upavadeyyuṃ</b>,
sukhino'va khemino hontu,
sabbe sattā bhavantu sukhit'attā.",AN10.48,pabbajitābhiṇhasuttaṃ,"kacci nu kho maṃ anuvicca viññū sabrahmacārī sīlato na <b>upavadantī</b>'ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.",SN35.240,kummopamasuttaṃ,"kummo aṅgāni sake kapāle,
samodahaṃ bhikkhu manovitakke,
anissito aññam'aheṭhayāno,
parinibbuto na-<b>upavadeyya</b> kañcī'ti.",,,
upādiyati,pr,grasps; holds (onto); clings (to); takes possession (of),SN35.87,channasuttaṃ,"na kho pan'āhaṃ, sāriputta, ettāvatā saupavajjo'ti vadāmi. yo kho, sāriputta, tañ'ca kāyaṃ nikkhipati, aññañ'ca kāyaṃ <b>upādiyati</b>, tam'ahaṃ saupavajjo'ti vadāmi.",SN35.234,udāyīsuttaṃ,"so evaṃ asamanupassanto na kiñci loke <b>upādiyati</b>, anupādiyaṃ na paritassati, aparitassaṃ paccattaññ'eva parinibbāyati.",MN10,mahāsatipaṭṭhānasuttaṃ,"yāva'd'eva ñāṇamattāya paṭissatimattāya anissito ca viharati, na ca kiñci loke <b>upādiyati</b>.",,,
ekuddesa,adj,(vinaya) following one Pātimokkha,AN5.54,samayasuttaṃ,"puna caparaṃ, bhikkhave, saṅgho samaggo sammodamāno avivadamāno <b>ek'uddeso</b> phāsu viharati. saṅghe kho pana, bhikkhave, samagge na c'eva aññam'aññaṃ akkosā honti",VIN PAT SA 10,saṅghabhedasikkhāpadaṃ,"samet'āyasmā saṅghena, samaggo hi saṅgho sammodamāno avivadamāno <b>ek'uddeso</b> phāsu viharatī'ti",,,,,,
etasmā 1,pron,from this,SN22.85,yamakasuttaṃ,yato kho te bhikkhū n'āsakkhiṃsu āyasmantaṃ yamakaṃ <b>etasmā</b> pāpakā diṭṭhigatā vivecetuṃ,MN22,alagaddūpamasuttaṃ,atha kho te'pi bhikkhū ariṭṭhaṃ bhikkhuṃ gaddhabādhipubbaṃ <b>etasmā</b> pāpakā diṭṭhigatā vivecetu'kāmā samanuyuñjanti samanugāhanti samanubhāsanti,,,,,,
etasmiṃ,pron,in this; in this person,AN8.45,bojjhasuttaṃ,"<b>etasmiṃ</b> yaṃ vijjati antare dhanaṃ,
muttā maṇi veḷuriyañ'ca bhaddakaṃ,
siṅgīsuvaṇṇaṃ atha vā'pi kañcanaṃ,
yaṃ jātarūpaṃ haṭakan'ti vuccati.",VIN PAT PC 71,sahadhammikasikkhāpadaṃ,"yo pana bhikkhu bhikkhūhi sahadhammikaṃ vuccamāno evaṃ vadeyya, na tāv'āhaṃ, āvuso, <b>etasmiṃ</b> sikkhāpade sikkhissāmi, yāva na aññaṃ bhikkhuṃ byattaṃ vinayadharaṃ paripucchāmī'ti, pācittiyaṃ.",,,,,,
etāni 1,pron,these,MN19,dvedhāvitakkasuttaṃ,"<b>etāni</b>, bhikkhave, rukkhamūlāni, <b>etāni</b> suññ'āgārāni, jhāyatha, bhikkhave, mā pamād'attha, mā pacchā vippaṭisārino ahuvattha, ayaṃ vo amhākaṃ anusāsanī'ti.",SNP13,"ratanasuttaṃ
cūḷavaggo 1","ye puggalā aṭṭha sataṃ pasatthā,
cattāri <b>etāni</b> yugāni honti,
te dakkhiṇeyyā sugatassa sāvakā,
etesu dinnāni mahapphalāni,
idam'pi saṅghe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",SN56.31,sīsapāvanasuttaṃ,"appamattakāni, bhante, bhagavatā parittāni sīsapāpaṇṇāni pāṇinā gahitāni, atha kho <b>etān</b>'eva bahutarāni yadidaṃ upari sīsapāvane'ti.",,,
ete 2,pron,these; these people; these things (object),SN22.79,khajjanīyasuttaṃ,ye hi keci samaṇā vā brāhmaṇā vā anekavihitaṃ pubbenivāsaṃ anussaramānā anussaranti sabb'<b>ete</b> pañc'upādānakkhandhe anussaranti etesaṃ vā aññataraṃ.,,,,,,,,,
etesaṃ 2,pron,of them; of these,AN5.165,pañhapucchāsuttaṃ,"āyasmā sāriputto etadavoca, yo hi koci, āvuso, paraṃ pañhaṃ pucchati, sabbo so pañcahi ṭhānehi, <b>etesaṃ</b> vā aññatarena",SN20.7,āṇisuttaṃ,"evam'<b>etesaṃ</b>, bhikkhave, suttantānaṃ tathāgatabhāsitānaṃ gambhīrānaṃ gambhīr'atthānaṃ lok'uttarānaṃ suññatappaṭisaṃyuttānaṃ antaradhānaṃ bhavissati.",SN22.79,khajjanīyasuttaṃ,ye hi keci samaṇā vā brāhmaṇā vā anekavihitaṃ pubbenivāsaṃ anussaramānā anussaranti sabb'ete pañc'upādānakkhandhe anussaranti <b>etesaṃ</b> vā aññataraṃ.,,,
evarūpī,adj,of such kind; of such quality,MN107,gaṇakamoggallānasuttaṃ,ye kho te bhikkhū sekkhā apattamānasā anuttaraṃ yogakkhemaṃ patthayamānā viharanti tesu me ayaṃ <b>evarūpī</b> anusāsanī hoti.,SN22.3,hāliddikānisuttaṃ,"kathañ'ca, gahapati, kathaṃ viggayha janena kattā hoti? idha, gahapati, ekacco <b>evarūpiṃ</b> kathaṃ kattā hoti, na tvaṃ imaṃ dhammavinayaṃ ājānāsi, ahaṃ imaṃ dhammavinayaṃ ājānāmi",,,,,,
ovadati,pr,advises; instructs; admonishes,SNP23,"rāhulasuttaṃ
cūḷavaggo 11",itthaṃ sudaṃ bhagavā āyasmantaṃ rāhulaṃ imāhi gāthāhi abhiṇhaṃ <b>ovadatī</b>'ti,VIN PAT PC 22,atthaṅgatasikkhāpadaṃ,"sammato'pi ce bhikkhu atthaṅ'gate sūriye bhikkhuniyo <b>ovadeyya</b>, pācittiyaṃ.",,,,,,
kati,pron,how many?,AN10.81,vāhanasuttaṃ,"<b>katihi</b> nu kho, bhante, dhammehi tathāgato nissaṭo visaṃyutto vippamutto vimariyādīkatena cetasā viharatī'ti?",SN1.6,jāgarasuttaṃ,"<b>kati</b> jāgarataṃ suttā,
<b>kati</b> suttesu jāgarā,
<b>katīhi</b> rajaṃ ādeti,
<b>katīhi</b> parisujjhatī'ti.",,,,,,
katīhi,pron,by how many?,SN1.6,jāgarasuttaṃ,"kati jāgarataṃ suttā, kati suttesu jāgarā.
<b>katīhi</b> rajam'ādeti, <b>katīhi</b> parisujjhatī'ti.",,,,,,,,,
kāmacchanda,masc,interest in sensual pleasure; sensual desire (for); sensual impulse (for),TH259,sāriputtattheragāthā,"<b>kāmacchando</b> ca byāpādo,
thinamiddhañ'ca bhikkhuno,
uddhaccaṃ vicikicchā ca,
pañc'ete cittakelisā.",DN22.10,mahāsatipaṭṭhānasuttaṃ,"idha, bhikkhave, bhikkhu santaṃ vā ajjhattaṃ <b>kāmacchandaṃ</b>, atthi me ajjhattaṃ <b>kāmacchando</b>'ti pajānāti, asantaṃ vā ajjhattaṃ <b>kāmacchandaṃ</b>, n'atthi me ajjhattaṃ <b>kāmacchando</b>'ti pajānāti",MN36,mahāsaccakasuttaṃ,"evam'eva kho, ye hi keci samaṇā vā brāhmaṇā vā kāyena c'eva cittena ca kāmehi avūpakaṭṭhā viharanti, yo ca n'esaṃ kāmesu <b>kāmacchando</b> kāmasneho kāmamucchā kāmapipāsā kāmapariḷāho",,,
kāmāsava,masc,effluent of sensual pleasure; oozing sensual desire,MN39,mahāassapurasuttaṃ,tassa evaṃ jānato evaṃ passato <b>kām'āsavā</b>'pi cittaṃ vimuccati bhav'āsavā'pi cittaṃ vimuccati avijj'āsavā'pi cittaṃ vimuccati,AN6.63,nibbedhikasuttaṃ,"tayo'me, bhikkhave, āsavā, <b>kām'āsavo</b>, bhav'āsavo, avijj'āsavo.",MN2.2,sabbāsavasuttaṃ,"yassa dhamme manasikaroto anuppanno vā <b>kām'āsavo</b> na uppajjati, uppanno vā kāmāsavo pahīyati",,,
khudda,adj,small; minute; tiny,SNP8,mettasuttaṃ,"na ca <b>khuddam</b>'ācare kiñci,
yena viññū pare upavadeyyuṃ,
sukhino'va khemino hontu,
sabbe sattā bhavantu sukhit'attā.",AN3.89,tatiyasikkhāsuttaṃ,"idha, bhikkhave, bhikkhu sīlesu paripūrakārī hoti samādhismiṃ paripūrakārī paññāya paripūrakārī. so yāni tāni <b>khudda</b>-anukhuddakāni sikkhāpadāni tāni āpajjati'pi vuṭṭhāti'pi.",VIN PAT PC 72,vilekhana sikkhāpada,"kiṃ pan'imehi <b>khudd'</b>ānukhuddakehi sikkhāpadehi uddiṭṭhehi, yāva'd'eva kukkuccāya vihesāya vilekhāya saṃvattantī'ti",,,
gacchanta,prp,going; walking; travelling,MN91,brahmāyusuttaṃ,"addasāma kho mayaṃ, bho, taṃ bhavantaṃ gotamaṃ <b>gacchantaṃ</b>, addasāma ṭhitaṃ, addasāma antaragharaṃ pavisantaṃ, addasāma antaraghare nisinnaṃ tuṇhībhūtaṃ",AN8.13,assājānīyasuttaṃ,"<b>gacchanto</b> kho pana ujumaggen'eva gacchati, tatr'āyaṃ ujumaggo, seyyath'idaṃ, sammādiṭṭhi sammāsaṅkappo sammāvācā sammākamm'anto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi.",VIN PAT SE 71,pacchatogacchantī sikkhāpada,na pacchato <b>gacchanto</b> purato <b>gacchantassa</b> agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā.,MN10.4,mahāsatipaṭṭhānasuttaṃ,"puna caparaṃ bhikkhu <b>gacchanto</b> vā gacchāmī'ti pajānāti, ṭhito vā ṭhito'mhī'ti pajānāti, nisinno vā nisinno'mhī'ti pajānāti,"
gaccheyya,opt,could go; would move; would walk,AN5.23,upakkilesasuttaṃ,"pathaviyā'pi ummujjanimujjaṃ kareyyaṃ, seyyathā'pi udake, udake'pi abhijjamāno <b>gaccheyyaṃ</b>, seyyathā'pi pathaviyaṃ, ākāse'pi pallaṅkena kameyyaṃ, seyyathā'pi pakkhī sakuṇo",MN20,vitakkasaṇṭhānasuttaṃ,"seyyathā'pi, bhikkhave, puriso sīghaṃ <b>gaccheyya</b>. tassa evam'assa, kiṃ nu kho ahaṃ sīghaṃ gacchāmi? yaṃnūn'āhaṃ saṇikaṃ <b>gaccheyyan</b>'ti. so saṇikaṃ <b>gaccheyya</b>.",VIN PAT PC 14,paṭhamasenāsana sikkhāpada,"yo pana bhikkhu saṅghikaṃ mañcaṃ vā pīṭhaṃ vā bhisiṃ vā kocchaṃ vā ajjhokāse santharitvā vā santharāpetvā vā taṃ pakkamanto n'eva uddhareyya na uddharāpeyya anāpucchā vā <b>gaccheyya</b>, pācittiyaṃ.",MN107,gaṇakamoggallānasuttaṃ,so tayā evaṃ ovadīyamāno evaṃ anusāsīyamāno ummaggaṃ gahetvā pacchāmukho <b>gaccheyya</b>.
gavesanta,prp,seeking; searching (for); looking (for),DHP153,jarāvaggo,"anekajātisaṃsāraṃ,
sandhāvissaṃ anibbisaṃ,
gahakāraṃ <b>gavesanto</b>,
dukkhā jāti punappunaṃ.",,,,,,,,,
gahakāra,masc,house builder; mason; carpenter,DHP153,jarāvaggo,"anekajātisaṃsāraṃ,
sandhāvissaṃ anibbisaṃ,
<b>gahakāraṃ</b> gavesanto,
dukkhā jāti punappunaṃ.",,,,,,,,,
gaḷanta,prp,flowing; dripping; trickling; oozing,MN50,māratajjanīyasuttaṃ,"atha kho, pāpima, āyasmā vidhuro bhinnena sīsena lohitena <b>gaḷantena</b> kakusandhaṃ'y'eva bhagavantaṃ arahantaṃ sammāsambuddhaṃ piṭṭhito piṭṭhito anubandhi.",MN86,aṅgulimālasuttaṃ,"atha kho āyasmā aṅgulimālo bhinnena sīsena, lohitena <b>gaḷantena</b>, bhinnena pattena, vipphālitāya saṅghāṭiyā yena bhagavā ten'upasaṅkami",,,,,,
caramāna,prp,walking (in); walking about (in); wandering around (in); going around (in),SN12.61,assutavāsuttaṃ,seyyathā'pi bhikkhave makkaṭo araññe pavane <b>caramāno</b> sākhaṃ gaṇhati taṃ muñcitvā aññaṃ gaṇhati taṃ muñcitvā aññaṃ gaṇhati,VIN4.1.41,rāhula vatthu,atha kho bhagavā kapilavatthusmiṃ yath'ābhirantaṃ viharitvā yena sāvatthi tena cārikaṃ pakkāmi. anupubbena cārikaṃ <b>caramāno</b> yena sāvatthi tadavasari.,SN22.95,pheṇapiṇḍūpamasuttaṃ,"seyyathā'pi, bhikkhave, puriso sār'atthiko sāragavesī sārapariyesanaṃ <b>caramāno</b> tiṇhaṃ kuṭhāriṃ ādāya vanaṃ paviseyya.",,,
caraṃ,prp,walking; travelling,SNP8,mettasuttaṃ,"tiṭṭhaṃ <b>caraṃ</b> nisinno vā,
sayāno yāvatāssa vigatamiddho,
etaṃ satiṃ adhiṭṭheyya,
brahmam'etaṃ vihāram'idha'm'āhu.",DHP61,bālavaggo,"<b>carañ</b>'ce n'ādhigaccheyya,
seyyaṃ sadisam'attano,
ekacariyaṃ daḷhaṃ kayirā,
n'atthi bāle sahāyatā.",,,,,,
cavamāna,prp,falling away; dying,AN5.23,upakkilesasuttaṃ,"so sace ākaṅkhati, dibbena cakkhunā visuddhena atikkantamānusakena satte passeyyaṃ <b>cavamāne</b> upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe, sugate duggate yathākamm'ūpage satte pajāneyyaṃ",,,,,,,,,
janā,masc,men; people; population,DHP85,paṇḍitavaggo,"appakā te manussesu,
ye <b>janā</b> pāragāmino,
ath'āyaṃ itarā pajā,
tīram'ev'ānudhāvati.",SNP44,"jarāsuttaṃ
aṭṭhakavaggo 6","diṭṭhā'pi sutā'pi te <b>janā</b>,
yesaṃ nāmam'idaṃ pavuccati,
nāmaṃ yev'āvasissati,
akkheyyaṃ petassa jantuno.",DHP26,appamādavaggo,"pamādam'anuyuñjanti,
bālā dummedhino <b>janā</b>,
appamādañ'ca medhāvī,
dhanaṃ seṭṭhaṃ'va rakkhati.",SN1.47,vanaropasuttaṃ,"papañ'ca udapānañ'ca, ye dadanti upassayaṃ.
tesaṃ divā ca ratto ca, sadā puññaṃ pavaḍḍhati.
dhammaṭṭhā sīlasampannā, te <b>janā</b> saggagāmino'ti."
