pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
ārabhati 1.1,pr,begins; starts; undertakes; arouses oneself (to); makes an effort (to),SN45.8,vibhaṅgasuttaṃ,uppannānaṃ kusalānaṃ dhammānaṃ ṭhitiyā asammosāya bhiyyobhāvāya vepullāya bhāvanāya pāripūriyā chandaṃ janeti vāyamati vīriyaṃ <b>ārabhati</b> cittaṃ paggaṇhāti padahati,SN12.22,dutiyadasabalasuttaṃ,tasmā't'iha bhikkhave vīriyaṃ <b>ārabhati</b> appattassa pattiyā anadhigatassa adhigamāya asacchikatassa sacchikiriyāya.,SN6.14,aruṇavatīsuttaṃ,"<b>ārabbhatha</b> nikkhamatha,
yuñjatha buddhasāsane,
dhunātha maccuno senaṃ,
naḷ'āgāraṃ'va kuñjaro.",,,
āsana 1,nt,seat; chair,PAT PK,dhammayuttikapubbakiccaṃ,"taṇ'ṭhānasammajjanañ'ca, tattha padīp'ujjalanañ'ca, <b>āsana</b>paññapanañ'ca",DN2.32,sāmaññaphalasuttaṃ,"khat'āyaṃ, bhikkhave, rājā. upahat'āyaṃ, bhikkhave, rājā. sac'āyaṃ, bhikkhave, rājā pitaraṃ dhammikaṃ dhammarājānaṃ jīvitā na voropessatha, imasmiññ'eva <b>āsane</b> virajaṃ vītamalaṃ dhammacakkhuṃ uppajjissathā'ti.",SNP52,"tuvaṭakasuttaṃ
aṭṭhakavaggo 14","jhāyī na pādalol'assa,
virame kukkuccā nappamajjeyya,
atha-<b>āsanesu</b> sayanesu,
appasaddesu bhikkhu vihareyya.",SN47.10,bhikkhunupassayasuttaṃ,āyasmā ānando tā bhikkhuniyo dhammiyā kathāya sandassetvā samādapetvā samuttejetvā sampahaṃsetvā uṭṭhāya-<b>āsanā</b> pakkāmi
icchati 1.1,pr,wishes; wants; desires (to),DHP88,paṇḍitavaggo,"tatr'ābhiratim'<b>iccheyya</b>, hitvā kāme akiñcano",SNP8,mettasuttaṃ,"na paro paraṃ nikubbetha, n'ātimaññetha katthaci naṃ kiñci
byārosanā, paṭīghasaññā, n'āññam'aññassa dukkham'<b>iccheyya</b>.",AN8.23,paṭhamahatthakasuttaṃ,"sādhu sādhu, bhikkhu! app'iccho so, bhikkhu, kulaputto. sante'y'eva attani kusaladhamme na <b>icchati</b> parehi ñāyamāne.",SNP39,"kāmasuttaṃ
aṭṭhakavaggo 1","kāmaṃ kāmayamānassa,
tassa ce taṃ samijjhati,
addhā pītimano hoti,
laddhā macco yad<b>icchati</b>."
itthimati,fem,woman's intentions (to); woman's proposal (to),VIN PAT SA 5,sañcarittasikkhāpadaṃ,"yo pana bhikkhu sañcarittaṃ samāpajjeyya itthiyā vā purisamatiṃ purisassa vā <b>itthimatiṃ</b>, jāyattane vā jārattane vā, antamaso taṅ'khaṇikāya'pi, saṅghādiseso.",,,,,,,,,
itthī 1,fem,woman; female,MN51,kandarakasuttaṃ,"<b>itthi</b>kumārikapaṭiggahaṇā paṭivirato hoti, dāsidāsapaṭiggahaṇā paṭivirato hoti",SN3.16,mallikāsuttaṃ,"<b>itthī</b>'pi hi ekacciyā,
seyyā posa janādhipa,
medhāvinī sīlavatī,
sassudevā patibbatā.",SN22.83,ānandasuttaṃ,"seyyathā'pi, āvuso ānanda, <b>itthī</b> vā puriso vā daharo yuvā maṇḍanakajātiko ādāse vā parisuddhe pariyodāte acche vā udakapatte sakaṃ mukhanimittaṃ paccavekkhamāno upādāya passeyya, no anupādāya.",VIN PAT SA 5,sañcaritta sikkhāpada,"yo pana bhikkhu sañcarittaṃ samāpajjeyya <b>itthiyā</b> vā purisamatiṃ purisassa vā itthimatiṃ jāyattane vā jārattane vā, antamaso taṅ'khaṇikāya'pi, saṅghādiseso."
isipatana,nt,name of a forest near Bārāṇasī,SN22.59,anattalakkhaṇasuttaṃ,ekaṃ samayaṃ bhagavā bārāṇasiyaṃ viharati <b>isipatane</b> migadāye. tatra kho bhagavā pañcavaggiye bhikkhū āmantesi,SN12.67,naḷakalāpīsuttaṃ,ekaṃ samayaṃ āyasmā ca sāriputto āyasmā ca mahākoṭṭhiko bārāṇasiyaṃ viharanti <b>isipatane</b> migadāye.,,,,,,
ujuṃ,ind,uprightly; erectly,MN118,ānāpānassatisuttaṃ,"bhikkhu … nisīdati pallaṅkaṃ ābhujitvā, <b>ujuṃ</b> kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā",,,,,,,,,
uṭṭhānasaññā,fem,notion of waking up; wake up time,MN107,gaṇakamoggallānasuttaṃ,"rattiyā majjhimaṃ yāmaṃ dakkhiṇena passena sīhaseyyaṃ kappessāma pāde pādaṃ accādhāya, sato sampajāno <b>uṭṭhānasaññaṃ</b> manasi karitvā",,,,,,,,,
uṭṭhāya,ger,rising (from); emerging (from); getting up (from),DHP240,malavaggo,"ayasā'va malaṃ samuṭṭhitaṃ,
tat'<b>uṭṭhāya</b> tam'eva khādati,
evaṃ atidhonacārinaṃ,
sakakammāni nayanti duggatiṃ.",VIN1.0,verañjakaṇḍaṃ,<b>uṭṭhāya-</b>āsanā bhagavantaṃ abhivādetvā,,,,,,
uṭṭhāyāsanā,ger,rising from one's seat,AN7.61,pacalāyamānasuttaṃ,"no ce te evaṃ viharato taṃ middhaṃ pahīyetha tato tvaṃ, moggallāna, <b>uṭṭhāy'āsanā</b> udakena akkhīni anumajjitvā disā anuvilokeyyāsi nakkhattāni tārakarūpāni ullokeyyāsi",SN46.53,aggisuttaṃ,"atha kho te bhikkhū tesaṃ aññatitthiyānaṃ paribbājakānaṃ bhāsitaṃ n'eva abhinandiṃsu nappaṭikkosiṃsu, anabhinanditvā appaṭikkositvā <b>uṭṭhāy'āsanā</b> pakkamiṃsu, bhagavato santike etassa bhāsitassa atthaṃ ājānissāmā'ti.",SN47.10,bhikkhunupassayasuttaṃ,āyasmā ānando tā bhikkhuniyo dhammiyā kathāya sandassetvā samādapetvā samuttejetvā sampahaṃsetvā <b>uṭṭhāy'āsanā</b> pakkāmi,MN18,madhupiṇḍikasuttaṃ,"yaṃ kho no, āvuso, bhagavā saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā <b>uṭṭhāy'āsanā</b> vihāraṃ paviṭṭho"
uttarāsaṅga,masc,upper robe,VIN1.2.6,kuṭikārasikkhāpadaṃ,tena kuṭikārakena bhikkhunā kuṭivatthuṃ sodhetvā saṅghaṃ upasaṅkamitvā ek'aṃsaṃ <b>uttar'āsaṅgaṃ</b> karitvā vuḍḍhānaṃ bhikkhūnaṃ pāde vanditvā ukkuṭikaṃ nisīditvā añjaliṃ paggahetvā evam'assa vacanīyo,SN22.82,puṇṇamasuttaṃ,atha kho aññataro bhikkhu uṭṭhāy'āsanā ek'aṃsaṃ <b>uttar'āsaṅgaṃ</b> karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'avoca,,,,,,
upaṭṭhapetvā 1,abs,having set up; having made sure is present,MN118,ānāpānassatisuttaṃ,"bhikkhu … nisīdati pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ <b>upaṭṭhapetvā</b>",,,,,,,,,
upari 1,ind,above; overhead,VIN PAT PC 18,vehāsakuṭi sikkhāpada,"yo pana bhikkhu saṅghike vihāre <b>upari</b>vehāsakuṭiyā āhaccapādakaṃ mañcaṃ vā pīṭhaṃ vā abhinisīdeyya vā abhinipajjeyya vā, pācittiyaṃ.",SN6.5,aññatarabrahmasuttaṃ,atha kho bhagavā tassa brahmuno <b>upari</b> vehāsaṃ pallaṅkena nisīdi tejodhātuṃ samāpajjitvā,SN56.31,sīsapāvanasuttaṃ,"taṃ kiṃ maññatha, bhikkhave, katamaṃ nu kho bahutaraṃ, yāni vā mayā parittāni sīsapāpaṇṇāni pāṇinā gahitāni yadidaṃ <b>upari</b> sīsapāvane'ti?",,,
uparujjhati,pr,is stopped; is ended; is finished,SNP56,"ajita māṇava pucchā
pārāyanavaggo 1","yam'etaṃ pañhaṃ apucchi,
ajita taṃ vadāmi te,
yattha nāmañ'ca rūpañ'ca,
asesaṃ uparujjhati,
viññāṇassa nirodhena,
etth'etaṃ <b>uparujjhati</b>.",AN6.104,atammayasuttaṃ,"sabbaloke ca atam'mayo bhavissāmi, ahaṅ'kārā ca me <b>uparujjhissanti</b>, mamaṅ'kārā ca me uparujjhissanti",,,,,,
upasampajja 1,ger,reaching; attaining; arriving at,SN45.8,vibhaṅgasuttaṃ,vivicc'eva kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ <b>upasampajja</b> viharati.,,,,,,,,,
uppajjeyya,opt,would become available (for); would accrue (to); could crop up (for),SN55.23,godhasakkasuttaṃ,"idha, bhante, koci'd'eva dhammo samuppādo <b>uppajjeyya</b>, ekato assa bhagavā ekato bhikkhusaṅgho ca.",VIN PAT NP 28,accekacīvara sikkhāpada,"das'āh'ānāgataṃ kattika-temāsika-puṇṇamaṃ, bhikkhuno pan'eva accekacīvaraṃ <b>uppajjeyya</b>",,,,,,
ūna 2,nt,shortage; deficiency; lack; want; need,DN19.11,mahāgovindasuttaṃ,"sace te <b>ūnaṃ</b> kāmehi,
ahaṃ paripūrayāmi te,
yo taṃ hiṃsati vāremi,
bhūmisenāpati ahaṃ.",VIN PAT NP 3,akālacīvarasikkhāpadaṃ,"no c'assa pāripūri, māsaparamaṃ tena bhikkhunā taṃ cīvaraṃ nikkhipitabbaṃ <b>ūnassa</b> pāripūriyā satiyā paccāsāya. tato ce uttari nikkhipeyya satiyā'pi paccāsāya, nissaggiyaṃ pācittiyaṃ.",,,,,,
ekaka 1,adj,alone; solitary,VIN PAT PC 42,uyyojanasikkhāpadaṃ,"gacch'āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti, <b>ekakassa</b> me kathā vā nisajjā vā phāsu hotī'ti etadeva paccayaṃ karitvā anaññaṃ, pācittiyaṃ.",TH155,sambulakaccānattheragāthā,"devo ca vassati devo ca gaḷagaḷāyati,
<b>ekako</b> c'āhaṃ bherave bile viharāmi,
tassa mayhaṃ ekakassa bherave bile viharato,
n'atthi bhayaṃ vā chambhitattaṃ vā lomahaṃso vā.",DNa1.2,brahmajālasuttaṃ,"kikī'va aṇḍaṃ, camarī'va vāladhiṃ. piyaṃ'va puttaṃ, nayanaṃ'va <b>ekakaṃ</b>. tath'eva sīlaṃ, anurakkhamānā.",,,
ekato 1,ind,on one side,VIN2.7.1,parimaṇḍalavaggo,"na ukkhittakāya antaraghare gantabbaṃ. yo anādariyaṃ paṭicca <b>ekato</b> vā ubhato vā ukkhipitvā antaraghare gacchati, āpatti dukkaṭassa.",SN55.23,godhasakkasuttaṃ,"idha, bhante, koci'd'eva dhammo samuppādo uppajjeyya, <b>ekato</b> assa bhagavā <b>ekato</b> bhikkhusaṅgho ca. yen'eva bhagavā ten'ev'āhaṃ assaṃ, evaṃ pasannaṃ maṃ, bhante, bhagavā dhāretu",,,,,,
ekaṃsaṃ,ind,on one shoulder; over one shoulder,SN22.82,puṇṇamasuttaṃ,atha kho aññataro bhikkhu uṭṭhāy'āsanā <b>ek'aṃsaṃ</b> uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'avoca,VIN1.2.6,kuṭikārasikkhāpadaṃ,tena kuṭikārakena bhikkhunā kuṭivatthuṃ sodhetvā saṅghaṃ upasaṅkamitvā <b>ek'aṃsaṃ</b> uttar'āsaṅgaṃ karitvā vuḍḍhānaṃ bhikkhūnaṃ pāde vanditvā ukkuṭikaṃ nisīditvā añjaliṃ paggahetvā evam'assa vacanīyo,,,,,,
etadeva,sandhi,just this; only this; this exact,VIN PAT PC 16,dutiyasenāsanasikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre jānaṃ pubb'upagataṃ bhikkhuṃ anupakhajja seyyaṃ kappeyya yassa sambādho bhavissati, so pakkamissatī'ti <b>etadeva</b> paccayaṃ karitvā anaññaṃ, pācittiyaṃ.",SN20.2,nakhasikhasuttaṃ,"<b>etadeva</b>, bhante, bahutaraṃ yadidaṃ mahāpathavī. appamattakoyaṃ bhagavatā paritto nakhasikhāyaṃ paṃsu āropito.",SN56.31,sīsapāvanasuttaṃ,"evam'eva kho, bhikkhave, <b>etadeva</b> bahutaraṃ yaṃ vo mayā abhiññāya anakkhātaṃ.",,,
etaṃ 1,pron,this; this thing (subject),SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","asevanā ca bālānaṃ, paṇḍitānañ'ca sevanā.
pūjā ca pūjanīyānaṃ, <b>etam</b>'maṅgalam'uttamaṃ.",AN8.53,saṃkhittasuttaṃ,"ek'aṃsena, gotami, dhāreyyāsi, eso dhammo, eso vinayo, <b>etaṃ</b> satthusāsanan'ti",DHP185,buddhavaggo,"anūpavādo anūpaghāto,
pātimokkhe ca saṃvaro,
mattaññutā ca bhattasmiṃ,
pantañ'ca sayan'āsanaṃ,
adhicitte ca āyogo,
<b>etaṃ</b> buddhāna sāsanaṃ.",SN35.247,chappāṇakasuttaṃ,"daḷhe khīle vā thambhe vā'ti kho, bhikkhave, kāyagatāya satiyā <b>etaṃ</b> adhivacanaṃ. tasmā't'iha vo, bhikkhave, evaṃ sikkhitabbaṃ, kāyagatā no sati bhāvitā bhavissati bahulīkatā yānīkatā vatthukatā anuṭṭhitā paricitā susamāraddhā'ti."
etādisa,adj,of this kind; of this type; such as this,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","<b>etādisāni</b> katvāna,
sabbatthamaparājitā,
sabbattha sotthiṃ gacchanti,
tan'tesaṃ maṅgalam'uttaman'ti.",SNP34,"sallasuttaṃ
mahāvaggo 8","yena yena hi maññanti,
tato taṃ hoti aññathā,
<b>etādiso</b> vinābhāvo,
passa lokassa pariyāyaṃ.",,,,,,
ettha 1,ind,here; in this place; in this case; in this regard,AN4.180,mahāpadesasuttaṃ,"na c'eva sutte otaranti na vinaye sandissanti, niṭṭham'<b>ettha</b> gantabbaṃ, addhā, idaṃ na c'eva tassa bhagavato vacanaṃ arahato sammāsambuddhassa, ",MN18,madhupiṇḍikasuttaṃ,<b>ettha</b> ce n'atthi abhinanditabbaṃ abhivaditabbaṃ ajjhositabbaṃ. es'ev'anto rāg'ānusayānaṃ,MN107,gaṇakamoggallānasuttaṃ,"tena hi, brāhmaṇa, taṃ'y'ev'<b>ettha</b> paṭipucchissāmi. yathā te khameyya tathā naṃ byākareyyāsi. taṃ kiṃ maññasi, brāhmaṇa, kusalo tvaṃ rājagahagāmissa maggassā'ti",,,
eso,pron,this; this thing; this person; he; it,AN8.53,saṃkhittasuttaṃ,<b>eso</b> dhammo <b>eso</b> vinayo etaṃ satthusāsanan'ti,SN22.59,anattalakkhaṇasuttaṃ,"yaṃ pan'āniccaṃ dukkhaṃ vipariṇāmadhammaṃ, kallaṃ nu taṃ samanupassituṃ, etaṃ mama, <b>eso</b>-aham'asmi, eso me attā'ti? no h'etaṃ, bhante.",VIN PAT SA 11,bhedānuvattaka sikkhāpada,"dhammavādī c'eso bhikkhu vinayavādī ca-<b>eso</b> bhikkhu amhākañ'ca-<b>eso</b> bhikkhu chandañ'ca ruciñ'ca ādāya voharati, jānāti no bhāsati amhākam'p'etaṃ khamatī'ti",DHP247,malavaggo,"surāmerayapānañ'ca,
yo naro anuyuñjati,
idh'eva'm'<b>eso</b> lokasmiṃ,
mūlaṃ khaṇati attano."
oka 1.1,masc,home; abode,DHP87,paṇḍitavaggo,"kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāvetha paṇḍito,
<b>okā</b> anokam'āgamma, viveke yattha dūramaṃ.",SN22.3,hāliddikānisuttaṃ,"rūpadhātu kho, gahapati, viññāṇassa <b>oko</b>. rūpadhāturāgavinibandhañ'ca pana viññāṇaṃ, <b>oka</b>sārī'ti vuccati.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","<b>okaṃ</b> pahāya aniketasārī,
gāme akubbaṃ muni santhavāni,
kāmehi ritto apurekkharāno,
kathaṃ na viggayha janena kayirā.",DHP91,arahantavaggo,"uyyuñjanti satīmanto, na nikete ramanti te,
haṃsā'va pallalaṃ hitvā, <b>okam</b>'okaṃ jahanti te."
obhāsetvā,abs,having lit up; having illuminated,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4",atha kho aññatarā devatā abhikkantāya rattiyā abhikkantavaṇṇā kevalakappaṃ jetavanaṃ <b>obhāsetvā</b> yena bhagavā ten'upasaṅkami,,,,,,,,,
ovadita,pp,advised; instructed; taught; admonished,MN62,mahārāhulovādasuttaṃ,"atha kho āyasmā rāhulo, ko n'ajja bhagavatā sammukhā ovādena <b>ovadito</b> gāmaṃ piṇḍāya pavisissatī'ti tato paṭinivattitvā aññatarasmiṃ rukkhamūle nisīdi",,,,,,,,,
ovāda 1,masc,advice; instruction; encouragement; exhortation,Thai,,handa mayaṃ buddhapacchima-<b>ovāda</b> pāṭhaṃ bhaṇāmase,MN107,gaṇakamoggallānasuttaṃ,"seyyathā'pi, bho gotama ... ye keci pupphagandhā, vassikaṃ tesaṃ aggam'akkhāyati, evam'eva bhoto gotamassa <b>ovādo</b> param'ajjadhammesu.",AN3.126,gotamakacetiyasuttaṃ,"tassa mayhaṃ, bhikkhave, abhiññāya dhammaṃ desayato no anabhiññāya, sanidānaṃ dhammaṃ desayato no anidānaṃ, sappāṭihāriyaṃ dhammaṃ desayato no appāṭihāriyaṃ, karaṇīyo <b>ovādo</b>, karaṇīyā anusāsanī.",SN35.95,mālukyaputtasuttaṃ,"ettha dāni, māluṅkyaputta, kiṃ dahare bhikkhū vakkhāma yatra hi nāma tvaṃ, bhikkhu, jiṇṇo vuddho mahallako addhagato vayoanuppatto saṃkhittena <b>ovādaṃ</b> yācasī'ti."
ohāretvā,abs,having shaved; having shaved off,MN27,cūḷahatthipadopamasuttaṃ,yaṃnūn'āhaṃ kesamassuṃ <b>ohāretvā</b> kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṃ pabbajeyyan'ti.,,,,,,,,,
kaṇha 1,adj,dark; black,DHP87,paṇḍitavaggo,"<b>kaṇhaṃ</b> dhammaṃ vippahāya, sukkaṃ bhāvetha paṇḍito,
okā anokam'āgamma, viveke yattha dūramaṃ.",SN46.2,"bojjhaṅgasaṃyuttaṃ, kāyasuttaṃ","atthi, bhikkhave, kusal'ākusalā dhammā, sāvajj'ānavajjā dhammā, hīnapaṇītā dhammā, <b>kaṇha</b>sukkasappaṭibhāgā dhammā.",AN6.57,chaḷabhijātisuttaṃ,"pūraṇena, bhante, kassapena chaḷabhijātiyo paññattā, <b>kaṇh</b>'ābhijāti paññattā, nīl'ābhijāti paññattā, lohit'ābhijāti paññattā, halidd'ābhijāti paññattā, sukk'ābhijāti paññattā, paramasukk'ābhijāti paññattā.",,,
katvāna 1,abs,having done,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","etādisāni <b>katvāna</b>,
sabbatthamaparājitā,
sabbattha sotthiṃ gacchanti,
tan'tesaṃ maṅgalam'uttaman'ti.",TH257,pārāpariyattheragāthā,"sabbakārukasippāni, cittiṃ <b>katvāna</b> sikkhare.
avūpasantā ajjhattaṃ, sāmaññ'attho'ti acchati .",,,,,,
karitvā 2,abs,having made,SN35.247,chappāṇakasuttaṃ,"daḷhāya rajjuyā bandhitvā majjhe gaṇṭhiṃ <b>karitvā</b> ossajjeyya. atha kho, te, bhikkhave, chappāṇakā nānāvisayā nānāgocarā sakaṃ sakaṃ gocaravisayaṃ āviñcheyyuṃ",AN4.195,vappasuttaṃ,sakalikaṃ sakalikaṃ katvā vāt'ātape visoseyya. vāt'ātape visosetvā agginā ḍaheyya. agginā ḍahetvā masiṃ kareyya. masiṃ <b>karitvā</b> mahāvāte vā ophuṇeyya nadiyā vā sīghasotāya pavāheyya.,VIN PAT PC 42,paṇītabhojana sikkhāpada,"tassa dāpetvā vā adāpetvā vā uyyojeyya, gacch'āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī'ti. etadeva paccayaṃ <b>karitvā</b> anaññaṃ, pācittiyaṃ.",UD45,uposathasuttaṃ,"atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ <b>karitvā</b> yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etadavoca"
kāsāya 1,adj,organic brown; colour of Buddhist monks' robes,MN51,kandarakasuttaṃ,yan'nūn'āhaṃ kesamassuṃ ohāretvā <b>kāsāyāni</b> vatthāni acchādetvā agārasmā anagāriyaṃ pabbajeyyan”ti.,MN112,chabbisodhanasuttaṃ,yaṃnūn'āhaṃ kesamassuṃ ohāretvā <b>kāsāyāni</b> vatthāni acchādetvā agārasmā anagāriyaṃ pabbajeyyan'ti.,,,,,,
kusala 1,adj,healthy; beneficial; useful; good; wholesome; karmically profitable,MN107,gaṇakamoggallānasuttaṃ,"vicikicchaṃ pahāya tiṇṇavicikiccho viharati akathaṃkathī <b>kusalesu</b> dhammesu, vicikicchāya cittaṃ parisodheti.",SN45.8,vibhaṅgasuttaṃ,uppannānaṃ <b>kusalānaṃ</b> dhammānaṃ ṭhitiyā asammosāya bhiyyobhāvāya vepullāya bhāvanāya pāripūriyā chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati,VIN1.1.4,catutthapārājikaṃ,"anabhijānan'ti asantaṃ abhūtaṃ asaṃvijjamānaṃ ajānanto apassanto attani kusalaṃ dhammaṃ, atthi me <b>kusalo</b> dhammo'ti.",,,
kesamassu,nt,hair and beard,MN27,cūḷahatthipadopamasuttaṃ,yaṃnūn'āhaṃ <b>kesamassuṃ</b> ohāretvā kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṃ pabbajeyyan'ti.,,,,,,,,,
kevalakappa,adj,whole; entire,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4",atha kho aññatarā devatā abhikkantāya rattiyā abhikkantavaṇṇā <b>kevalakappaṃ</b> jetavanaṃ obhāsetvā yena bhagavā ten'upasaṅkami,MN56,upālisuttaṃ,"mañ'hi, bhante, aññatitthiyā sāvakaṃ labhitvā <b>kevalakappaṃ</b> nāḷandaṃ paṭākaṃ parihareyyuṃ, upāli amhākaṃ gahapati sāvakattaṃ upagato'ti.",,,,,,
khipi 1.1,aor,threw; tossed; hurled,JAa7,kaṭṭhahāri jātakavaṇṇanā,"deva, idāni ṭhapetvā saccakiriyaṃ añño mama sakkhi n'atthi, sac'āyaṃ dārako tumhe paṭicca jāto, ākāse tiṭṭhatu, no ce, bhūmiyaṃ patitvā maratū'ti bodhisattassa pāde gahetvā ākāse <b>khipi</b>.",DNa16.4,mahāparinibbāna suttavaṇṇanā,sā pattaṃ gahetvā ākāse <b>khipi</b>. patto ākāse aṭṭhāsi,,,,,,
khīrapaka,adj,suckling; nursing,DHP284,maggavaggo,"yāva hi vanatho na chijjati,
aṇumatto'pi narassa nārisu,
paṭibaddhamano'va tāva so,
vaccho <b>khīrapako</b>'va mātari.",,,,,,,,,
khuddā 1.1,fem,hunger,AN5.207,yāgusuttaṃ,"pañc'ime, bhikkhave, ānisaṃsā yāguyā. katame pañca? <b>khuddaṃ</b> paṭihanati, pipāsaṃ paṭivineti, vātaṃ anulometi, vatthiṃ sodheti, ām'āvasesaṃ pāceti. ime kho, bhikkhave, pañca ānisaṃsā yāguyā'ti.",,,,,,,,,
gaṇhati 1,pr,grabs hold (of); seizes; takes,AN8.14,assakhaḷuṅkasuttaṃ,"puna caparaṃ, bhikkhave, idh'ekacco assakhaḷuṅko, pehī'ti vutto, viddho samāno codito sārathinā ummaggaṃ <b>gaṇhati</b>, ubbaṭumaṃ rathaṃ karoti. evarūpo'pi, bhikkhave, idh'ekacco assakhaḷuṅko hoti. ayaṃ, bhikkhave, catuttho assadoso.",SN12.61,assutavāsuttaṃ,seyyathā'pi bhikkhave makkaṭo araññe pavane caramāno sākhaṃ gaṇhati taṃ muñcitvā aññaṃ <b>gaṇhati</b> taṃ muñcitvā aññaṃ gaṇhati,SN35.246,vīṇopamasuttaṃ,"seyyathā'pi, bhikkhave, kiṭṭhaṃ sampannaṃ kiṭṭh'ārakkho ca appamatto, goṇo ca kiṭṭh'ādo aduṃ kiṭṭhaṃ otareyya. tam'enaṃ kiṭṭh'ārakkho nāsāyaṃ suggahitaṃ <b>gaṇheyya</b>.",APA8,upāli therāpadānaṃ,"yathā balākayonimhi,
na vijjati pumo sadā,
meghesu gajjamānesu,
gabbhaṃ <b>gaṇhanti</b> tā sadā."
gahetvā 1,abs,having taken; having held,SN22.96,gomayapiṇḍasuttaṃ,"atha kho bhagavā parittaṃ gomayapiṇḍaṃ pāṇinā <b>gahetvā</b> taṃ bhikkhuṃ etadavoca. ettako'pi kho, bhikkhu, attabhāvapaṭilābho n'atthi nicco dhuvo sassato avipariṇāmadhammo sassatisamaṃ tath'eva ṭhassati.",MN107,gaṇakamoggallānasuttaṃ,so tayā evaṃ ovadīyamāno evaṃ anusāsīyamāno ummaggaṃ <b>gahetvā</b> pacchāmukho gaccheyya.,UD45,uposathasuttaṃ,atha kho āyasmā mahāmoggallāno taṃ puggalaṃ bāhāyaṃ <b>gahetvā</b> bahidvārakoṭṭhakā nikkhāmetvā sūcighaṭikaṃ datvā yena bhagavā ten'upasaṅkami,SN12.63,puttamaṃsūpamasuttaṃ,tam'enaṃ dve balavanto purisā nānābāhāsu <b>gahetvā</b> taṃ aṅgārakāsuṃ upakaḍḍheyyuṃ. atha kho tassa purisassa ārakā'v'assa cetanā ārakā patthanā ārakā paṇidhi.
ciṇṇamānatta,adj,who has performed penance; who has completed deference,VIN PAT SA,saṅghādisesuddeso,"parivutthaparivāsena bhikkhunā uttari chārattaṃ bhikkhumānattāya paṭipajjitabbaṃ, <b>ciṇṇamānatto</b> bhikkhu yattha siyā vīsatigaṇo bhikkhusaṅgho, tattha so bhikkhu abbhetabbo.",,,,,,,,,
cittaklesa,masc,mental defilement; impurity of mind,,,,,,,,,,,,
cetovimutti 1,fem,mental liberation; emancipation of heart; (comm) samadhi obtained from fruition,SN35.247,chappāṇakopamasuttaṃ,"anupaṭṭhitakāyassati ca viharati parittacetaso, tañ'ca <b>cetovimuttiṃ</b> paññāvimuttiṃ yathābhūtaṃ nappajānāti yatth'assa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti.",MN43,mahāvedallasuttaṃ,"dve kho, āvuso, paccayā animittāya <b>cetovimuttiyā</b> samāpattiyā, sabbanimittānañ'ca amanasikāro, animittāya ca dhātuyā manasikāro.",AN11.15,mettāsuttaṃ,mettāya <b>cetovimuttiyā</b> āsevitāya bhāvitāya bahulīkatāya yānīkatāya vatthukatāya anuṭṭhitāya paricitāya susamāraddhāya ekādas'ānisaṃsā pāṭikaṅkhā.,,,
