pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
bodhi 1,fem,awakening; enlightenment,MN118,ānāpānassatisuttaṃ,cattāro satipaṭṭhānā bhāvitā bahulīkatā satta<b>bojjhi</b>-aṅge paripūrenti,AN7.6,vitthatadhanasuttaṃ,"idha, bhikkhave, ariyasāvako saddho hoti, saddahati tathāgatassa <b>bodhiṃ</b>, iti'pi so bhagavā arahaṃ sammāsambuddho",AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, pubbaratt'āpararattaṃ <b>bodhi</b>pakkhiyānaṃ dhammānaṃ, bhāvan'ānuyogam'anuyuttā viharissāmā'ti.",,,
bodhipakkhiya,adj,related to awakening; leading to enlightenment,Thai,,handa mayaṃ <b>bodhipakkhiya</b>dhammapāṭhaṃ bhaṇāmase,AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, pubbarattāpararattaṃ <b>bodhipakkhiyānaṃ</b> dhammānaṃ, bhāvanānuyogamanuyuttā viharissāmā'ti",,,,,,
bhaginī 1,fem,sister,MN13,mahādukkhakkhandhasuttaṃ,"mātā'pi puttena vivadati, putto'pi mātarā vivadati, pitā'pi puttena vivadati, putto'pi pitarā vivadati, bhātā'pi bhātarā vivadati, bhātā'pi <b>bhaginiyā</b> vivadati, <b>bhaginī</b>'pi bhātarā vivadati, sahāyo'pi sahāyena vivadati.",MN50,māratajjanīyasuttaṃ,"bhūtapubbāhaṃ, pāpima, dūsī nāma māro ahosiṃ, tassa me kāḷī nāma <b>bhaginī</b>. tassā tvaṃ putto. so me tvaṃ bhāgineyyo ahosi. tena kho pana, pāpima, samayena kakusandho bhagavā arahaṃ sammāsambuddho loke uppanno hoti.",VIN PAT SA 4,attakāmapāricariya sikkhāpada,"etadaggaṃ, <b>bhagini</b>, pāricariyānaṃ yā mādisaṃ, sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ, etena dhammena paricareyyā'ti, methun'ūpasaṃhitena, saṅghādiseso.",DN22.15,mahāsatipaṭṭhānasuttaṃ,ye vā pan'assa te honti atthakāmā hitakāmā phāsukakāmā yogakkhemakāmā mātā vā pitā vā bhātā vā <b>bhaginī</b> vā mittā vā amaccā vā ñātisālohitā vā
bhāgineyya,masc,nephew; sister's son,JAa126,asilakkhaṇa jātakavaṇṇanā,"rājā'pi amacce pakkosāpetvā, mayhaṃ <b>bhāgineyyo</b>'pi imassa rajjassa sāmiko'va, dhītaraṃ etass'eva datvā abhisekam'assa karomī'ti.",MN50,māratajjanīyasuttaṃ,"bhūtapubbāhaṃ, pāpima, dūsī nāma māro ahosiṃ, tassa me kāḷī nāma bhaginī. tassā tvaṃ putto. so me tvaṃ <b>bhāgineyyo</b> ahosi. tena kho pana, pāpima, samayena kakusandho bhagavā arahaṃ sammāsambuddho loke uppanno hoti.",,,,,,
bhāvanānuyoga,masc,meditation practice,AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, pubbaratt'āpararattaṃ bodhipakkhiyānaṃ dhammānaṃ, <b>bhāvan'ānuyogam</b>'anuyuttā viharissāmā'ti.",SN22.101,vāsijaṭasuttaṃ,"evam'eva kho, bhikkhave, <b>bhāvan'ānuyogaṃ</b> anuyuttassa bhikkhuno viharato kiñ'cā'pi na evaṃ ñāṇaṃ hoti, ettakaṃ vata me ajja āsavānaṃ khīṇaṃ, ettakaṃ hiyyo, ettakaṃ pare'ti, atha khv'assa khīṇe khīṇan'tv'eva ñāṇaṃ hoti.",,,,,,
bhāvanānuyogamanuyutta,adj,devoted to meditation practice; engaged in mental cultivation,AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, pubbaratt'āpararattaṃ bodhipakkhiyānaṃ dhammānaṃ, <b>bhāvan'ānuyogam'anuyuttā</b> viharissāmā'ti.",MN118,ānāpānassatisuttaṃ,"santi, bhikkhave, bhikkhū imasmiṃ bhikkhusaṅghe catunnaṃ satipaṭṭhānānaṃ <b>bhāvan'ānuyogam'anuyuttā</b> viharanti, evarūpā'pi, bhikkhave, santi bhikkhū imasmiṃ bhikkhusaṅghe.",,,,,,
bhutta 3,nt,eating,TH257,pārāpariyattheragāthā,"tato pāsādikaṃ āsi,
gataṃ <b>bhuttaṃ</b> nisevitaṃ.
siniddhā teladhārā'va,
ahosi iriyāpatho.",,,,,,,,,
mahākassapa,masc,name of an arahant monk; great disciple of the Buddha; foremost disciple in preaching ascetic practices,MN118,ānāpānassatisuttaṃ,āyasmatā ca sāriputtena āyasmatā ca mahāmoggallānena āyasmatā ca <b>mahākassapena</b> āyasmatā ca mahākaccāyanena āyasmatā ca mahākoṭṭhikena āyasmatā ca mahākappinena,MN32,mahāgosiṅgasuttaṃ,"atha kho āyasmā mahāmoggallāno sāy'anhasamayaṃ paṭisallānā vuṭṭhito yen'āyasmā <b>mahākassapo</b> ten'upasaṅkami, upasaṅkamitvā āyasmantaṃ <b>mahākassapaṃ</b> etadavoca, āyām'āvuso, kassapa, yen'āyasmā sāriputto ten'upasaṅkamissāma dhammassavanāyā'ti.",SN16.10,upassayasuttaṃ,"atha kho āyasmā <b>mahākassapo</b> āyasmantaṃ ānandaṃ etadavoca, kiṃ nu kho, āvuso ānanda, ahaṃ sūcivāṇijako, tvaṃ sūcikāro, udāhu ahaṃ sūcikāro, tvaṃ sūcivāṇijako'ti?",,,
mātaraṃ,fem,mother (object),DHP295,pakiṇṇakavaggo,"<b>mātaraṃ</b> pitaraṃ hantvā,
rājāno dve ca sotthiye,
veyagghapañcamaṃ hantvā,
anīgho yāti brāhmaṇo.",DHP294,pakiṇṇakavaggo,"<b>mātaraṃ</b> pitaraṃ hantvā, rājāno dve ca khattiye,
raṭṭhaṃ sānucaraṃ hantvā, anīgho yāti brāhmaṇo.",,,,,,
yāti 1,pr,goes; goes to; goes forward; proceeds; travels,DHP29,appamādavaggo,"appamatto pamattesu,
suttesu bahujāgaro,
abal'assaṃ'va sīghasso,
hitvā <b>yāti</b> sumedhaso.",VINa1.2.3,tatiyasaṅgīti kathā,"app'ossukko tvaṃ, mahārāja, vīthiyo sodhāpetvā … saparijano uposathaṃ samādiyitvā … sāyanhasamaye mahānāgavan'uyyān'ābhimukho <b>yāhi</b> addhā tasmiṃ ṭhāne dhātuyo lacchasī'ti",DHP295,pakiṇṇakavaggo,"mātaraṃ pitaraṃ hantvā,
rājāno dve ca sotthiye,
veyagghapañcamaṃ hantvā,
anīgho <b>yāti</b> brāhmaṇo.",,,
ratta 1.1,nt,day; night,VIN PAT NP 29,sāsaṅkasikkhāpadaṃ,"siyā ca tassa bhikkhuno koci'd'eva paccayo tena cīvarena vippavāsāya, chā<b>ratta</b>paramaṃ tena bhikkhunā tena cīvarena vippavasitabbaṃ. tato ce uttari vippavaseyya aññatra bhikkhusammutiyā, nissaggiyaṃ pācittiyaṃ.",VIN PAT PC 5,paṭhamasahaseyyasikkhāpadaṃ,"yo pana bhikkhu anupasampannena uttaridi<b>ratta</b>ti<b>rattaṃ</b> sahaseyyaṃ kappeyya, pācittiyaṃ.",AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, pubba<b>ratta</b>-apara<b>rattaṃ</b> bodhipakkhiyānaṃ dhammānaṃ, bhāvan'ānuyogam'anuyuttā viharissāmā'ti.",SN12.66,sammasasuttaṃ,"na tv'ev'āhaṃ taṃ piveyyaṃ, yaṃ mama assa dīgha<b>rattaṃ</b> hitāya sukhāyā'ti. so taṃ āpānīyakaṃsaṃ paṭisaṅkhā na piveyya, paṭinissajjeyya."
rājadhānī,fem,royal city; capital city,SN12.65,nagarasuttaṃ,tam'anugacchanto passeyya purāṇaṃ nagaraṃ purāṇaṃ <b>rājadhāniṃ</b> pubbakehi manussehi ajjhāvuṭṭhaṃ ārāmasampannaṃ vanasampannaṃ pokkharaṇīsampannaṃ uddhāpavantaṃ ramaṇīyaṃ.,JA488,bhisa jātakaṃ,"so bajjhataṃ pāsasatehi chabbhi,
rammā vanā niyyatu <b>rājadhāniṃ</b>,
tuttehi so haññatu pācanehi,
bhisāni te brāhmaṇa yo ahāsi.",DN2.4,mahāsudassanasuttaṃ,"kusāvatiyā, ānanda, <b>rājadhāniyā</b> catunnaṃ vaṇṇānaṃ dvārāni ahesuṃ. ekaṃ dvāraṃ sovaṇṇamayaṃ, ekaṃ rūpiyamayaṃ, ekaṃ veḷuriyamayaṃ, ekaṃ phalikamayaṃ.",DN26.9,cakkavattisuttaṃ,"asītivassasahass'āyukesu, bhikkhave, manussesu ayaṃ jambudīpo iddho c'eva bhavissati phīto ca, kukkuṭasampātikā gāmanigama<b>rājadhāniyo</b>."
rūpiyamaya,adj,silver; made of silver,SN22.96,gomayapiṇḍasuttaṃ,"tesaṃ kho pana, bhikkhu, caturāsītiyā pallaṅkasahassānaṃ eko'y'eva so pallaṅko hoti yam'ahaṃ tena samayena paribhuñjāmi, dantamayo vā sāramayo vā sovaṇṇamayo vā <b>rūpiyamayo</b> vā.",DN2.4,mahāsudassanasuttaṃ,"kusāvatiyā, ānanda, rājadhāniyā catunnaṃ vaṇṇānaṃ dvārāni ahesuṃ. ekaṃ dvāraṃ sovaṇṇamayaṃ, ekaṃ <b>rūpiyamayaṃ</b>, ekaṃ veḷuriyamayaṃ, ekaṃ phalikamayaṃ.",,,,,,
re,ind,(expressing contempt) hey!; oh!,DN3.13,ambaṭṭhasuttaṃ,"aho vata <b>re</b> amhākaṃ paṇḍitakā, aho vata <b>re</b> amhākaṃ bahussutakā, aho vata <b>re</b> amhākaṃ tevijjakā",VIN PAT PC 70,kaṇṭakasikkhāpadaṃ,"ajja't'agge te, āvuso, samaṇ'uddesa na c'eva so bhagavā satthā apadisitabbo, yam'pi c'aññe samaṇ'uddesā labhanti bhikkhūhi saddhiṃ dirattatirattaṃ sahaseyyaṃ, sā'pi te n'atthi, cara'pi <b>re</b>, vinassā'ti.",,,,,,
sadara,adj,terrible; fearful; frightful; troublesome,MN39,mahāassapurasuttaṃ,samit'āssa honti pāpakā akusalā dhammā saṃkilesikā ponobbhavikā <b>sadarā</b> dukkhavipākā āyatiṃ jātijarāmaraṇiyā,MN49,brahmanimantanikasuttaṃ,"tathāgatassa, pāpima, ye āsavā saṃkilesikā ponobbhavikā <b>sadarā</b> dukkhavipākā āyatiṃ jātijarāmaraṇiyā, te pahīnā ucchinnamūlā tāl'āvatthukatā anabhāvaṃkatā āyatiṃ anuppādadhammā.",,,,,,
sadda 1,masc,sound; noise,SN56.11,dhammacakkappavattanasuttaṃ,cātummahārājikānaṃ devānaṃ <b>saddaṃ</b> sutvā tāvatiṃsā devā <b>saddam</b>'anussāvesuṃ,SN35.28,ādittasuttaṃ,"sotaṃ ādittaṃ, <b>saddā</b> ādittā, sotaviññāṇaṃ ādittaṃ, sotasamphasso āditto",MN152,indriyabhāvanāsuttaṃ,"andho hi, uttara, cakkhunā rūpaṃ na passati, badhiro sotena <b>saddaṃ</b> na suṇātī'ti",SN35.247,chappāṇakasuttaṃ,"sotena <b>saddaṃ</b> sutvā piyarūpe <b>sadde</b> adhimuccati, appiyarūpe <b>sadde</b> byāpajjati, anupaṭṭhitakāyassati ca viharati parittacetaso."
saddamanussāvesi,aor,proclaimed aloud; announced aloud,SN56.11,dhammacakkappavattanasuttaṃ,tāvatiṃsānaṃ devānaṃ saddaṃ sutvā yāmā devā <b>saddam'anussāvesuṃ</b>,MN31,cūḷagosiṅgasuttaṃ,"dīghassa parajanassa yakkhassa saddaṃ sutvā bhummā devā <b>saddam'anussāvesuṃ</b>, lābhā vata bho vajjīnaṃ",,,,,,
samita 1.1,pp,calmed; cooled; tranquillised,TH10,puṇṇamāsattheragāthā,"vihari apekkhaṃ idha vā huraṃ vā,
yo vedagū <b>samito</b> yat'atto,
sabbesu dhammesu anūpalitto,
lokassa jaññā udayabbayañ'cā'ti.",MN39,mahāassapurasuttaṃ,<b>samit</b>'āssa honti pāpakā akusalā dhammā saṃkilesikā ponobbhavikā sadarā dukkhavipākā āyatiṃ jātijarāmaraṇiyā,,,,,,
saṃkilesika,adj,defiling; dirtying; tainting; corrupting,MN39,mahāassapurasuttaṃ,samit'āssa honti pāpakā akusalā dhammā <b>saṃkilesikā</b> ponobbhavikā sadarā dukkhavipākā āyatiṃ jātijarāmaraṇiyā,MN49,brahmanimantanikasuttaṃ,"tathāgatassa, pāpima, ye āsavā <b>saṃkilesikā</b> ponobbhavikā sadarā dukkhavipākā āyatiṃ jātijarāmaraṇiyā, te pahīnā ucchinnamūlā tāl'āvatthukatā anabhāvaṃkatā āyatiṃ anuppādadhammā.",,,,,,
sāmaṇera,masc,novice; apprentice monk,VIN4.1.41,rāhula vatthu,"atha kho āyasmato sāriputtassa etadahosi, bhagavatā paññattaṃ, na ekena dve <b>sāmaṇerā</b> upaṭṭhāpetabbā'ti.",VIN PAT PC 59,vikappanasikkhāpadaṃ,"yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā <b>sāmaṇerassa</b> vā sāmaṇeriyā vā sāmaṃ cīvaraṃ vikappetvā appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.",,,,,,
sāmaṇerī,fem,female novice; female apprentice nun,VIN2.5.5.1,acelakasikkhāpadaṃ,paribbājikā nāma bhikkhuniñ'ca sikkhamānañ'ca <b>sāmaṇeriñ</b>'ca ṭhapetvā yā kāci paribbājikasamāpannā.,VIN PAT PC 59,vikappanasikkhāpadaṃ,"yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā sāmaṇerassa vā <b>sāmaṇeriyā</b> vā sāmaṃ cīvaraṃ vikappetvā appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.",,,,,,
sikkhamānā,fem,nun-in-training; female probationer,VIN2.5.5.1,acelakasikkhāpadaṃ,paribbājikā nāma bhikkhuniñ'ca <b>sikkhamānañ</b>'ca sāmaṇeriñ'ca ṭhapetvā yā kāci paribbājikasamāpannā.,VIN PAT PC 59,vikappanasikkhāpadaṃ,"yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā <b>sikkhamānāya</b> vā sāmaṇerassa vā sāmaṇeriyā vā sāmaṃ cīvaraṃ vikappetvā appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.",,,,,,
siniddha 3,pp,smooth; soft; gentle; mild,TH257,pārāpariyattheragāthā,"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.
<b>siniddhā</b> teladhārā'va, ahosi iriyāpatho.",,,,,,,,,
sūci 1,fem,needle; any sharp pointed object,VIN PAT PC 60,apanidhānasikkhāpadaṃ,"yo pana bhikkhu bhikkhussa pattaṃ vā cīvaraṃ vā nisīdanaṃ vā <b>sūci</b>gharaṃ vā kāyabandhanaṃ vā apanidheyya vā apanidhāpeyya vā antamaso has'āpekkho'pi, pācittiyaṃ.",SN16.10,upassayasuttaṃ,"atha kho āyasmā mahākassapo āyasmantaṃ ānandaṃ etadavoca, kiṃ nu kho, āvuso ānanda, ahaṃ <b>sūci</b>vāṇijako, tvaṃ <b>sūci</b>kāro, udāhu ahaṃ <b>sūci</b>kāro, tvaṃ <b>sūci</b>vāṇijako'ti?",,,,,,
sūcikāra,masc,needle maker,SN16.10,upassayasuttaṃ,"atha kho āyasmā mahākassapo āyasmantaṃ ānandaṃ etadavoca, kiṃ nu kho, āvuso ānanda, ahaṃ sūcivāṇijako, tvaṃ <b>sūcikāro</b>, udāhu ahaṃ <b>sūcikāro</b>, tvaṃ sūcivāṇijako'ti?",,,,,,,,,
sūcivāṇijaka,masc,needle peddler,SN16.10,upassayasuttaṃ,"atha kho āyasmā mahākassapo āyasmantaṃ ānandaṃ etadavoca, kiṃ nu kho, āvuso ānanda, ahaṃ sūcivāṇijako, tvaṃ sūcikāro, udāhu ahaṃ sūcikāro, tvaṃ <b>sūcivāṇijako</b>'ti?",,,,,,,,,
sotthiya,masc,learned Brahman; one well versed in sacred knowledge; theologian,DHP295,pakiṇṇakavaggo,"mātaraṃ pitaraṃ hantvā,
rājāno dve ca <b>sotthiye</b>,
veyagghapañcamaṃ hantvā,
anīgho yāti brāhmaṇo.",MN91,brahmāyusuttaṃ,"kathaṃ kho brāhmaṇo hoti,
kathaṃ bhavati vedagū,
tevijjo bho kathaṃ hoti,
<b>sotthiyo</b> kin'ti vuccati.",,,,,,
sovaṇṇamaya,adj,golden; made of gold,DN2.4,mahāsudassanasuttaṃ,"kusāvatiyā, ānanda, rājadhāniyā catunnaṃ vaṇṇānaṃ dvārāni ahesuṃ. ekaṃ dvāraṃ <b>sovaṇṇamayaṃ</b>, ekaṃ rūpiyamayaṃ, ekaṃ veḷuriyamayaṃ, ekaṃ phalikamayaṃ.",SN22.96,gomayapiṇḍasuttaṃ,"tassa mayhaṃ, bhikkhu, rañño sato khattiyassa muddh'āvasittassa caturāsītipallaṅkasahassāni ahesuṃ dantamayāni sāramayāni <b>sovaṇṇamayāni</b> goṇak'atthatāni paṭik'atthatāni paṭalik'atthatāni kadalimigapavarapaccattharaṇāni sauttaracchadāni ubhatolohitak'ūpadhānāni.",VIN4.1.13,bimbisārasamāgamakathā,atha kho rājā māgadho seniyo bimbisāro <b>sovaṇṇamayaṃ</b> bhiṅkāraṃ gahetvā bhagavato oṇojesi,,,
vaṇṇa 1.02,masc,colour,DN2.4,mahāsudassanasuttaṃ,"kusāvatiyā, ānanda, rājadhāniyā catunnaṃ <b>vaṇṇānaṃ</b> dvārāni ahesuṃ. ekaṃ dvāraṃ sovaṇṇamayaṃ, ekaṃ rūpiyamayaṃ, ekaṃ veḷuriyamayaṃ, ekaṃ phalikamayaṃ.",DN22.7,mahāsatipaṭṭhānasuttaṃ,"puna caparaṃ, bhikkhave, bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikāni setāni saṅkha<b>vaṇṇa</b>paṭibhāgāni",,,,,,
vācasika 2,nt,verbal conduct,AN10.44,kusinārasuttaṃ,"tassa bhavanti vattāro, iṅgha tāva āyasmā <b>vācasikaṃ</b> sikkhassū'ti, iti'ssa bhavanti vattāro.",,,,,,,,,
vāṇijaka,masc,pedlar,SN16.10,upassayasuttaṃ,"atha kho āyasmā mahākassapo āyasmantaṃ ānandaṃ etadavoca, kiṃ nu kho, āvuso ānanda, ahaṃ sūci<b>vāṇijako</b>, tvaṃ sūcikāro, udāhu ahaṃ sūcikāro, tvaṃ sūci<b>vāṇijako</b>'ti?",,,,,,,,,
vikappetvā,abs,(vinaya) having assigned ownership; having transferred ownership; having shared ownership,VIN PAT PC 59,vikappanasikkhāpadaṃ,"yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā sāmaṇerassa vā sāmaṇeriyā vā sāmaṃ cīvaraṃ <b>vikappetvā</b> appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.",,,,,,,,,
vipassaka,adj,who has clear insight; who perceives distinctly,AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, <b>vipassakā</b> kusalānaṃ dhammānaṃ, pubbaratt'āpararattaṃ bodhipakkhiyānaṃ dhammānaṃ, bhāvan'ānuyogam'anuyuttā viharissāmā'ti.",TH259,sāriputtattheragāthā,"taṃ jhāyinaṃ sātatikaṃ,
sukhumadiṭṭhi<b>vipassakaṃ</b>,
upādānakkhay'ārāmaṃ,
āhu sappuriso iti.",,,,,,
vūpakāsa,masc,seclusion; solitude; isolation; withdrawal,SN46.3,sīlasuttaṃ,"dhammaṃ sutvā dvayena <b>vūpakāsena</b> vūpakaṭṭho viharati, kāya<b>vūpakāsena</b> ca citta<b>vūpakāsena</b> ca.",AN5.114,andhakavindasuttaṃ,"etha tumhe, āvuso, āraññikā hotha, araññavanapatthāni pantāni sen'āsanāni paṭisevathā'ti, iti kāya<b>vūpakāse</b> samādapetabbā nivesetabbā patiṭṭhāpetabbā",,,,,,
veyaggha,adj,belonging to a tiger; regarding a tiger; with a tiger,DHP295,pakiṇṇakavaggo,"mātaraṃ pitaraṃ hantvā,
rājāno dve ca sotthiye,
<b>veyaggha</b>pañcamaṃ hantvā,
anīgho yāti brāhmaṇo.",,,,,,,,,
veyagghapañcama,adj,with tiger as the fifth; (comm) with the path of tiger,DHP295,pakiṇṇakavaggo,"mātaraṃ pitaraṃ hantvā,
rājāno dve ca sotthiye,
<b>veyagghapañcamaṃ</b> hantvā,
anīgho yāti brāhmaṇo.",,,,,,,,,
vevaṇṇiya 1,nt,change of appearance; change of social order; state of having no caste,AN10.48,pabbajitābhiṇhasuttaṃ,<b>vevaṇṇiyo</b>amhi ajjhupagato'ti pabbajitena abhiṇhaṃ paccavekkhitabbaṃ,,,,,,,,,
veḷuriyamaya,adj,made of cat's eye; made of precious stone,DN2.4,mahāsudassanasuttaṃ,"kusāvatiyā, ānanda, rājadhāniyā catunnaṃ vaṇṇānaṃ dvārāni ahesuṃ. ekaṃ dvāraṃ sovaṇṇamayaṃ, ekaṃ rūpiyamayaṃ, ekaṃ <b>veḷuriyamayaṃ</b>, ekaṃ phalikamayaṃ.",,,,,,,,,
hatthāroha 1,masc,elephant rider; mahout,MN51,kandarakasuttaṃ,"atha kho pesso ca <b>hatth'āroha</b>putto kandarako ca paribbājako yena bhagavā ten'upasaṅkamiṃsu, upasaṅkamitvā pesso hatth'ārohaputto bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi.",MN61,ambalaṭṭhika rāhulovādasuttaṃ,"tattha <b>hatth'ārohassa</b> evaṃ hoti, ayaṃ kho rañño nāgo īsādanto urūḷhavā abhijāto saṅgām'āvacaro saṅgāmagato … rakkhat'eva soṇḍaṃ.",,,,,,
hatthārohaputta 1,masc,elephant rider's son; mahout's child,MN51,kandarakasuttaṃ,"atha kho pesso ca <b>hatth'ārohaputto</b> kandarako ca paribbājako yena bhagavā ten'upasaṅkamiṃsu, upasaṅkamitvā pesso hatth'ārohaputto bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi.",,,,,,,,,
hatthī 1,masc,elephant,MN51,kandarakasuttaṃ,"<b>hatthi</b>gav'assavaḷavapaṭiggahaṇā paṭivirato hoti, khettavatthupaṭiggahaṇā paṭivirato hoti",VIN1.2.6,kuṭikārasikkhāpadaṃ,"sārambhaṃ nāma kipillikānaṃ vā āsayo hoti, upacikānaṃ vā āsayo hoti, undurānaṃ vā āsayo hoti, ahīnaṃ vā āsayo hoti, vicchikānaṃ vā āsayo hoti, satapadīnaṃ vā āsayo hoti, <b>hatthīnaṃ</b> vā āsayo hoti",MN2.6,sabbāsavasuttaṃ,"katame ca, bhikkhave, āsavā parivajjanā pahātabbā? idha, bhikkhave, bhikkhu paṭisaṅkhā yoniso caṇḍaṃ <b>hatthiṃ</b> parivajjeti, caṇḍaṃ assaṃ parivajjeti, caṇḍaṃ goṇaṃ parivajjeti, caṇḍaṃ kukkuraṃ parivajjeti",MN51,kandarakasuttaṃ,"atha kho pesso ca <b>hatthi</b>-ārohaputto kandarako ca paribbājako yena bhagavā ten'upasaṅkamiṃsu, upasaṅkamitvā pesso hatth'ārohaputto bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi."
hadaya 1,nt,heart,MN51,kandarakasuttaṃ,yā sā vācā n'elā kaṇṇasukhā pemanīyā <b>hadayaṅ</b>'gamā porī bahujanakantā bahujanamanāpā tathārūpiṃ vācaṃ bhāsitā hoti.,DN22.5,mahāsatipaṭṭhānasuttaṃ,atthi imasmiṃ kāye kesā lomā nakhā dantā taco maṃsaṃ nhāru aṭṭhi aṭṭhimiñjaṃ vakkaṃ <b>hadayaṃ</b> yakanaṃ kilomakaṃ pihakaṃ papphāsaṃ,AN3.35,hatthakasuttaṃ,"sabbā āsattiyo chetvā,
vineyya <b>hadaye</b> daraṃ,
upasanto sukhaṃ seti,
santiṃ pappuyya cetaso'ti.",SNP53,"attadaṇḍasuttaṃ
aṭṭhakavaggo 15","osāne'tv'eva byāruddhe,
disvā me aratī ahu,
ath'ettha sallam'addakkhiṃ,
duddasaṃ <b>hadaya</b>nissitaṃ."
hadayaṅgama,adj,heart warming; from the heart; touching the heart,MN51,kandarakasuttaṃ,yā sā vācā n'elā kaṇṇasukhā pemanīyā <b>hadayaṅ'gamā</b> porī bahujanakantā bahujanamanāpā tathārūpiṃ vācaṃ bhāsitā hoti.,,,,,,,,,
hantvā 1,abs,having killed; having slain,SNP7,"vasalasuttaṃ
uragavaggo 7","yo ve kiñcikkhakamyatā,
panthasmiṃ vajantaṃ janaṃ,
<b>hantvā</b> kiñcikkham'ādeti,
taṃ jaññā vasalo iti.",DHP295,pakiṇṇakavaggo,"mātaraṃ pitaraṃ <b>hantvā</b>,
rājāno dve ca sotthiye,
veyagghapañcamaṃ hantvā,
anīgho yāti brāhmaṇo.",,,,,,
pubbaratta,nt,earlier part of the night; first third of the night; 6pm to 10pm,AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, <b>pubbaratta</b>-apararattaṃ bodhipakkhiyānaṃ dhammānaṃ, bhāvan'ānuyogam'anuyuttā viharissāmā'ti.",,,,,,,,,
apararatta,nt,later part of the night; last third of the night; 2am to 6am,AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, pubbaratta-<b>apararattaṃ</b> bodhipakkhiyānaṃ dhammānaṃ, bhāvan'ānuyogam'anuyuttā viharissāmā'ti.",,,,,,,,,
nisevita 4,nt,practise; pursuit; cultivation,TH257,pārāpariyattheragāthā,"tato pāsādikaṃ āsi,
gataṃ bhuttaṃ <b>nisevitaṃ</b>,
siniddhā teladhārā'va,
ahosi iriyāpatho.",,,,,,,,,
