pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
evaṃvedana,adj,having such feeling; having this kind of sensation,MN131,bhaddekarattasuttaṃ,"evaṃrūpo ahosiṃ atītam'addhānan'ti tattha nandiṃ samanvāneti, <b>evaṃvedano</b> ahosiṃ atītam'addhānan'ti tattha nandiṃ samanvāneti, evaṃsañño ahosiṃ atītam'addhānan'ti tattha nandiṃ samanvāneti",SN22.3,hāliddikānisuttaṃ,"kathañ'ca, gahapati, purakkharāno hoti? idha, gahapati, ekaccassa evaṃ hoti, evaṃrūpo siyaṃ anāgatam'addhānaṃ, <b>evaṃvedano</b> siyaṃ anāgatam'addhānaṃ",,,,,,
obhāsati 1.1,pr,speaks coarsely (to); speaks suggestively (to); talks rudely (to); talks dirty (to),VIN PAT SA 3,duṭṭhullavācāsikkhāpadaṃ,"yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmaṃ duṭṭhullāhi vācāhi <b>obhāseyya</b> yathā taṃ yuvā yuvatiṃ methun'upasaṃhitāhi, saṅghādiseso.",,,,,,,,,
orenaddhamāsaṃ,ind,within less than a fortnight,VIN PAT PC 57,nahānasikkhāpadaṃ,"yo pana bhikkhu <b>oren'addhamāsaṃ</b> nahāyeyya aññatra samayā, pācittiyaṃ.",,,,,,,,,
kareyya 2,opt,would make; could make,AN6.55,soṇasuttaṃ,"saṃvijjanti kho pana me kule bhogā, sakkā bhogā ca bhuñjituṃ puññāni ca kātuṃ. yaṃnūn'āhaṃ sikkhaṃ paccakkhāya hīnāy'āvattitvā bhoge ca bhuñjeyyaṃ puññāni ca <b>kareyyan</b>'ti.",UD69,udapānasuttaṃ,"kiṃ <b>kayirā</b> udapānena,
āpā ce sabbadā siyuṃ,
taṇhāya mūlato chetvā,
kissa pariyesanaṃ care'ti.",VIN PAT NID,nidānuddeso,"yadi saṅghassa pattakallaṃ saṅgho uposathaṃ <b>kareyya</b>, pātimokkhaṃ uddiseyya",SN22.33,natumhākaṃsuttaṃ,"seyyathā'pi, bhikkhave, yaṃ imasmiṃ jetavane tiṇakaṭṭhasākhāpalāsaṃ taṃ jano hareyya vā ḍaheyya vā yathāpaccayaṃ vā <b>kareyya</b>."
kinti,sandhi,how then?; what then?; in what way?,AN7.23,paṭhamasattakasuttaṃ,"yāvakīvañ'ca bhikkhave bhikkhū paccattaññ'eva satiṃ upaṭṭhāpessanti, <b>kin'ti</b> anāgatā ca pesalā sabrahmacārī āgaccheyyuṃ āgatā ca pesalā sabrahmacārī phāsuṃ vihareyyun'ti",AN10.58,mūlakasuttaṃ,"evaṃ puṭṭhā tumhe, bhikkhave, tesaṃ aññatitthiyānaṃ paribbājakānaṃ <b>kin'ti</b> byākareyyāthā'ti?",MN14,cūḷa dukkhakkhandhasuttaṃ,"so tesaṃ bhogānaṃ ārakkh'ādhikaraṇaṃ dukkhaṃ domanassaṃ paṭisaṃvedeti, <b>kin'ti</b> me bhoge n'eva rājāno hareyyuṃ, na corā hareyyuṃ, na aggi daheyya, na udakaṃ vaheyya, na appiyā dāy'ādā hareyyun'ti",SN22.94,pupphasuttaṃ,"yo, bhikkhave, tathāgatena evaṃ ācikkhiyamāne ... na jānāti na passati tam'ahaṃ, bhikkhave, bālaṃ puthujjanaṃ andhaṃ acakkhukaṃ ajānantaṃ apassantaṃ <b>kin'ti</b> karomi!"
kissa 1,pron,for who?; for what reason?; why?,SN46.3,sīlasuttaṃ,"taṃ <b>kissa</b> hetu? tathārūpānaṃ, bhikkhave, bhikkhūnaṃ dhammaṃ sutvā dvayena vūpakāsena vūpakaṭṭho viharati, kāyavūpakāsena ca cittavūpakāsena ca.",UD69,udapānasuttaṃ,"kiṃ kayirā udapānena,
āpā ce sabbadā siyuṃ,
taṇhāya mūlato chetvā,
<b>kissa</b> pariyesanaṃ care'ti.",VIN2.5.9.7,nisīdana sikkhāpadaṃ,"<b>kissa</b> tvaṃ, udāyi, nisīdanaṃ samantato samañchasi, seyyathā'pi purāṇ'āsikoṭṭho'ti?",SN22.101,vāsijaṭasuttaṃ,"aho vata me anupādāya āsavehi cittaṃ vimucceyyā'ti, atha khv'assa n'eva anupādāya āsavehi cittaṃ vimuccati. taṃ <b>kissa</b> hetu? abhāvitattā'ti'ssa vacanīyaṃ. <b>kissa</b> abhāvitattā?"
kiṃ 2,ind,how?; what?,UD69,udapānasuttaṃ,"<b>kiṃ</b> kayirā udapānena,
āpā ce sabbadā siyuṃ,
taṇhāya mūlato chetvā,
kissa pariyesanaṃ care'ti.",SN56.9,viggāhikakathāsuttaṃ,"mā, bhikkhave, viggāhikakathaṃ katheyyātha, na tvaṃ imaṃ dhammavinayaṃ ājānāsi, ahaṃ imaṃ dhammavinayaṃ ājānāmi. <b>kiṃ</b> tvaṃ imaṃ dhammavinayaṃ ājānissasi!",MN107,gaṇakamoggallānasuttaṃ,<b>kiṃ</b> nu kho bhoto gotamassa sāvakā bhotā gotamena evaṃ ovadīyamānā evaṃ anusāsīyamānā sabbe accantaṃ niṭṭhaṃ nibbānaṃ ārādhenti udāhu ekacce n'ārādhentī'ti?,,,
kupita,pp,indignant; angry; annoyed; outraged; offended,AN4.122,ūmibhayasuttaṃ,"so <b>kupito</b> anattamano sikkhaṃ paccakkhāya hīnāy'āvattati. ayaṃ vuccati, bhikkhave, bhikkhu ūmibhayassa bhīto sikkhaṃ paccakkhāya hīnāy'āvatto.",SN35.132,lohiccasuttaṃ,atha kho te māṇavakā <b>kupitā</b> anattamanā yena lohicco brāhmaṇo ten'upasaṅkamiṃsu,DN1.1,brahmajālasuttaṃ,"tatra ce tumhe assatha <b>kupitā</b> vā anattamanā vā, tumhaṃ yev'assa tena antarāyo.",VIN PAT NP 25,cīvarācchindana sikkhāpada,"yo pana bhikkhu bhikkhussa sāmaṃ cīvaraṃ datvā, <b>kupito</b> anattamano, acchindeyya vā acchindāpeyya vā, nissaggiyaṃ pācittiyaṃ."
kusinārā,fem,name of a Mallan town; small town where the Buddha passed away,DN16.14,mahāparinibbānasuttaṃ,assosuṃ kho pāveyyakā mallā bhagavā kira <b>kusinārāyaṃ</b> parinibbuto'ti,,,,,,,,,
kūṭāgāra 1,nt,building with a peaked roof,AN8.30,anuruddha mahāvitakkasuttaṃ,seyyathā'pi nāma gahapatissa vā gahapatiputtassa vā <b>kūṭ'āgāraṃ</b> ullitt'āvalittaṃ nivātaṃ phusit'aggaḷaṃ pihitavātapānaṃ,SN48.42,uṇṇābhabrāhmaṇasuttaṃ,"seyyathā'pi, bhikkhave, <b>kūṭ'āgāre</b> vā <b>kūṭ'āgāra</b>sālāyaṃ vā pācīnavātapānā sūriye uggacchante vātapānena rasmi pavisitvā kv'āssa patiṭṭhitā'ti? pacchimāyaṃ, bhante, bhittiyan'ti.",AN8.53,saṃkhittasuttaṃ,ekaṃ samayaṃ bhagavā vesāliyaṃ viharati mahāvane <b>kūṭ'āgāra</b>sālāyaṃ. atha kho mahāpajāpatī gotamī yena bhagavā tenupasaṅkami,,,
kūṭāgārasālā 2,fem,name of monastery outside Vesālī,MN36,mahāsaccakasuttaṃ,atha kho saccako nigaṇṭhaputto jaṅghāvihāraṃ anucaṅkamamāno anuvicaramāno yena mahāvanaṃ <b>kūṭ'āgārasālā</b> ten'upasaṅkami.,AN8.53,saṃkhittasuttaṃ,ekaṃ samayaṃ bhagavā vesāliyaṃ viharati mahāvane <b>kūṭ'āgārasālāyaṃ</b>,,,,,,
kocideva,sandhi,even some; just some; some or other,SN22.85,yamakasuttaṃ,"seyyathā'pi, āvuso yamaka, gahapati vā gahapatiputto vā aḍḍho mahaddhano mahābhogo, so ca ārakkhasampanno. tassa <b>koci'd'eva</b> puriso uppajjeyya anatthakāmo ahitakāmo ayogakkhemakāmo jīvitā voropetu'kāmo.",DN5.8,kūṭadantasuttaṃ,"siyā kho pana bhoto rañño mahāyaññaṃ yajamānassa <b>koci'd'eva</b> vippaṭisāro, mahā vata me bhogakkhandho vigacchatī'ti, so bhotā raññā vippaṭisāro na karaṇīyo",VIN PAT PC 49,senāvāsa sikkhāpada,"siyā ca tassa bhikkhuno <b>koci'd'eva</b> paccayo senaṃ gamanāya, dirattatirattaṃ tena bhikkhunā senāya vasitabbaṃ. tato ce uttariṃ vaseyya, pācittiyaṃ.",,,
kho pana,idiom,and now; but; and next; indeed,SN56.11,dhammacakkappavattanasuttaṃ,"idaṃ <b>kho pana</b>, bhikkhave, dukkhasamudo ariyasaccaṃ, yāyaṃ taṇhā ponobbhavikā nandirāgasahagatā tatratatr'ābhinandinī, seyyath'idaṃ, kāmataṇhā, bhavataṇhā, vibhavataṇhā.",SN22.79,khajjanīyasuttaṃ,"ahañ'c'eva <b>kho pana</b> anāgataṃ rūpaṃ abhinandeyyaṃ, anāgatam'p'āhaṃ addhānaṃ evaṃ rūpena khajjeyyaṃ.",,,,,,
gamanāya,nt,to go (to); for going to see; for visiting,MN22,alagaddūpamasuttaṃ,"seyyathā'pi, bhikkhave, puriso addhānamaggappaṭipanno. so passeyya mahantaṃ udak'aṇṇavaṃ … na c'assa nāvā santāraṇī uttarasetu vā apārā pāraṃ <b>gamanāya</b>.",VIN PAT PC 49,senāvāsasikkhāpadaṃ,"siyā ca tassa bhikkhuno koci'd'eva paccayo senaṃ <b>gamanāya</b>, dirattatirattaṃ tena bhikkhunā senāya vasitabbaṃ. tato ce uttari vaseyya, pācittiyaṃ.",,,,,,
gahetvā 5,abs,having arrested; having taken prisoner,SN35.247,chappāṇakopamasuttaṃ,"seyyathā'pi, bhikkhave, puriso chappāṇake <b>gahetvā</b> nānāvisaye nānāgocare daḷhāya rajjuyā bandheyya.",VIN PAT PA 2,adinnādāna sikkhāpada,"yo pana bhikkhu gāmā vā araññā vā adinnaṃ theyyasaṅkhātaṃ ādiyeyya, yathārūpe adinn'ādāne rājāno coraṃ <b>gahetvā</b> haneyyuṃ vā bandheyyuṃ vā pabbājeyyuṃ vā",,,,,,
gāthā 1,fem,verse; poem; stanza,Thai,,handa mayaṃ ratanattayapaṇāma<b>gāthāyo</b> c'eva saṃvegaparikittanapāṭhañca bhaṇāmase,SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4",atha kho kasibhāradvājo brāhmaṇo bhagavantaṃ <b>gāthāya</b> ajjhabhāsi.,DHP101,sahassavaggo,"sahassam'api ce <b>gāthā</b>,
anatthapadasaṃhitā,
ekaṃ <b>gāthā</b>padaṃ seyyo,
yaṃ sutvā upasammati.",SN8.11,gaggarāsuttaṃ,yaṃnūn'āhaṃ bhagavantaṃ sammukhā sāruppāya <b>gāthāya</b> abhitthaveyyan'ti.
gāha 2.2,masc,hiding place,MN25,nivāpasuttaṃ,"yaṃnūna mayaṃ imaṃ nivāpaṃ nivuttaṃ mahatīhi daṇḍavākarāhi samantā sappadesaṃ anuparivāreyyāma, app'eva nāma tatiyānaṃ migajātānaṃ āsayaṃ passeyyāma, yattha te <b>gāhaṃ</b> gaccheyyun'ti.",,,,,,,,,
cira,adj,(of time) long,AN7.23,paṭhamasattakasuttaṃ,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū <b>cira</b>pabbajitā saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti,MN105,sunakkhattasuttaṃ,"seyyathā'pi, sunakkhatta, puriso sakamhā gāmā vā nigamā vā <b>cira</b>vippavuttho assa.",UD45,uposathasuttaṃ,"abhikkantā, bhante, ratti, nikkhanto paṭhamo yāmo, <b>cira</b>nisinno bhikkhusaṅgho, uddisatu, bhante, bhagavā bhikkhūnaṃ pātimokkhan'ti",,,
cetasā,masc,with mind; by mind; with thought; with intention,MN107,gaṇakamoggallānasuttaṃ,so abhijjhaṃ loke pahāya vigat'ābhijjhena <b>cetasā</b> viharati abhijjhāya cittaṃ parisodheti,SNP13,"ratanasuttaṃ
cūḷavaggo 1","kiñ'cā'pi so kammaṃ karoti pāpakaṃ, kāyena vācā'uda <b>cetasā</b> vā.
abhabbo so tassa paṭicchadāya, abhabbatā diṭṭhapadassa vuttā.",DHP79,paṇḍitavaggo,"dhammapīti sukhaṃ seti,
vippasannena <b>cetasā</b>,
ariyappavedite dhamme,
sadā ramati paṇḍito.",AN4.73,sappurisasuttaṃ,"tasmā't'iha, bhikkhave, evaṃ sikkhitabbaṃ, adhun'āgatavadhukāsamena <b>cetasā</b> viharissāmā'ti"
chaḍḍita,pp,thrown away; discarded; abandoned; disposed of,DN22.7,mahāsatipaṭṭhānasuttaṃ,puna caparaṃ bhikkhave bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya <b>chaḍḍitaṃ</b> ek'āhamataṃ vā dvī'hamataṃ vā tī'hamataṃ vā uddhumātakaṃ vinīlakaṃ vipubbakajātaṃ,MN61,ambalaṭṭhika rāhulovādasuttaṃ,"atha kho bhagavā parittaṃ udak'āvasesaṃ chaḍḍetvā āyasmantaṃ rāhulaṃ āmantesi, passasi no tvaṃ, rāhula, parittaṃ udak'āvasesaṃ <b>chaḍḍitan</b>'ti? evaṃ, bhante",SN22.95,pheṇapiṇḍūpamasuttaṃ,"imañ'ca kāyaṃ ārabbha, bhūripaññena desitaṃ,
pahānaṃ tiṇṇaṃ dhammānaṃ, rūpaṃ passetha <b>chaḍḍitaṃ</b>.",,,
chetvā 1,abs,having cut off; having severed; (comm) having killed,DHP283,maggavaggo,"vanaṃ chindatha mā rukkhaṃ,
vanato jāyate bhayaṃ,
<b>chetvā</b> vanañ'ca vanathañ'ca,
nibbanā hotha bhikkhavo.",SN1.71,chetvāsuttaṃ,"kiṃ'su <b>chetvā</b> sukhaṃ seti,
kiṃ'su <b>chetvā</b> na socati,
kissa'ssu ekadhammassa,
vadhaṃ rocesi gotamā'ti.",UD69,udapānasuttaṃ,"kiṃ kayirā udapānena,
āpā ce sabbadā siyuṃ,
taṇhāya mūlato <b>chetvā</b>,
kissa pariyesanaṃ care'ti.",SN22.95,pheṇapiṇḍūpamasuttaṃ,"tam'enaṃ mūle chindeyya, mūle <b>chetvā</b> agge chindeyya, agge <b>chetvā</b> pattavaṭṭiṃ vinibbhujeyya."
jāneyya,opt,should know; should understand; should find out,AN8.53,saṃkhittasuttaṃ,"ye kho tvaṃ, gotami, dhamme <b>jāneyyāsi</b>, ime dhammā virāgāya saṃvattanti, no sarāgāya",SN46.55,saṅgāravasuttaṃ,"seyyathā'pi, brāhmaṇa, udapatto āvilo luḷito kalalībhūto andhakāre nikkhitto. tattha cakkhumā puriso sakaṃ mukhanimittaṃ paccavekkhamāno yathābhūtaṃ na <b>jāneyya</b> na passeyya.",VIN PAT PC 73,mohanasikkhāpadaṃ,"tañ'ce bhikkhuṃ aññe bhikkhū <b>jāneyyuṃ</b> nisinnapubbaṃ iminā bhikkhunā dvattikkhattuṃ pātimokkhe uddissamāne, ko pana vādo bhiyyo, na ca tassa bhikkhuno aññāṇakena mutti atthi",AN3.66,kesamuttisuttaṃ,"yadā tumhe attanā'va <b>jāneyyātha</b>, ime dhammā kusalā, ime dhammā anavajjā, ime dhammā viññuppasatthā, ime dhammā samattā samādinnā hitāya sukhāya saṃvattantī'ti, atha tumhe upasampajja vihareyyātha."
jivhā,fem,tongue,SN35.28,ādittasuttaṃ,"<b>jivhā</b> ādittā, rasā ādittā, jivhāviññāṇaṃ ādittaṃ, jivhāsamphasso āditto",DHP65,bālavaggo,"muhuttam'api ce viññū,
paṇḍitaṃ payirupāsati,
khippaṃ dhammaṃ vijānāti,
<b>jivhā</b> sūparasaṃ yathā.",SNP37,"nālakasuttaṃ
mahāvaggo 11","moneyyaṃ te upaññissaṃ,
khuradhār'ūpamo bhave,
<b>jivhāya</b> tālum'āhacca,
udare saññato siyā.",MN107,gaṇakamoggallānasuttaṃ,sotena saddaṃ sutvā …pe… ghānena gandhaṃ ghāyitvā …pe… <b>jivhāya</b> rasaṃ sāyitvā …pe… kāyena phoṭṭhabbaṃ phusitvā …pe
tatonidānaṃ,ind,because of that; on that account; for that reason,MN39,mahāassapurasuttaṃ,"so <b>tatonidānaṃ</b> labhetha pāmojjaṃ, adhigaccheyya somanassaṃ.",SN35.247,chappāṇakasuttaṃ,"evañ'hi so, bhikkhave, puriso bhiyyosomattāya <b>tatonidānaṃ</b> dukkhaṃ domanassaṃ paṭisaṃvediyetha.",MN18,madhupiṇḍikasuttaṃ,yaṃ papañceti <b>tatonidānaṃ</b> purisaṃ papañcasaññāsaṅkhā samudācaranti atīt'ānāgatapaccuppannesu cakkhuviññeyyesu rūpesu,,,
tāvatakeneva,sandhi,with just this much,AN5.176,pītisuttaṃ,"na kho, gahapati, <b>tāvataken'eva</b> tuṭṭhi karaṇīyā, mayaṃ bhikkhusaṅghaṃ paccupaṭṭhitā cīvara-piṇḍapāta-sen'āsana-gilānappaccaya-bhesajjaparikkhārenā'ti.",MN36,mahāsaccakasuttaṃ,"so kho ahaṃ, aggivessana, <b>tāvataken'eva</b> oṭṭhapahatamattena lapitalāpanamattena ñāṇavādañ'ca vadāmi theravādañ'ca, jānāmi passāmī'ti ca paṭijānāmi, ahañ'c'eva aññe ca.",DN10.2,subhasuttaṃ,"te <b>tāvataken'eva</b> attamanā assu, alam'ettāvatā, katam'ettāvatā, anuppatto no sāmaññ'attho, n'atthi no kiñci uttarikaraṇīyan'ti.",,,
tumhaṃ 1,pron,for you all; to you all,DN1.1,brahmajālasuttaṃ,"tatra ce tumhe assatha kupitā vā anattamanā vā, <b>tumhaṃ</b> yev'assa tena antarāyo.",,,,,,,,,
tumhākaṃ 2,pron,for you all; to you all,DN16.36,mahāparinibbānasuttaṃ,"siyā kho ... <b>tumhākaṃ</b> evam'assa, atītasatthukaṃ pāvacanaṃ, n'atthi no satthā'ti.",SN11.3,dhajaggasuttaṃ,"araññe rukkhamūle vā,
suññ'āgāre'va bhikkhavo,
anussaretha sambuddhaṃ,
bhayaṃ <b>tumhāka</b> no siyā.",SN22.33,natumhākaṃsuttaṃ,"api nu <b>tumhākaṃ</b> evam'assa, amhe jano harati vā ḍahati vā yathāpaccayaṃ vā karotī'ti? no hetaṃ, bhante. taṃ kissa hetu? na hi no etaṃ, bhante, attā vā attaniyaṃ vā'ti.",,,
tumhe 1,pron,you all,MN104,sāmagāmasuttaṃ,"ime ce <b>tumhe</b> ... cha sāraṇīye dhamme samādāya vatteyyātha, passatha no <b>tumhe</b> taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ <b>tumhe</b> n'ādhivāseyyāthā'ti?",MN40,cūḷāssapurasuttaṃ,"samaṇā samaṇā'ti vo, bhikkhave, jano sañjānāti. <b>tumhe</b> ca pana, ke <b>tumhe</b>'ti puṭṭhā samānā, samaṇ'āmhā'ti paṭijānātha.",SN35.240,kummopamasuttaṃ,"yato <b>tumhe</b>, bhikkhave, indriyesu guttadvārā viharissatha, atha tumhehipi māro pāpimā nibbijja pakkamissati, otāraṃ alabhamāno, kummamhāva siṅgālo'ti.",DHP274,maggavaggo,"es'eva maggo n'atth'añño, dassanassa visuddhiyā,
etañ'hi <b>tumhe</b> paṭipajjatha, mārass'etaṃ pamohanaṃ."
te 1.1,pron,they; those,SN12.22,dutiyadasabalasuttaṃ,yesañ'ca mayaṃ paribhuñjāma cīvara-piṇḍapāta-sen'āsana-gilānappaccaya-bhesajja-parikkhāraṃ tesaṃ <b>te</b> kārā amhesu mahapphalā bhavissanti mah'ānisaṃsā'ti,MN107,gaṇakamoggallānasuttaṃ,"ye kho <b>te</b>, brāhmaṇa, bhikkhū sekkhā apattamānasā anuttaraṃ yogakkhemaṃ patthayamānā viharanti tesu me ayaṃ evarūpī anusāsanī hoti.",DN10.2,subhasuttaṃ,"<b>te</b> tāvataken'eva attamanā assu, alam'ettāvatā, katam'ettāvatā, anuppatto no sāmaññ'attho, n'atthi no kiñci uttarikaraṇīyan'ti.",AN7.64,kodhanasuttaṃ,"att'ūpamā hi <b>te</b> sattā, attā hi paramo piyo, hanti kuddho puthu'ttānaṃ, nānārūpesu mucchito."
tena 2,ind,thereby; because of that; on that account,DN1.1,brahmajālasuttaṃ,"tatra ce tumhe assatha kupitā vā anattamanā vā, tumhaṃ yev'assa <b>tena</b> antarāyo.",DHP63,bālavaggo,"yo bālo maññati bālyaṃ,
paṇḍito vā'pi <b>tena</b> so,
bālo ca paṇḍitamānī,
sa ve bālo'ti vuccati.",VIN1.1.1,"paṭhamapārājikaṃ, santhatabhāṇavāro","sājīvaṃ nāma yaṃ bhagavatā paññattaṃ sikkhāpadaṃ, etaṃ sājīvaṃ nāma. tasmiṃ sikkhati, <b>tena</b> vuccati sājīvasamāpanno'ti.",,,
thūla 2,adj,gross; coarse,MN104,sāmagāmasuttaṃ,"passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā <b>thūlaṃ</b> vā, yaṃ tumhe n'ādhivāseyyāthā'ti?",DHP265,dhammaṭṭhavaggo,"yo ca sameti pāpāni,
aṇuṃ <b>thūlāni</b> sabbaso,
samitattā hi pāpānaṃ,
samaṇo'ti pavuccati.",DHP31,appamādavaggo,"appamādarato bhikkhu,
pamāde bhayadassi vā,
saṃyojanaṃ aṇuṃ <b>thūlaṃ</b>,
ḍahaṃ aggī'va gacchati.",,,
disā 1,fem,direction; cardinal point,DN13.8,tevijjasuttaṃ,"mettāsahagatena cetasā ekaṃ <b>disaṃ</b> pharitvā viharati, tathā dutiyaṃ, tathā tatiyaṃ, tathā catutthaṃ.",DHP54,pupphavaggo,"na pupphagandho paṭivātam'eti,
na candanaṃ tagaramallikā,
satañ'ca gandho paṭivātam'eti,
sabbā <b>disā</b> sappuriso pavāyati.",AN7.61,pacalāyamānasuttaṃ,"tato tvaṃ, moggallāna, uṭṭhāy'āsanā udakena akkhīni anumajjitvā <b>disā</b> anuvilokeyyāsi, nakkhattāni tārakarūpāni ullokeyyāsi",MN10.8,mahāsatipaṭṭhānasuttaṃ,puna caparaṃ bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikāni apagatasambandhāni <b>disā</b> vidisā vikkhittāni
duṭṭhulla 2,adj,(of speech) rude; obscene; vulgar; coarse,VIN1.1.1,"paṭhamapārājikaṃ, santhatabhāṇavāro","methunadhammo nāma yo so asaddhammo gāmadhammo vasaladhammo <b>duṭṭhullaṃ</b> odak'antikaṃ rahassaṃ dvayaṃdvayasamāpatti, eso methunadhammo nāma.",VIN PAT SA 3,duṭṭhullavācāsikkhāpadaṃ,"yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmaṃ <b>duṭṭhullāhi</b> vācāhi obhāseyya yathā taṃ yuvā yuvatiṃ methun'upasaṃhitāhi, saṅghādiseso.",,,,,,
nakkhatta 1,nt,constellation; zodiac; celestial object,AN7.61,pacalāyamānasuttaṃ,"no ce te evaṃ viharato taṃ middhaṃ pahīyetha tato tvaṃ, moggallāna, uṭṭhāy'āsanā udakena akkhīni anumajjitvā disā anuvilokeyyāsi <b>nakkhattāni</b> tārakarūpāni ullokeyyāsi",DHP208,sukhavaggo,"tasmā hi
dhīrañ'ca paññañ'ca bahussutañ'ca,
dhorayhasīlaṃ vatavantam'ariyaṃ,
taṃ tādisaṃ sappurisaṃ sumedhaṃ,
bhajetha <b>nakkhatta</b>pathaṃ'va candimā.",,,,,,
natthi 1,pr,is not; it is not; there is not; there is no; there is nothing,DN16.36,mahāparinibbānasuttaṃ,"siyā kho ... tumhākaṃ evam'assa, atītasatthukaṃ pāvacanaṃ, <b>n'atthi</b> no satthā'ti.",SNP13,"ratanasuttaṃ
cūḷavaggo 1","khīṇaṃ purāṇaṃ navaṃ <b>n'atthi</b> sambhavaṃ, virattacitt'āyatike bhavasmiṃ.
te khīṇabījā avirūḷhichandā, nibbanti dhīrā yath'āyaṃ padīpo.",DHP372,bhikkhuvaggo,"<b>n'atthi</b> jhānaṃ apaññassa,
paññā n'atthi ajhāyato,
yamhi jhānañ'ca paññā ca,
sa ve nibbānasantike.",AN10.107,dhovanasuttaṃ,"atthi, bhikkhave, dakkhiṇesu janapadesu dhovanaṃ nāma. tattha hoti annam'pi pānam'pi khajjam'pi bhojjam'pi leyyam'pi peyyam'pi naccam'pi gītam'pi vāditam'pi. atth'etaṃ, bhikkhave, dhovanaṃ, n'etaṃ <b>n'atthī</b>'ti vadāmi."
nappaṭikaṅkhati,pr,does not anticipate; does not expect; does not await; does not personally wish (for),MN131,bhaddekarattasuttaṃ,"atītaṃ n'ānvāgameyya,
<b>nappaṭikaṅkhe</b> anāgataṃ,
yadatītaṃ pahīnaṃ taṃ,
appattañ'ca anāgataṃ.",,,,,,,,,
nahāyati,pr,takes a bath; bathes; washes,VIN PAT PC 57,nahānasikkhāpadaṃ,"yo pana bhikkhu oren'addhamāsaṃ <b>nahāyeyya</b> aññatra samayā, pācittiyaṃ.",,,,,,,,,
nādhivāseti,pr,does not tolerate; does not accept; does not endure,MN104,sāmagāmasuttaṃ,"passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe <b>n'ādhivāseyyāthā</b>'ti?",MN2.7,sabbāsavasuttaṃ,"idha, bhikkhave, bhikkhu paṭisaṅkhā yoniso uppannaṃ kāmavitakkaṃ <b>n'ādhivāseti</b> pajahati vinodeti byantīkaroti anabhāvaṃ gameti",,,,,,
nānvāgameti,pr,does not follow around; does not return (to); does not revive; does not relive,MN131,bhaddekarattasuttaṃ,"atītaṃ <b>n'ānvāgameyya</b>,
nappaṭikaṅkhe anāgataṃ,
yadatītaṃ pahīnaṃ taṃ,
appattañ'ca anāgataṃ.",,,,,,,,,
no 1.3,ind,then; now; indeed,SN12.22,dutiyadasabalasuttaṃ,evaṃ <b>no</b> ayaṃ amhākaṃ pabbajjā avaṅkatā avañjhā bhavissati saphalā saudrayā.,SNP62,"nanda māṇava pucchā
pārāyanavaggo 7","santi loke munayo,
janā vadanti ta'y'idaṃ kathaṃsu,
ñāṇ'ūpapannaṃ <b>no</b> muniṃ vadanti,
udāhu ve jīviten'ūpapannaṃ.",AN10.176,cundasuttaṃ,"kassa <b>no</b> tvaṃ, cunda, soceyyāni rocesī'ti?",,,
paccaya 2,masc,cause (for); reason (for); supporting condition (for); requirement (for),DSa,nidānakathā,"jhāna<b>paccayo</b>, magga<b>paccayo</b>, sampayutta<b>paccayo</b>, vippayutta<b>paccayo</b>, atthi<b>paccayo</b>, n'atthi<b>paccayo</b>, vigata<b>paccayo</b>, avigata<b>paccayo</b>.",SNP1,"uragasuttaṃ
uragavaggo 1","yassa darathajā na santi keci,
oraṃ āgamanāya <b>paccayāse</b>,
so bhikkhu jahāti orapāraṃ,
urago jiṇṇam'iva tacaṃ purāṇaṃ.",MN38,mahātaṇhāsaṅkhayasuttaṃ,"avijjā<b>paccayā</b> saṅkhārā, saṅkhāra<b>paccayā</b> viññāṇaṃ, viññāṇa<b>paccayā</b> nāmarūpaṃ",VIN PAT PC 49,senāvāsa sikkhāpada,"siyā ca tassa bhikkhuno koci'd'eva <b>paccayo</b> senaṃ gamanāya, dirattatirattaṃ tena bhikkhunā senāya vasitabbaṃ. tato ce uttariṃ vaseyya, pācittiyaṃ."
paṭighāta 1,masc,warding off; repelling; driving off; keeping at bay,MN2.4,sabbāsavasuttaṃ,"paṭisaṅkhā yoniso cīvaraṃ paṭisevati, yāva'd'eva sītassa <b>paṭighātāya</b>, uṇhassa <b>paṭighātāya</b>, ḍaṃsa-makasa-vāt'ātapa-sarīṃsapa-samphassānaṃ <b>paṭighātāya</b>, yāva'd'eva hirikopīnappaṭicchādan'atthaṃ",,,,,,,,,
