pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
kalyāṇadhamma,adj,good-natured; upright nature; of solid character; virtuous,AN3.27,jigucchitabbasuttaṃ,"katamo ca, bhikkhave, puggalo sevitabbo bhajitabbo payirupāsitabbo? idha, bhikkhave, ekacco puggalo sīlavā hoti <b>kalyāṇadhammo</b>.",VIN PAT SA 4,attakāmapāricariyasikkhāpadaṃ,"etadaggaṃ bhagini pāricariyānaṃ yā mādisaṃ sīlavantaṃ <b>kalyāṇadhammaṃ</b> brahmacāriṃ etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.",,,,,,
kāya 1.2,masc,group; host; company; collection; multitude; mass,TH251,raṭṭhapālattheragāthā,"passa cittakataṃ bimbaṃ, aru<b>kāyaṃ</b> samussitaṃ,
āturaṃ bahusaṅkappaṃ, yassa n'atthi dhuvaṃ ṭhiti.",SN1.37,samayasuttaṃ,"mahāsamayo pavanasmiṃ,
deva<b>kāyā</b> samāgatā,
āgat'amha imaṃ dhammasamayaṃ,
dakkhitāye aparājitasaṅghan'ti.",DN18.4,janavasabhasuttaṃ,"tena sudaṃ, bhante, devatā tāvatiṃsā attamanā honti pamuditā pītisomanassajātā dibbā vata bho kāyā paripūrenti, hāyanti asura<b>kāyā</b>'ti",AN4.171,cetanāsuttaṃ,"ko nu kho, bhante, hetu ko paccayo, yena m'idh'ekacce sattā tamhā <b>kāyā</b> cutā āgāmino honti āgantāro itthattaṃ?"
kālena,ind,timely; at the right time; at an appropriate moment,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","gāravo ca nivāto ca, santuṭṭhi ca kataññutā.
<b>kālena</b> dhammassavanaṃ, etam'maṅgalam'uttamaṃ.",SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","etesu dhammesu vineyya chandaṃ,
bhikkhu satimā suvimuttacitto,
<b>kālena</b> so sammā dhammaṃ parivīmaṃsamāno,
ekodibhūto vihane tamaṃ so'ti.",AN10.176,cundasuttaṃ,kālavādī bhūtavādī atthavādī dhammavādī vinayavādī nidhānavatiṃ vācaṃ bhāsitā hoti <b>kālena</b> sāpadesaṃ pariyantavatiṃ atthasaṃhitaṃ,VIN PAT NP 10,rāja sikkhāpada,"yaṃ kho, bhante, āyasmā veyyāvaccakaraṃ niddisi, saññatto so mayā, upasaṅkamat'āyasmā <b>kālena</b>, cīvarena taṃ acchādessatī'ti."
kiñci 2,pron,some; something; anything,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yaṅ'<b>kiñci</b> vittaṃ idha vā huraṃ vā,
saggesu vā yaṃ ratanaṃ paṇītaṃ.
na no samaṃ atthi tathāgatena",AN4.173,mahākoṭṭhikasuttaṃ,"channaṃ, āvuso, phass'āyatanānaṃ asesavirāganirodhā atthi ca n'atthi ca aññaṃ <b>kiñcī</b>'ti? mā h'evaṃ, āvuso.",VIN PAT SA 12,dubbaca sikkhāpada,"mā maṃ āyasmanto <b>kiñci</b> avacuttha kalyāṇaṃ vā pāpakaṃ vā, ahaṃ'p'āyasmante na kiñci vakkhāmi kalyāṇaṃ vā pāpakaṃ vā",SN12.63,puttamaṃsūpamasuttaṃ,manosañcetanāya āhāre pariññāte tisso taṇhā pariññātā honti. tīsu taṇhāsu pariññātāsu ariyasāvakassa n'atthi <b>kiñci</b> uttarikaraṇīyanti vadāmi.
keci,pron,whoever; whatever; whichever; some; any,SNP8,mettasuttaṃ,"ye <b>keci</b> pāṇabhūt'atthi,
tasā vā thāvarā vā anavasesā,
dīghā vā ye mahantā vā,
majjhimā rassak'āṇukathūlā.",MN107,gaṇakamoggallānasuttaṃ,"seyyathā'pi, bho gotama, ye <b>keci</b> mūlagandhā, kālānusāri tesaṃ aggam'akkhāyati, ... evam'eva bhoto gotamassa ovādo param'ajjadhammesu.",AN10.15,appamādasuttaṃ,"evam'evaṃ kho, bhikkhave, ye <b>keci</b> kusalā dhammā, sabbe te appamādamūlakā appamādasamosaraṇā, appamādo tesaṃ aggam'akkhāyati.",SN22.79,khajjanīyasuttaṃ,ye hi <b>keci</b> samaṇā vā brāhmaṇā vā anekavihitaṃ pubbenivāsaṃ anussaramānā anussaranti sabb'ete pañc'upādānakkhandhe anussaranti etesaṃ vā aññataraṃ.
ko,pron,who?; what?; which?,SNP22,"uṭṭhānasuttaṃ
cūḷavaggo 10","uṭṭhahatha nisīdatha,
<b>ko</b> attho supitena vo,
āturānañ'hi kā niddā,
sallaviddhāna ruppataṃ.",MN131,bhaddekarattasuttaṃ,"ajj'eva kiccam'ātappaṃ, <b>ko</b> jaññā maraṇaṃ suve. na hi no saṅgaran'tena, mahāsenena maccunā.",SN46.53,aggisuttaṃ,"idha no, āvuso, <b>ko</b> viseso, <b>ko</b> adhippayāso, kiṃ nānākaraṇaṃ samaṇassa vā gotamassa amhākaṃ vā, yadidaṃ dhammadesanāya vā dhammadesanaṃ, anusāsaniyā vā anusāsanin'ti?",MN107,gaṇakamoggallānasuttaṃ,"<b>ko</b> nu kho, bho gotama, hetu <b>ko</b> paccayo yaṃ tiṭṭhateva nibbānaṃ, tiṭṭhati nibbānagāmī maggo, tiṭṭhati bhavaṃ gotamo samādapetā"
khemī,adj,at peace; safe; secure,SNP8,mettasuttaṃ,"na ca khuddam'ācare kiñci,
yena viññū pare upavadeyyuṃ,
sukhino'va <b>khemino</b> hontu,
sabbe sattā bhavantu sukhit'attā.",DHP258,dhammaṭṭhavaggo,"na tena paṇḍito hoti,
yāvatā bahu bhāsati,
<b>khemī</b> averī abhayo,
paṇḍito'ti pavuccati.",,,,,,
kho,ind,indeed; surely; certainly; truly,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4",atha <b>kho</b> aññatarā devatā abhikkantāya rattiyā abhikkantavaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten'upasaṅkami,SN45.8,vibhaṅgasuttaṃ,"yaṃ <b>kho</b> bhikkhave dukkhe ñāṇaṃ, dukkhasamudaye ñāṇaṃ, dukkhanirodhe ñāṇaṃ, dukkhanirodhagāminiyā paṭipadāya ñāṇaṃ, ayaṃ vuccati bhikkhave sammādiṭṭhi.",AN6.61,majjhesuttaṃ,"evaṃ vutte aññataro bhikkhu there bhikkhū etadavoca, phasso <b>kho</b>, āvuso, eko anto, phassasamudayo dutiyo anto, phassanirodho majjhe, taṇhā sibbinī.",VIN PAT NP 10,rāja sikkhāpada,"yaṃ <b>kho</b>, bhante, āyasmā veyyāvaccakaraṃ niddisi, saññatto so mayā, upasaṅkamat'āyasmā kālena, cīvarena taṃ acchādessatī'ti."
garu 3,adj,respected; esteemed,NIDD2.2.1,ajita māṇava pucchā niddesa,āyasmā'ti piyavacanaṃ <b>garu</b>vacanaṃ sagāravasappatissādhivacanam'etaṃ āyasmā'ti.,AN10.71,ākaṅkhasuttaṃ,"ākaṅkheyya ce, bhikkhave, bhikkhu, sabrahmacārīnaṃ piyo c'assaṃ manāpo ca <b>garu</b> ca bhāvanīyo cā'ti, sīlesv'ev'assa paripūrakārī ajjhattaṃ cetosamatham'anuyutto anirākatajjhāno vipassanāya samannāgato brūhetā suññ'āgārānaṃ.",,,,,,
garu 5,masc,respect; honour,MN48,kosambiyasuttaṃ,"cha'y'ime, bhikkhave, dhammā sāraṇīyā piyakaraṇā <b>garu</b>karaṇā saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṃvattanti.",AN7.23,paṭhamasattakasuttaṃ,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā te sakkarissanti <b>garuṃ</b> karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti,,,,,,
garuṃ karoti,idiom,honours; esteems; respects,AN7.23,paṭhamasattakasuttaṃ,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā te sakkarissanti <b>garuṃ karissanti</b> mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti,,,,,,,,,
ca 2.1,ind,and; both,SNP8,mettasuttaṃ,"karaṇīyam'atthakusalena, yaṃ taṃ santaṃ padaṃ abhisamecca,
sakko ujū <b>ca</b> suhujū ca, suvaco c'assa mudu, anatimānī.",DHP372,bhikkhuvaggo,"n'atthi jhānaṃ apaññassa,
paññā n'atthi ajhāyato,
yamhi jhānañ'<b>ca</b> paññā <b>ca</b>,
sa ve nibbānasantike.",AN2.135,āyācanavaggo,"dvīhi, bhikkhave, dhammehi samannāgato bālo abyatto asappuriso khataṃ upahataṃ attānaṃ pariharati sāvajjo <b>ca</b> hoti sānuvajjo <b>ca</b> viññūnaṃ bahuñ'ca apuññaṃ pasavati",SN22.95,pheṇapiṇḍūpamasuttaṃ,"āyu usmā <b>ca</b> viññāṇaṃ, yadā kāyaṃ jahant'imaṃ,
apaviddho tadā seti, parabhattaṃ acetanaṃ."
cakkhu 1,nt,eye,MN107,gaṇakamoggallānasuttaṃ,"tam'enaṃ tathāgato uttariṃ vineti, ehi tvaṃ, bhikkhu, indriyesu guttadvāro hohi, <b>cakkhunā</b> rūpaṃ disvā mā nimittaggāhī hohi m'ānubyañjanaggāhī",VIBH6.1,paṭiccasamuppādavibhaṅgo,"<b>cakkhu</b>viññāṇaṃ, sotaviññāṇaṃ, ghānaviññāṇaṃ, jivhāviññāṇaṃ, kāyaviññāṇaṃ, manoviññāṇaṃ. idaṃ vuccati saṅkhārapaccayā viññāṇaṃ.",SN35.93,dutiyadvayasuttaṃ,"yo'pi hetu yo'pi paccayo <b>cakkhu</b>viññāṇassa uppādāya, so'pi hetu so'pi paccayo anicco vipariṇāmī aññathābhāvī. aniccaṃ kho pana, bhikkhave, paccayaṃ paṭicca uppannaṃ <b>cakkhu</b>viññāṇaṃ kuto niccaṃ bhavissati!",MN10.13,mahāsatipaṭṭhānasuttaṃ,"bhikkhu <b>cakkhuñ</b>'ca pajānāti, rūpe ca pajānāti,"
cakkhumant 2,masc,person with sight; who can see,MN75,māgaṇḍiyasuttaṃ,"so suṇeyya <b>cakkhumato</b> bhāsamānassa, chekaṃ vata, bho, odātaṃ vatthaṃ abhirūpaṃ nimmalaṃ sucī'ti!",MN107,gaṇakamoggallānasuttaṃ,"seyyathā'pi, bho gotama, nikkujjitaṃ vā ukkujjeyya, paṭicchannaṃ vā vivareyya, mūḷhassa vā maggaṃ ācikkheyya, andhakāre vā telapajjotaṃ dhāreyya, <b>cakkhumanto</b> rūpāni dakkhantī'ti.",,,,,,
cattāro,card,four (4),VIBH6.1,paṭiccasamuppādavibhaṅgo,"tattha katamaṃ rūpaṃ? <b>cattāro</b> mahābhūtā, catunnañ'ca mahābhūtānaṃ upādāya rūpaṃ. idaṃ vuccati rūpaṃ.",DHP109,sahassavaggo,"abhivādanasīlissa,
niccaṃ vuḍḍh'āpacāyino,
<b>cattāro</b> dhammā vaḍḍhanti,
āyu vaṇṇo sukhaṃ balaṃ.",AN10.61,avijjāsuttaṃ,"satta'p'āhaṃ bojjh'aṅge sāhāre vadāmi, no anāhāre. ko c'āhāro sattannaṃ bojjh'aṅgānaṃ? <b>cattāro</b> satipaṭṭhānā'ti'ssa vacanīyaṃ.",DN16.26,mahāparinibbānasuttaṃ,"idāni, bhante, deve vassante deve gaḷagaḷāyante vijjullatāsu niccharantīsu asaniyā phalantiyā dve kassakā bhātaro hatā <b>cattāro</b> ca balibaddā"
cirapabbajita,adj,ordained long ago; of long standing as a monastic,AN7.23,paṭhamasattakasuttaṃ,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū <b>cirapabbajitā</b> saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti,,,,,,,,,
cīvare vikappaṃ āpajjati,idiom,causes an alteration to the robe; suggests an improvement of the robe,VIN PAT NP 27,mahāpesakārasikkhāpadaṃ,"bhikkhuṃ pan'eva uddissa aññātako gahapati vā gahapatānī vā tantavāyehi cīvaraṃ vāyāpeyya, tatra ce so bhikkhu pubbe appavārito tantavāye upasaṅkamitvā <b>cīvare vikappaṃ āpajjeyya</b>",VIN PAT NP 8,paṭhamaupakkhaṭasikkhāpadaṃ,"tatra ce so bhikkhu pubbe appavārito upasaṅkamitvā <b>cīvare vikappaṃ āpajjeyya</b>, sādhu vata maṃ āyasmā iminā cīvaracetāpannena evarūpaṃ vā evarūpaṃ vā cīvaraṃ cetāpetvā acchādehī'ti",,,,,,
cuta 1.1,pp,passed away; died,MN39,mahāassapurasuttaṃ,sattānaṃ <b>cuta</b>-upapāta-ñāṇāya cittaṃ abhininnāmeti,SNP40,"guhaṭṭhakasuttaṃ
aṭṭhakavaggo 2","kāmesu giddhā pasutā pamūḷhā,
avadāniyā te visame niviṭṭhā,
dukkh'ūpanītā paridevayanti,
kiṃ'sū bhavissāma ito <b>cutāse</b>.",AN4.171,cetanāsuttaṃ,"ko nu kho, bhante, hetu ko paccayo, yena m'idh'ekacce sattā tamhā kāyā <b>cutā</b> āgāmino honti āgantāro itthattaṃ?",MN4,bhayabheravasuttaṃ,"amutr'āsiṃ evaṃnāmo evaṃgotto evaṃvaṇṇo evam'āhāro evaṃsukhadukkhappaṭisaṃvedī evam'āyupariyanto, so tato <b>cuto</b> amutra udapādiṃ"
ce 1,ind,if,SN2.8,tāyanasuttaṃ,"kayirā <b>ce</b>, kayirāth'enaṃ, daḷham'enaṃ parakkame.
sithilo hi paribbājo, bhiyyo ākirate rajaṃ.",SNP39,"kāmasuttaṃ
aṭṭhakavaggo 1","kāmaṃ kāmayamānassa,
tassa <b>ce</b> taṃ samijjhati,
addhā pītimano hoti,
laddhā macco yadicchati.",DHP1,yamakavaggo,"manopubbaṅ'gamā dhammā,
manoseṭṭhā manomayā,
manasā <b>ce</b> paduṭṭhena,
bhāsati vā karoti vā,
tato naṃ dukkham'anveti,
cakkaṃva vahato padaṃ.",VIN PAT NP 8,paṭhamaupakkhaṭa sikkhāpada,"tatra <b>ce</b> so bhikkhu, pubbe appavārito, upasaṅkamitvā cīvare vikappaṃ āpajjeyya"
jānāti 1,pr,knows; understands,MN131,bhaddekarattasuttaṃ,"ajj'eva kiccam'ātappaṃ, ko <b>jaññā</b> maraṇaṃ suve. na hi no saṅgaran'tena, mahāsenena maccunā.",Thai,,mayan'taṃ dhammaṃ sutvā evaṃ <b>jānāma</b>,AN8.30,anuruddha mahāvitakkasuttaṃ,"idha, bhikkhave, bhikkhu app'iccho samāno app'iccho'ti maṃ <b>jāneyyun</b>'ti na icchati",DN9.6,poṭṭhapādasuttaṃ,"tam'enaṃ evaṃ vadeyyuṃ, ambho purisa, yassa tvaṃ pāsādassa ārohaṇāya nisseṇiṃ karosi, <b>jānāsi</b> taṃ pāsādaṃ puratthimāya vā disāya dakkhiṇāya vā disāya pacchimāya vā disāya uttarāya vā disāya ucco vā nīco vā majjhimo vā'ti?"
jeṭṭha 1,adj,first; elder; eldest; foremost,SN7.15,mānatthaddhasuttaṃ,"mātari pitari c'āpi, atho <b>jeṭṭhamhi</b> bhātari. ācariye catutthamhi, tesu na mānaṃ kayirātha.",AN8.11,verañjasuttaṃ,<b>jeṭṭho</b> bhavaṃ gotamo seṭṭho bhavaṃ gotamo,,,,,,
tamhā,pron,from that,VIBH6.1,paṭiccasamuppādavibhaṅgo,"yā tesaṃ tesaṃ sattānaṃ <b>tamhā</b> tamhā sattanikāyā cuti cavanatā bhedo antaradhānaṃ maccu maraṇaṃ kālakiriyā khandhānaṃ bhedo kaḷevarassa nikkhepo jīvitindriyass'upacchedo, idaṃ vuccati maraṇaṃ.",MN105,sunakkhattasuttaṃ,"seyyathā'pi, sunakkhatta, puriso sakamhā gāmā vā nigamā vā ciravippavuttho assa. so aññataraṃ purisaṃ passeyya <b>tamhā</b> gāmā vā nigamā vā acirapakkantaṃ.",MN20,vitakkasaṇṭhānasuttaṃ,"idha, bhikkhave, bhikkhuno yaṃ nimittaṃ āgamma yaṃ nimittaṃ manasikaroto uppajjanti pāpakā akusalā vitakkā chand'ūpasaṃhitā'pi dos'ūpasaṃhitā'pi moh'ūpasaṃhitā'pi, tena, bhikkhave, bhikkhunā <b>tamhā</b> nimittā aññaṃ nimittaṃ manasi kātabbaṃ kusal'ūpasaṃhitaṃ.",AN4.171,cetanāsuttaṃ,"ko nu kho, bhante, hetu ko paccayo, yena m'idh'ekacce sattā <b>tamhā</b> kāyā cutā āgāmino honti āgantāro itthattaṃ?"
tasa,adj,moving; mobile; (comm) with craving,SNP8,mettasuttaṃ,"ye keci pāṇabhūt'atthi,
<b>tasā</b> vā thāvarā vā anavasesā,
dīghā vā y'eva mahantā vā,
majjhimā rassakā aṇukathūlā.",DHP405,brāhmaṇavaggo,"nidhāya daṇḍaṃ bhūtesu,
<b>tasesu</b> thāvaresu ca,
yo na hanti na ghāteti,
tam'ahaṃ brūmi brāhmaṇaṃ.",,,,,,
taṃ kiṃ maññasi,idiom,what do you think about that?; what's your opinion on this?,MN61,ambalaṭṭhika rāhulovādasuttaṃ,"<b>taṃ kiṃ maññasi</b>, rāhula, kim'atthiyo ādāso'ti? paccavekkhaṇattho, bhante'ti.",AN3.101,loṇakapallasuttaṃ,"seyyathā'pi, bhikkhave, puriso loṇaphalaṃ paritte udakamallake pakkhipeyya. <b>taṃ kiṃ maññatha</b>, bhikkhave, api nu taṃ parittaṃ udakaṃ amunā loṇaphalena loṇaṃ assa apeyyan'ti? evaṃ, bhante.",MN147,cūḷarāhulovādasuttaṃ,"<b>taṃ kiṃ maññasi</b>, rāhula, cakkhu niccaṃ vā aniccaṃ vā'ti? aniccaṃ, bhante.",SN35.95,mālukyaputtasuttaṃ,"<b>taṃ kiṃ maññasi</b> ye te cakkhuviññeyyā rūpā adiṭṭhā adiṭṭhapubbā, na ca passasi, na ca te hoti passeyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti?"
taṃ 2.1,pron,you (object),MN107,gaṇakamoggallānasuttaṃ,"taṃ kiṃ maññasi, brāhmaṇa, idha puriso āgaccheyya rājagahaṃ gantu'kāmo. so <b>taṃ</b> upasaṅkamitvā evaṃ vadeyya, icchām'ahaṃ, bhante, rājagahaṃ gantuṃ, tassa me rājagahassa maggaṃ upadisā'ti.",TH206,vijitasenattheragāthā,"satiyā <b>taṃ</b> nibandhissaṃ,
payutto te damessāmi,
vīriyadhuraniggahito,
na yito dūraṃ gamissase cittā'ti.",VIN PAT NP 10,rāja sikkhāpada,"yaṃ kho, bhante, āyasmā veyyāvaccakaraṃ niddisi, saññatto so mayā, upasaṅkamat'āyasmā kālena, cīvarena <b>taṃ</b> acchādessatī'ti.",SN22.85,yamakasuttaṃ,"so taṃ gahapatiṃ vā gahapatiputtaṃ vā upasaṅkamitvā evaṃ vadeyya, upaṭṭhaheyyaṃ <b>taṃ</b>, bhante'ti."
tena 1,pron,with him; by him; with that; by that,AN5.36,kāladānasuttaṃ,"ye tattha anumodanti, veyyāvaccaṃ karonti vā. na <b>tena</b> dakkhiṇā onā, te'pi puññassa bhāgino.",MN131,bhaddekarattasuttaṃ,"ajj'eva kiccam'ātappaṃ,
ko jaññā maraṇaṃ suve,
na hi no saṅgaraṃ <b>tena</b>,
mahāsenena maccunā.",JAa31,kulāvaka jātakavaṇṇanā,"atha te, jarasakko amhe matte katvā mahāsamuddapiṭṭhe khipitvā amhākaṃ devanagaraṃ gaṇhi, te mayaṃ <b>tena</b> saddhiṃ yujjhitvā amhākaṃ devanagaram'eva gaṇhissāmā'ti kipillikā viya thambhaṃ sineruṃ anusañcaramānā uṭṭhahiṃsu.",VIN4.8.207,pajjotarāja vatthu,"sādhu, devo, vāhanāgāresu ca dvāresu ca āṇāpetu, yena vāhanena jīvako icchati <b>tena</b> vāhanena gacchatu, yena dvārena icchati <b>tena</b> dvārena gacchatu, yaṃ kālaṃ icchati taṃ kālaṃ gacchatu, yaṃ kālaṃ icchati taṃ kālaṃ pavisatū'ti."
tesu,pron,in those; in them; among them; among those,SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","visenikatvā pana ye caranti,
diṭṭhīhi diṭṭhiṃ avirujjhamānā,
<b>tesu</b> tvaṃ kiṃ labhetho pasūra,
yes'īdha n'atthī param'uggahītaṃ.",MN139,araṇavibhaṅgasuttaṃ,"iti yathā yathā naṃ <b>tesu</b> <b>tesu</b> janapadesu sañjānanti tathā tathā thāmasā parāmāsā abhinivissa voharati, idam'eva saccaṃ, mogham'aññan'ti.",SN7.15,mānatthaddhasuttaṃ,"mātari pitari c'āpi, atho jeṭṭhamhi bhātari. ācariye catutthamhi, <b>tesu</b> na mānaṃ kayirātha.",MN107,gaṇakamoggallānasuttaṃ,"ye kho te, brāhmaṇa, bhikkhū sekkhā apattamānasā anuttaraṃ yogakkhemaṃ patthayamānā viharanti <b>tesu</b> me ayaṃ evarūpī anusāsanī hoti."
tvaṃ 1,pron,you (subject),MN107,gaṇakamoggallānasuttaṃ,"ehi <b>tvaṃ</b>, bhikkhu, sīlavā hohi, pātimokkhasaṃvarasaṃvuto viharāhi ācāragocarasampanno aṇumattesu vajjesu bhayadassāvī, samādāya sikkhassu sikkhāpadesū'ti",MN40,cūḷāssapurasuttaṃ,"tam'enaṃ mittāmaccā ñātisālohitā jātam'eva naṃ saṅghāṭikaṃ kareyyuṃ, saṅghāṭikattam'eva samādapeyyuṃ, ehi <b>tvaṃ</b>, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇamattena abhijjhālussa abhijjhā pahīyissati",AN8.30,anuruddha mahāvitakkasuttaṃ,"yato kho <b>tvaṃ</b> anuruddha ime aṭṭha mahāpurisavitakke vitakkessasi, tato <b>tvaṃ</b> anuruddha yāva'd'eva ākaṅkhissasi …",SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","viseni'katvā pana ye caranti, diṭṭhīhi diṭṭhiṃ avirujjhamānā,
tesu <b>tvaṃ</b> kiṃ labhetho pasūra, yes'īdha n'atthī param'uggahītaṃ."
thāvara,adj,stationary; stable; immobile; arahant; (comm) without craving,SNP8,mettasuttaṃ,"ye keci pāṇabhūt'atthi,
tasā vā <b>thāvarā</b> vā anavasesā,
dīghā vā y'eva mahantā vā,
majjhimā rassakā aṇukathūlā.",DHP405,brāhmaṇavaggo,"nidhāya daṇḍaṃ bhūtesu,
tasesu <b>thāvaresu</b> ca,
yo na hanti na ghāteti,
tam'ahaṃ brūmi brāhmaṇaṃ.",,,,,,
dakkhati 1,pr,sees; finds,SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","passaṃ naro <b>dakkhati</b> nāmarūpaṃ,
disvāna vā ñassati tāni'm'eva,
kāmaṃ bahuṃ passatu appakaṃ vā,
na hi tena suddhiṃ kusalā vadanti.",MN26,pāsarāsisuttaṃ,"paṭisotagāmiṃ nipuṇaṃ,
gambhīraṃ duddasaṃ aṇuṃ,
rāgarattā na <b>dakkhanti</b>,
tamokhandhena āvuṭā'ti.",DN3.15,ambaṭṭhasuttaṃ,"cakkhumanto rūpāni <b>dakkhantī</b>'ti, evam'evaṃ bhotā gotamena anekapariyāyena dhammo pakāsito.",SN12.66,sammasasuttaṃ,"ye'pi hi keci, bhikkhave, anāgatam'addhānaṃ samaṇā vā brāhmaṇā vā yaṃ loke piyarūpaṃ sātarūpaṃ taṃ aniccato dakkhissanti dukkhato dakkhissanti anattato <b>dakkhissanti</b> rogato dakkhissanti bhayato dakkhissanti, te taṇhaṃ pajahissanti."
dadāti,pr,gives; offers; donates; grants (something to someone),TH251,raṭṭhapālattheragāthā,"passāmi loke sadhane manusse, laddhāna vittaṃ na <b>dadanti</b> mohā.
luddhā dhanaṃ sannicayaṃ karonti, bhiyyo'va kāme abhipatthayanti.",SN1.47,vanaropasuttaṃ,"papañ'ca udapānañ'ca,
ye <b>dadanti</b> upassayaṃ,
tesaṃ divā ca ratto ca,
sadā puññaṃ pavaḍḍhati.",SN46.53,"bojjhaṅgasaṃyuttaṃ, aggisuttaṃ","so tattha allāni c'eva tiṇāni pakkhipeyya, allāni ca gomayāni pakkhipeyya, allāni ca kaṭṭhāni pakkhipeyya, udakavātañ'ca <b>dadeyya</b>, paṃsukena ca okireyya, bhabbo nu kho so puriso parittaṃ aggiṃ ujjālitun'ti?",,,
dassī 2,adj,who sees; who knows; who perceives; who understands,SNP42,"suddhaṭṭhakasuttaṃ
aṭṭhakavaggo 4","sa sabbadhammesu visenibhūto,
yaṃ kiñci diṭṭhaṃ va sutaṃ mutaṃ vā,
tam'eva <b>dassiṃ</b> vivaṭaṃ carantaṃ,
ken'īdha lokasmi vikappayeyya.",SNP44,"jarāsuttaṃ
aṭṭhakavaggo 6","sokapparidevamaccharaṃ,
na jahanti giddhā mamāyite,
tasmā munayo pariggahaṃ,
hitvā acariṃsu khema<b>dassino</b>.",DHP76,paṇḍitavaggo,"nidhīnaṃ'va pavattāraṃ, yaṃ passe vajja<b>dassinaṃ</b>,
niggayhavādiṃ medhāviṃ, tādisaṃ paṇḍitaṃ bhaje,
tādisaṃ bhajamānassa, seyyo hoti na pāpiyo.",,,
dātar 1,masc,giver; donor (of),AN5.37,bhojanasuttaṃ,"āyudo balado dhīro, vaṇṇado paṭibhānado. sukhassa <b>dātā</b> medhāvī, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ'ca paṭibhānakaṃ, dīgh'āyu yasavā hoti, yattha yatth'ūpapajjati.",SNP37,"nālakasuttaṃ
mahāvaggo 11","sa pattapāṇi vicaranto,
amūgo mūgasammato,
appaṃ dānaṃ na hīḷeyya,
<b>dātāraṃ</b> n'āvajāniyā.",DN30.10,lakkhaṇasuttaṃ,<b>dātā</b> ca ahosi sukhumānaṃ mudukānaṃ attharaṇānaṃ pāvuraṇānaṃ khomasukhumānaṃ kappāsikasukhumānaṃ koseyyasukhumānaṃ kambalasukhumānaṃ,MN18,madhupiṇḍikasuttaṃ,"so h'āvuso, bhagavā jānaṃ jānāti, passaṃ passati, cakkhubhūto ñāṇabhūto dhammabhūto brahmabhūto, vattā pavattā, atthassa ninnetā, amatassa <b>dātā</b>, dhammassāmī tathāgato."
dāra,masc,wife,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","mātāpitu upaṭṭhānaṃ, putta<b>dārassa</b> saṅgaho.
anākulā ca kamm'antā, etam'maṅgalam'uttamaṃ.",SNP6,"parābhavasuttaṃ
uragavaggo 6","sehi <b>dārehi</b> asantuṭṭho,
vesiyāsu padussati,
dussati paradāresu,
taṃ parābhavato mukhaṃ.",DHP246,malavaggo,"yo pāṇam'atipāteti, musāvādañ'ca bhāsati.
loke adinnam'ādiyati, para<b>dārañ</b>'ca gacchati.",,,
divā,ind,by day; during the day,SNP13,"ratanasuttaṃ
cūḷavaggo 1","tasmā hi bhūtā nisāmetha sabbe, mettaṃ karotha mānusiyā pajāya.
<b>divā</b> ca ratto ca haranti ye baliṃ, tasmā hi ne rakkhatha appamattā.",SN1.47,vanaropasuttaṃ,"papañ'ca udapānañ'ca,
ye dadanti upassayaṃ,
tesaṃ <b>divā</b> ca ratto ca,
sadā puññaṃ pavaḍḍhati.",AN4.122,ūmibhayasuttaṃ,"yam'pi no saddhā gahapatikā <b>divā</b> vikāle paṇītaṃ khādanīyaṃ vā bhojanīyaṃ vā denti, tatra'p'ime mukh'āvaraṇaṃ maññe karontī'ti.",AN3.91,dutiyasikkhattayasuttaṃ,"yathā divā tathā rattiṃ, yathā rattiṃ tathā <b>divā</b>,
abhibhuyya disā sabbā, appamāṇasamādhinā."
