pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
gambhīrapañña,adj,with profound understanding; having deep wisdom,SNP13,"ratanasuttaṃ
cūḷavaggo 1","ye ariyasaccāni vibhāvayanti, <b>gambhīrapaññena</b> sudesitāni.
kiñ'cā'pi te honti bhusappamattā, na te bhavaṃ aṭṭhamam'ādiyanti.",DHP403,brāhmaṇavaggo,"<b>gambhīrapaññaṃ</b> medhāviṃ,
magg'āmaggassa kovidaṃ,
uttam'attham'anuppattaṃ,
tam'ahaṃ brūmi brāhmaṇaṃ.",,,,,,
gahapatiratana,nt,steward treasure; householder treasure; one of the seven treasures of a universal ruler,MN91,brahmāyusuttaṃ,"tass'imāni satta ratanāni bhavanti, seyyath'idaṃ, cakkaratanaṃ, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, <b>gahapatiratanaṃ</b>, pariṇāyakaratanam'eva sattamaṃ.",,,,,,,,,
gimha,masc,heat; warmth,SNP13,"ratanasuttaṃ
cūḷavaggo 1","vanappagumbe yatha phussit'agge,
gimhānamāse paṭhamasmiṃ <b>gimhe</b>,
tath'ūpamaṃ dhammavaraṃ adesayi,
nibbānagāmiṃ paramaṃ hitāya,
idam'pi buddhe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,,,,,,,
gimhāna,nt,hot season; summer,SNP13,"ratanasuttaṃ
cūḷavaggo 1","vanappagumbe yathā phussit'agge, <b>gimhāna</b>māse paṭhamasmiṃ gimhe. tath'ūpamaṃ dhammavaraṃ adesayi, nibbānagāmiṃ paramaṃ hitāya.",VIN1.4.3.4,vassikasāṭikasikkhāpadaṃ,addhamāso seso gimhānan'ti katvā nivāsetabbanti. addhamāse sese <b>gimhāne</b> katvā nivāsetabbaṃ,SN54.9,vesālīsuttaṃ,"seyyathā'pi <b>gimhānaṃ</b> pacchime māse ūhataṃ rajojallaṃ, tam'enaṃ mahāakālamegho ṭhānaso antaradhāpeti vūpasameti",,,
gimhānamāsa,masc,hot month; hottest month,SNP13,"ratanasuttaṃ
cūḷavaggo 1","vanappagumbe yatha phussit'agge,
<b>gimhānamāse</b> paṭhamasmiṃ gimhe,
tath'ūpamaṃ dhammavaraṃ adesayi,
nibbānagāmiṃ paramaṃ hitāya,
idam'pi buddhe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,,,,,,,
cakkaratana,nt,jewelled wheel; wheel treasure; one of the seven treasures of a universal ruler,DN26.2,cakkavattisuttaṃ,"addasā kho, bhikkhave, so puriso bahunnaṃ vassānaṃ bahunnaṃ vassasatānaṃ bahunnaṃ vassasahassānaṃ accayena dibbaṃ <b>cakkaratanaṃ</b> osakkitaṃ ṭhānā cutaṃ",DN17.3,mahāsudassanasuttaṃ,"idh'ānanda, rañño mahāsudassanassa tadah'uposathe pannarase sīsaṃ nhātassa uposathikassa uparipāsādavaragatassa dibbaṃ <b>cakkaratanaṃ</b> pāturahosi sahass'āraṃ sanemikaṃ sanābhikaṃ sabbākāraparipūraṃ.",MN91,brahmāyusuttaṃ,"tass'imāni satta ratanāni bhavanti, seyyath'idaṃ, <b>cakkaratanaṃ</b>, hatthiratanaṃ, assaratanaṃ, maṇiratanaṃ, itthiratanaṃ, gahapatiratanaṃ, pariṇāyakaratanam'eva sattamaṃ.",,,
catasso,card,four (4),AN10.29,paṭhamakosalasuttaṃ,"<b>catasso</b> imā, bhikkhave, paṭipadā. katamā <b>catasso</b>? dukkhā paṭipadā dandh'ābhiññā, dukkhā paṭipadā khipp'ābhiññā, sukhā paṭipadā dandh'ābhiññā, sukhā paṭipadā khipp'ābhiññā. imā kho, bhikkhave, <b>catasso</b> paṭipadā.",SNP71,"piṅgiya māṇava pucchā
pārāyanavaggo 16","disā catasso vidisā <b>catasso</b>,
uddhaṃ adho dasa disā imāyo,
na tuyhaṃ adiṭṭhaṃ asutaṃ amutaṃ,
atho aviññātaṃ kiñcanam'atthi loke,
ācikkha dhammaṃ yam'ahaṃ vijaññaṃ,
jātijarāya idha vippahānaṃ.",MN4,bhayabheravasuttaṃ,"so anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyath'idaṃ, ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo <b>catasso</b>'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo",,,
catu,card,four (4),AN4.67,ahirājasuttaṃ,"apādakehi me mettaṃ,
mettaṃ dipādakehi me.
<b>catu</b>ppadehi me mettaṃ,
mettaṃ bahuppadehi me.",VIBH6.1,paṭiccasamuppādavibhaṅgo,"idaṃ vuccati nāmaṃ. tattha katamaṃ rūpaṃ? cattāro mahābhūtā, <b>catunnañ</b>'ca mahābhūtānaṃ upādāyarūpaṃ. idaṃ vuccati rūpaṃ.",,,,,,
catuttha 1,ordin,fourth (4th),SN45.8,vibhaṅgasuttaṃ,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ <b>catutthaṃ</b> jhānaṃ upasampajja viharati.",DN13.8,tevijjasuttaṃ,"mettāsahagatena cetasā ekaṃ disaṃ pharitvā viharati, tathā dutiyaṃ, tathā tatiyaṃ, tathā <b>catutthaṃ</b>.",MN9,sammādiṭṭhisuttaṃ,"kabaḷīkāro āhāro oḷāriko vā sukhumo vā, phasso dutiyo, manosañcetanā tatiyā, viññāṇaṃ <b>catutthaṃ</b>",,,
caturāsīti,card,eighty-four (84),MJG,,<b>caturāsīti</b>sahassadhammakkhandh'ānubhāvena piṭakattay'ānubhavena jinasāvak'ānubhāvena,DN14.10,mahāpadānasuttaṃ,"atha kho, bhikkhave, vipassī bodhisatto aparena samayena eko gaṇamhā vūpakaṭṭho vihāsi, aññen'eva tāni <b>caturāsīti</b> pabbajitasahassāni agamaṃsu, aññena maggena vipassī bodhisatto.",DN14.4,mahāpadānasuttaṃ,"alatthuṃ kho, bhikkhave, tāni <b>caturāsīti</b>pāṇasahassāni vipassissa bhagavato arahato sammāsambuddhassa santike pabbajjaṃ alatthuṃ upasampadaṃ",DN14.14,mahāpadānasuttaṃ,evam'eva tesaṃ <b>caturāsīti</b>pāṇasahassānaṃ tasmiṃ'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ udapādi
caturo,card,four (4),DHP273,maggavaggo,"maggān'aṭṭh'aṅgiko seṭṭho,
saccānaṃ <b>caturo</b> padā,
virāgo seṭṭho dhammānaṃ,
dvipadānañ'ca cakkhumā.",SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","paññaṃ purakkhatvā kalyāṇapīti,
vikkhambhaye tāni parissayāni,
aratiṃ sahetha sayanamhi pante,
<b>caturo</b> sahetha paridevadhamme.",SNP5,"cundasuttaṃ
uragavaggo 5","<b>caturo</b> samaṇā na pañcam'atthi,
te te āvikaromi sakkhipuṭṭho,
maggajino maggadesako ca,
magge jīvati yo ca maggadūsī.",,,
catūhi 2,card,from four,SNP13,"ratanasuttaṃ
cūḷavaggo 1","<b>catūhi</b>-apāyehi ca vippamutto,
cha c'ābhiṭhānāni abhabba kātuṃ,
idam'pi saṅghe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,,,,,,,
cattārīsā,card,forty (40),MN56,upālisuttaṃ,"dasa'pi, bhante, purisā, vīsam'pi, bhante, purisā, tiṃsam'pi, bhante, purisā, <b>cattārīsam</b>'pi, bhante, purisā, paññāsam'pi, bhante, purisā nappahonti yāvatikā imissā nāḷandāya pāṇā te ekena khaṇena ekena muhuttena ekaṃ maṃsakhalaṃ ekaṃ maṃsapuñjaṃ kātuṃ.",SN12.61,assutavāsuttaṃ,"vīsati'pi vassāni tiṭṭhamāno tiṃsam'pi vassāni tiṭṭhamāno <b>cattārīsam</b>'pi vassāni tiṭṭhamāno paññāsam'pi vassāni tiṭṭhamāno vassasatam'pi tiṭṭhamāno, bhiyyo'pi tiṭṭhamāno.",UD78,visākhāsuttaṃ,"yesaṃ <b>cattārīsaṃ</b> piyāni, <b>cattārīsaṃ</b> tesaṃ dukkhāni,
yesaṃ tiṃsaṃ piyāni, tiṃsaṃ tesaṃ dukkhāni,
yesaṃ vīsati piyāni, vīsati tesaṃ dukkhāni",,,
cattālīsā,card,forty (40),MN91,brahmāyusuttaṃ,"<b>cattālīsa</b>danto kho pana so bhavaṃ gotamo, idam'pi tassa bhoto gotamassa mahāpurisassa mahāpurisalakkhaṇaṃ bhavati.",MN4,bhayabheravasuttaṃ,"vīsam'pi jātiyo tiṃsam'pi jātiyo <b>cattālīsam</b>'pi jātiyo paññāsam'pi jātiyo jātisatam'pi, jātisahassam'pi jātisatasahassam'pi",,,,,,
cātumahābhūtika,adj,composed of four primary states; made of the four great elements,AN9.15,gaṇḍasuttaṃ,"gaṇḍo'ti kho, bhikkhave, imass'etaṃ <b>cātumahābhūtikassa</b> kāyassa adhivacanaṃ mātāpettikasambhavassa odanakummās'ūpacayassa anicc'ucchādana-parimaddana-bhedana-viddhaṃsanadhammassa.",DN2.24,sāmaññaphalasuttaṃ,"ayaṃ kho me kāyo rūpī <b>cātumahābhūtiko</b> mātāpettikasambhavo odana-kummāsa-upacayo anicc'ucchādana-parimaddana-bhedana-viddhaṃsana-dhammo, idañ'ca pana me viññāṇaṃ ettha sitaṃ ettha paṭibaddhan'ti",SN12.61,assutavāsuttaṃ,dissat'āyaṃ <b>cātumahābhūtiko</b> kāyo ekam'pi vassaṃ tiṭṭhamāno dve'pi vassāni tiṭṭhamāno tīṇi'pi vassāni tiṭṭhamāno cattāri'pi vassāni tiṭṭhamāno,,,
cha 2.1,card,six (6),SNP13,"ratanasuttaṃ
cūḷavaggo 1","catūh'apāyehi ca vippamutto,
<b>cha</b> cābhiṭhānāni abhabbo kātuṃ",SN35.247,chappāṇakasuttaṃ,"seyyathā'pi, bhikkhave, puriso <b>cha</b>ppāṇake gahetvā nānāvisaye nānāgocare daḷhāya rajjuyā bandheyya.",MN10.13,mahāsatipaṭṭhānasuttaṃ,"puna caparaṃ, bhikkhave, bhikkhu dhammesu dhamm'ānupassī viharati <b>chasu</b> ajjhattikabāhiresu āyatanesu.",MN107,gaṇakamoggallānasuttaṃ,"mayañ'hi, bho gotama, antevāsiṃ labhitvā paṭhamaṃ evaṃ gaṇāpema, ekaṃ ekakaṃ, dve dukā, tīṇi tikā, cattāri catukkā, pañca pañcakā, <b>cha</b> chakkā, satta sattakā, aṭṭha aṭṭhakā"
chaṭṭha,ordin,sixth (6th),UD45,uposathasuttaṃ,"ayaṃ, bhikkhave, mahāsamudde <b>chaṭṭho</b> acchariyo abbhuto dhammo, yaṃ disvā disvā asurā mahāsamudde abhiramanti",AN8.2,paññāsuttaṃ,"ayaṃ, bhikkhave, <b>chaṭṭho</b> hetu <b>chaṭṭho</b> paccayo ādibrahmacariyikāya paññāya appaṭiladdhāya paṭilābhāya, paṭiladdhāya bhiyyobhāvāya vepullāya bhāvanāya pāripūriyā saṃvattati.",VIN PAT PC,suddhapācittiyā,surāpānavaggo <b>chaṭṭho</b>.,SN1.30,eṇijaṅghasuttaṃ,"pañca kāmaguṇā loke, mano<b>chaṭṭhā</b> paveditā,
ettha chandaṃ virājetvā, evaṃ dukkhā pamuccatī'ti."
chattiṃsā,card,thirty six (36),SN12.67,naḷakalāpīsuttaṃ,"idañ'ca pana mayaṃ āyasmato sāriputtassa bhāsitaṃ imehi <b>chattiṃsāya</b> vatthūhi anumodāma, jarāmaraṇassa ce, āvuso, bhikkhu nibbidāya virāgāya nirodhāya dhammaṃ deseti, dhammakathiko bhikkhū'ti alaṃ vacanāya.",VIN4.9.269,appaṭinissagge ukkhepanīyakamma paṭippassaddhi kathā,imamhi khandhake vatthūni <b>chattiṃsā</b>'ti,SN36.22,aṭṭhasatasuttaṃ,"aṭṭhārasā'pi mayā vedanā vuttā pariyāyena, <b>chattiṃsā</b>'pi mayā vedanā vuttā pariyāyena, aṭṭhasatam'pi mayā vedanā vuttā pariyāyena.",SN36.22,aṭṭhasatasuttaṃ,"katamā ca <b>chattiṃsa</b> vedanā? cha gehasitāni somanassāni, cha nekkhammasitāni somanassāni, cha gehasitāni domanassāni, cha nekkhammasitāni domanassāni, cha gehasitā upekkhā, cha nekkhammasitā upekkhā"
jātisata,nt,one hundred lives,AN8.11,verañjasuttaṃ,"vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo <b>jātisatam</b>'pi, jātisahassam'pi jātisatasahassam'pi",,,,,,,,,
jātisatasahassa,nt,one hundred thousand lives,AN8.11,verañjasuttaṃ,"vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi, jātisahassam'pi <b>jātisatasahassam</b>'pi",,,,,,,,,
jātisahassa,nt,one thousand lives,AN8.11,verañjasuttaṃ,"vīsam'pi jātiyo tiṃsam'pi jātiyo cattālīsam'pi jātiyo paññāsam'pi jātiyo jātisatam'pi, <b>jātisahassam</b>'pi jātisatasahassam'pi",,,,,,,,,
tatiya 1.1,ordin,third (3rd),SN45.8,vibhaṅgasuttaṃ,"pītiyā ca virāgā upekkhako ca viharati, sato ca sampajāno, sukhañ'ca kāyena paṭisaṃvedeti, yaṃ taṃ ariyā ācikkhanti, upekkhako satimā sukhavihārī'ti <b>tatiyaṃ</b> jhānaṃ upasampajja viharati.",DN13.8,tevijjasuttaṃ,"mettāsahagatena cetasā ekaṃ disaṃ pharitvā viharati, tathā dutiyaṃ, tathā <b>tatiyaṃ</b>, tathā catutthaṃ.",AN3.36,devadūtasuttaṃ,ambho purisa na tvaṃ addasa manussesu <b>tatiyaṃ</b> devadūtaṃ pātubhūtan'ti? so evam'āha nāddasaṃ bhante'ti,SN12.63,puttamaṃsūpamasuttaṃ,"cattāro'me āhārā bhūtānaṃ vā sattānaṃ ṭhitiyā sambhav'esīnaṃ vā anuggahāya, kabaḷīkāro āhāro oḷāriko vā sukhumo vā, phasso dutiyo, manosañcetanā <b>tatiyā</b>, viññāṇaṃ catutthaṃ"
tathūpama,adj,comparable in the same way; similar to that; like this,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yath'indakhīlo pathaviṃ sito siyā,
catubbhi vātehi asampakampiyo,
<b>tath'ūpamaṃ</b> sappurisaṃ vadāmi,
yo ariyasaccāni avecca passati,
idam'pi saṅghe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",MN40,cūḷāssapurasuttaṃ,"seyyathā'pi, bhikkhave, matajaṃ nāma āvudhajātaṃ ubhatodhāraṃ pītanisitaṃ. tadassa saṅghāṭiyā sampārutaṃ sampaliveṭhitaṃ. <b>tath'ūpam</b>'āhaṃ, bhikkhave, imassa bhikkhuno pabbajjaṃ vadāmi.",SN22.80,piṇḍolyasuttaṃ,"<b>tath'ūpam</b>'āhaṃ, bhikkhave, imaṃ puggalaṃ vadāmi gihibhogā ca parihīno, sāmaññ'atthañ'ca na paripūreti.",,,
tamenaṃ,sandhi,that one; him; her; that thing; that person,MN107,gaṇakamoggallānasuttaṃ,"<b>tam'enaṃ</b> tathāgato uttariṃ vineti, ehi tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ disvā mā nimittaggāhī hohi m'ānubyañjanaggāhī",SN47.20,janapadakalyāṇīsuttaṃ,"<b>tam'enaṃ</b> evaṃ vadeyya, ayaṃ te, ambho purisa, samatittiko telapatto antarena ca mahāsamajjaṃ antarena ca janapadakalyāṇiyā pariharitabbo.",SN17.3,kummasuttaṃ,"agamāsi kho, bhikkhave, so kummo taṃ padesaṃ. <b>tam'enaṃ</b> luddo papatāya vijjhi.",VIN PAT AN 1,paṭhamāniyata sikkhāpada,"<b>tam'enaṃ</b> saddheyyavacasā upāsikā disvā tiṇṇaṃ dhammānaṃ aññatarena vadeyya, pārājikena vā saṅghādisesena vā pācittiyena vā"
tayo 1,card,three (3),TH178,yasojattheragāthā,"yathā brahmā tathā eko,
yathā devo tathā duve,
yathā gāmo tathā <b>tayo</b>,
kolāhalaṃ tat'uttarin'ti.",DN33.6,saṅgītisuttaṃ,<b>tayo</b> vihārā dibbo vihāro brahmā vihāro ariyo vihāro,VIN PAT SA 11,bhedānuvattaka sikkhāpada,"tass'eva kho pana bhikkhussa bhikkhū honti, anuvattakā vaggavādakā, eko vā dve vā <b>tayo</b> vā, te evaṃ vadeyyuṃ",SN12.63,puttamaṃsūpamasuttaṃ,"puttamaṃsāni khādantā evaṃ taṃ kantār'āvasesaṃ nitthareyyāma, mā sabb'eva <b>tayo</b> vinassimhā'ti."
tasmiṃ 1,pron,in that; in that person,SNP44,"jarāsuttaṃ
aṭṭhakavaggo 6","sabbattha munī anissito,
na piyaṃ kubbati no'pi appiyaṃ,
<b>tasmiṃ</b> paridevamaccharaṃ,
paṇṇe vāri yathā na limpati.",DN5.10,kūṭadantasuttaṃ,"<b>tasmiṃ</b> kho, brāhmaṇa, yaññe n'eva gāvo haññiṃsu, na aj'eḷakā haññiṃsu, na kukkuṭasūkarā haññiṃsu, na vividhā pāṇā saṃghātaṃ āpajjiṃsu, na rukkhā chijjiṃsu yūpatthāya, na dabbhā lūyiṃsu barihisatthāya.",DN14.14,mahāpadānasuttaṃ,evam'eva tesaṃ caturāsītipāṇasahassānaṃ <b>tasmiṃ</b>'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ udapādi,MN22,alagaddūpamasuttaṃ,"taṃ kiṃ maññatha, bhikkhave, api nu so puriso evaṃkārī <b>tasmiṃ</b> kulle kiccakārī assā'ti? no h'etaṃ, bhante."
tassassu,sandhi,of that there would be,SN56.40,vādatthikasuttaṃ,"seyyathā'pi, bhikkhave, silāyūpo soḷasa kukkuko. <b>tass'assu</b> aṭṭha kukku heṭṭhā nemaṅ'gamā, aṭṭha kukku uparinemassa.",AN9.15,gaṇḍasuttaṃ,"seyyathā'pi, bhikkhave, gaṇḍo anekavassagaṇiko. <b>tass'assu</b> gaṇḍassa nava vaṇamukhāni nava abhedanamukhāni. tato yaṃ kiñci pagghareyya, asuci'y'eva pagghareyya, duggandhaṃ'y'eva pagghareyya, jegucchiyaṃ'y'eva pagghareyya.",,,,,,
taṃ kiṃ maññatha,idiom,what do you think?; how do you feel about?,SN22.59,anattalakkhaṇasuttaṃ,"<b>taṃ kiṃ maññatha</b>, bhikkhave, rūpaṃ niccaṃ vā aniccaṃ vā'ti? aniccaṃ, bhante.",SN47.20,janapadakalyāṇīsuttaṃ,"<b>taṃ kiṃ maññatha</b>, bhikkhave, api nu so puriso amuṃ telapattaṃ amanasikaritvā bahiddhā pamādaṃ āhareyyā'ti?",SN12.63,puttamaṃsūpamasuttaṃ,<b>taṃ kiṃ maññatha</b> api nu so puriso divasaṃ tīhi sattisatehi haññamāno tatonidānaṃ dukkhaṃ domanassaṃ paṭisaṃvediyethā'ti?,,,
ti 1,card,three (3),SN56.11,dhammacakkappavattanasuttaṃ,"yāvakīvañ'ca me, bhikkhave, imesu catūsu ariyasaccesu evaṃ <b>ti</b>parivaṭṭaṃ dvādas'ākāraṃ yathābhūtaṃ ñāṇadassanaṃ na suvisuddhaṃ ahosi,",AN3.4,accayasuttaṃ,"yehi <b>tīhi</b> dhammehi samannāgato bālo veditabbo te tayo dhamme abhinivajjetvā, yehi tīhi dhammehi samannāgato paṇḍito veditabbo te tayo dhamme samādāya vattissāmā'ti.",MN43,mahāvedallasuttaṃ,"kati pan'āvuso, bhavā'ti? <b>tayo</b>'me, āvuso, bhavā, kāmabhavo, rūpabhavo, arūpabhavo'ti.",SN12.63,puttamaṃsūpamasuttaṃ,taṃ kiṃ maññatha api nu so puriso divasaṃ <b>tīhi</b> sattisatehi haññamāno tatonidānaṃ dukkhaṃ domanassaṃ paṭisaṃvediyethā'ti?
tiṭṭhamāna,prp,standing; remaining,SN12.61,assutavāsuttaṃ,"dissat'āyaṃ, bhikkhave, cātumahābhūtiko kāyo ekam'pi vassaṃ <b>tiṭṭhamāno</b> dve'pi vassāni <b>tiṭṭhamāno</b> tīṇi'pi vassāni <b>tiṭṭhamāno</b>",VIN PAT NP 10,rājasikkhāpadaṃ,"catukkhattuṃ pañcakkhattuṃ chakkhattu'paramaṃ tuṇhībhūto uddissa <b>tiṭṭhamāno</b> taṃ cīvaraṃ abhinipphādeyya, icc'etaṃ kusalaṃ, tato ce uttari vāyamamāno taṃ cīvaraṃ abhinipphādeyya, nissaggiyaṃ pācittiyaṃ.",,,,,,
tiṇṇaṃ,card,of three,MJG,,buddharatanaṃ dhammaratanaṃ saṅgharatanaṃ <b>tiṇṇaṃ</b> ratanānaṃ ānubhāvena,DHP157,attavaggo,"attānañ'ce piyaṃ jaññā,
rakkheyya naṃ surakkhitaṃ,
<b>tiṇṇaṃ</b> aññataraṃ yāmaṃ,
paṭijaggeyya paṇḍito.",SN35.93,dutiyadvayasuttaṃ,"yā kho, bhikkhave, imesaṃ <b>tiṇṇaṃ</b> dhammānaṃ saṅgati sannipāto samavāyo, ayaṃ vuccati cakkhusamphasso. cakkhusamphasso'pi anicco vipariṇāmī aññathābhāvī.",VIN PAT AN 1,paṭhamāniyata sikkhāpada,"tam'enaṃ saddheyyavacasā upāsikā disvā <b>tiṇṇaṃ</b> dhammānaṃ aññatarena vadeyya, pārājikena vā saṅghādisesena vā pācittiyena vā"
tisso,card,three (3),MN4,bhayabheravasuttaṃ,"so anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyath'idaṃ, ekam'pi jātiṃ dve'pi jātiyo <b>tisso</b>'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo",VIN1.1.1,"paṭhamapārājikaṃ, santhatabhāṇavāro","sikkhā'ti <b>tisso</b> sikkhā, adhisīlasikkhā, adhicittasikkhā, adhipaññāsikkhā. tatra y'āyaṃ adhisīlasikkhā, ayaṃ imasmiṃ atthe adhippetā sikkhā'ti.",,,,,,
tiṃsaṃ,card,thirty (30),SN54.9,vesālīsuttaṃ,"dasa'pi bhikkhū ek'āhena satthaṃ āharanti, vīsam'pi bhikkhū ek'āhena satthaṃ āharanti, <b>tiṃsam</b>'pi bhikkhū ek'āhena satthaṃ āharanti.",SN12.61,assutavāsuttaṃ,"vīsati'pi vassāni tiṭṭhamāno <b>tiṃsam</b>'pi vassāni tiṭṭhamāno cattārīsam'pi vassāni tiṭṭhamāno paññāsam'pi vassāni tiṭṭhamāno vassasatam'pi tiṭṭhamāno, bhiyyo'pi tiṭṭhamāno.",MN4,bhayabheravasuttaṃ,"so anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyath'idaṃ, ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo <b>tiṃsam</b>'pi jātiyo",,,
dasa 1.1,card,ten (10),AN10.48,pabbajitābhiṇhasuttaṃ,<b>dasa</b> ime bhikkhave dhammā pabbajitena abhiṇhaṃ paccavekkhitabbā. katame dasa?,AN10.8,jhānasuttaṃ,"imehi kho, bhikkhave, <b>dasahi</b> dhammehi samannāgato bhikkhu samantapāsādiko ca hoti sabb'ākāraparipūro cā'ti.",MN4,bhayabheravasuttaṃ,"so anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyath'idaṃ, ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo catasso'pi jātiyo pañca'pi jātiyo <b>dasa</b>'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo",MN107,gaṇakamoggallānasuttaṃ,"nava navakā, <b>dasa</b> dasakā'ti, satampi mayaṃ, bho gotama, gaṇāpema, bhiyyopi gaṇāpema."
dasama 1,ordin,tenth (10th),Sri Lanka,buddhavassasajjhāyanā,"aṭṭhamaṃ adhiṭṭhānapārami, navamaṃ mettāpārami, <b>dasamaṃ</b> upekkhāpāramī'ti",SNP6,"parābhavasuttaṃ
uragavaggo 6","iti h'etaṃ vijānāma,
navamo so parābhavo,
<b>dasamaṃ</b> bhagavā brūhi,
kiṃ parābhavato mukhaṃ.",,,,,,
dissati 1,pr,is seen; is observed; is manifest,AN3.40,ādhipateyyasuttaṃ,"mahantasmiṃ kho pana lokasannivāse santi samaṇabrāhmaṇā iddhimanto dibbacakkhukā paracittaviduno. te dūrato'pi passanti, āsannā'pi na <b>dissanti</b>, cetasā'pi cittaṃ pajānanti.",SN12.61,assutavāsuttaṃ,"<b>dissati</b>, bhikkhave, imassa cātumahābhūtikassa kāyassa ācayo'pi apacayo'pi ādānam'pi nikkhepanam'pi",DHP304,pakiṇṇakavaggo,"dūre santo pakāsenti, himavanto'va pabbato,
asant'ettha na <b>dissanti</b>, rattiṃ khittā yathā sarā.",MN107,gaṇakamoggallānasuttaṃ,"seyyathā'pi, bho gotama, imassa migāramātupāsādassa <b>dissati</b> anupubbasikkhā anupubbakiriyā anupubbapaṭipadā yadidaṃ, yāva pacchimasopānakaḷevarā."
disvā,abs,having seen; having understood; having found out,MN107,gaṇakamoggallānasuttaṃ,"tam'enaṃ tathāgato uttariṃ vineti, ehi tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ <b>disvā</b> mā nimittaggāhī hohi m'ānubyañjanaggāhī",SN35.247,chappāṇakasuttaṃ,"kathañ'ca, bhikkhave, saṃvaro hoti? idha, bhikkhave, bhikkhu cakkhunā rūpaṃ <b>disvā</b> piyarūpe rūpe n'ādhimuccati, appiyarūpe rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati appamāṇacetaso",SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","ete vivādā samaṇesu jātā,
etesu ugghāti nighāti hoti,
etam'pi <b>disvā</b> virame kath'ojjaṃ,
na h'añña'd'atth'atthi pasaṃsalābhā.",VIN PAT AN 1,paṭhamāniyata sikkhāpada,"tam'enaṃ saddheyyavacasā upāsikā <b>disvā</b> tiṇṇaṃ dhammānaṃ aññatarena vadeyya, pārājikena vā saṅghādisesena vā pācittiyena vā"
divasaṃ,ind,by day; during the day; for a day,MN107,gaṇakamoggallānasuttaṃ,<b>divasaṃ</b> caṅkamena nisajjāya āvaraṇīyehi dhammehi cittaṃ parisodhehi,SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4",seyyathā'pi nāma phālo <b>divasaṃ</b> santatto udake pakkhitto cicciṭāyati ciṭiciṭāyati sandhūpāyati sampadhūpāyati. evam'eva so pāyaso udake pakkhitto cicciṭāyati ciṭiciṭāyati sandhūpāyati sampadhūpāyati.,SN12.63,puttamaṃsūpamasuttaṃ,taṃ kiṃ maññatha api nu so puriso <b>divasaṃ</b> tīhi sattisatehi haññamāno tatonidānaṃ dukkhaṃ domanassaṃ paṭisaṃvediyethā'ti?,MN152,indriyabhāvanāsuttaṃ,"balavā puriso <b>divasaṃ</b>santatte ayokaṭāhe dve vā tīṇi vā udakaphusitāni nipāteyya. dandho, ānanda, udakaphusitānaṃ nipāto"
duccarita 2,nt,misconduct; misbehaviour; bad behaviour (by),DHP242,malavaggo,"mal'itthiyā <b>duccaritaṃ</b>,
maccheraṃ dadato malaṃ,
malā ve pāpakā dhammā,
asmiṃ loke paramhi ca.",SN3.4,piyasuttaṃ,ye ca kho keci kāyena <b>duccaritaṃ</b> caranti vācāya <b>duccaritaṃ</b> caranti manasā <b>duccaritaṃ</b> caranti tesaṃ appiyo attā,AN10.61,avijjāsuttaṃ,"pañca'p'āhaṃ nīvaraṇe sāhāre vadāmi, no anāhāre. ko c'āhāro pañcannaṃ nīvaraṇānaṃ? tīṇi <b>duccaritānī</b>'ti'ssa vacanīyaṃ.",,,
