abhisammati | abhi + sam + ya: ceases; pacifies. 
abhisammi | aor. of abhisammati: ceased; pacified. 
abhisāpa | masc.: a curse. 
abhisārikā | fem.: a courtesan. 
abhisiñcati | abhi + sic + ṁ-a: sprinkles over; consecrates. 
abhisiñcana | neut.: consecration; ablution; sprinkling. 
abhisiñci | aor. of abhisiñcati: sprinkled over; consecrated. 
abhisitta | pp. of abhisiñcati: sprinkled over; consecrated. 
abhiseka | masc.: consecration; ablution; sprinkling. 
abhisecana | neut.: consecration; ablution; sprinkling. 
abhiseceti | caus. of abhisiñcati: causes to bring to; causes to offer. 
abhihaṭa | pp. of abhiharati: brought to; offered. 
abhihaṭṭhuṁ | inf. of abhiharati: to bring over. 
abhihata | pp. of abhihanati: struck; hit. 
abhihanati | abhi + han + a: strikes; hits. 
abhihani | aor. of abhihanati: struck; hit. 
abhiharati | abhi + har + a: brings to; to offers. 
abhihari | aor. of abhiharati: brought to; offered. 
abhiharituṁ | inf. of abhiharati: to bring over. 
abhihāra | masc.: bringing near; offering. 
abhihita | neut.: a word; saying. 
abhīta | adj.: fearless; brave. 
abhīru | adj.: fearless; brave. 
abhīruka | adj.: fearless; brave. 
abhūta | adj.: not real; false. (nt.), falsehood. 
abhūtakkhāna | neut.: a lie. 
abhūtavādī | neut.: a liar. 
abhejja | adj.: not to be split or divided. 
abhojja | adj.: unfit to be eaten. 
amaggakusala | adj.: one who does not know the road well. 
amacca | masc.: 1. a privy councillor; 2. a fellow-worker; colleague. 
amajja | neut.: that which is not intoxicating. 
amajjapa | adj.: one who does not take strong drinks; abstaining form intoxicants. 
amata | neut.: ambrosia; the deathless state. 
amatandada | adj.: bringing the deathless state. 
amatapada | neut.: conveying to deathlessness. 
amatamagga | masc.: path to deathlessness. 
amatā | fem.: embolic myrobalan. 
amateyyatā | fem.: disrespect towards one's mother. 
amatta | adj.: not intoxicated. (nt.), small earthen vessel. 
amattaññutā | fem.: immoderation 
amattaññū | adj.: immoderate. 
amattika | neut.: earthenware; crockery. 
amatteyya | adj.: not respecting one's mother. 
amatteyyatā | fem.: disrespect towards one's mother. 
amanāpa | adj.: detesful. 
amanussa | masc.: 1. a demon; a ghost; 2. a deity. 
amama | adj.: unselfish; free from longing. 
amara | adj.: immortal; deathless. (m.), a deity. 
amarā | fem.: an eel. 
amarāvikkhepa | masc.: struggle of an eel. 
amala | adj.: pure; stainless; faultless. 
amātāpitika | adj.: parentless; an orphan. 
amānusa | adj.: non-human. 
amānusika | adj.: non-human. 
amāmaka | adj.: unselfish; free from longing. 
amāvasī | fem.: new-moon day. 
amita | adj.: boundless; immeasurable. 
amitābha | adj.: of boundless lustre. 
amitta | masc.: enemy. 
amilāta | adj.: not withered. 
amilātā | fem.: a medicinal plant, aloe vulgaris. 
amissa | adj.: unmixed. 
amu | pron.: such and such. 
amucchita | adj.: not infatuated; not greedy. 
amutra | adj.: in such and such a place. 
amogha | adj.: not empty; not futile. 
amoha | masc.: wisdom. 
amba | masc.: mango tree. (nt.), mango fruit. 
ambaṅkura | masc.: sprout of a mango. 
ambapakka | neut.: ripe mango. 
ambapāna | neut.: a syrup made from mangoes. 
ambapiṇḍī | fem.: a bunch of mangoes. 
ambara | neut.: 1. a cloth; 2. the sky. 
ambalaṭṭhikā | fem.: a mango plant. 
ambavana | neut.: a mango grove. 
ambasaṇḍa | masc.: a mango grove. 
ambā | fem.: mother. 
ambila | adj.: sour. (m.), sour taste; acid. 
ambu | neut.: water. 
ambucārī | masc.: a fish. 
ambuja | adj.: aquatic. (nt.), a lotus. (m.), a fish. 
ambujjinī | fem.: lotus pond. 
ambuda | masc.: a cloud. 
ambudhara | masc.: a cloud. 
ambho | neut.: hollo! hey! (a particle employed to draw attention). 
ammaṇa | neut.: a standard measure of grain, which is about five bushels. 
ammā | fem.: mother. (Vocative amma is often used to address a girl or a daughter). 
amha | plu. of amhi: we are. (personal pron.), I, we. = amhi (1st. sing. of as, to be) I am. 
amhā | plu. of amhi: we are. 
amhi | 1st. sing. of as, to be: I am. 
aya | masc.: income. (m.; nt.), iron. 
ayaṁ | (nom. sing. of ima), m.; f.: this person. 
ayakapāla | masc.: a lid or pan made of iron. 
ayathā | ind.: false. (Found in cpds. such as ayathābhāva = unreality). 
ayana | neut.: path. 
ayasa | masc. & neut.: ill repute; disgrace. 
ayira | masc.: gentleman; lord; master. (adj.), noble. 
ayiraka | masc.: gentleman; lord; master. (adj.), noble. 
ayutta | adj.: inappropriate. (nt.), injustice. 
ayo |: (aya becomes ayo in cpds.) 
ayokūṭa | masc.: iron hammer. 
ayokhīla | neut.: iron stake. 
ayoguḷa | masc.: iron ball. 
ayogga | adj.: unfit; not suitable. 
ayoghana | neut.: iron club. 
ayojjha | adj.: unconquerable. 
ayodāma | masc.: iron chain. 
ayoniso | adverb: improperly; injudiciously. 
ayomaya | adj.: made of iron. 
ayosaṅku | masc.: iron spike. 
ayya | masc.: gentleman; lord; master. (adj.), noble. 
ayyaka | masc.: grandfather. 
ayyakā | fem.: grandmother. 
ayyaputta | masc.: master's son. 
ayyā | fem.: mistress; lady. 
ayyikā | fem.: grandmother. 
ara | neut.: spoke of a wheel. 
arakkhiya | adj.: not to be guarded. 
araja | adj.: free from dust or impurity. 
arañjara | masc.: a big jar; gallipot. 
arañña | neut.: forest. 
araññaka | adj.: belonging to or living in a forest. 
araññagata | adj.: gone to a forest. 
araññavāsa | masc.: dwelling in a forest. 
araññavihāra | masc.: forest hermitage. 
araññānī | fem.: a big forest. 
araññāyatana | neut.: forest haunt. 
araṇa | adj.: peaceful; passionless. 
araṇi | fem.: a piece of wood for kindling fire by friction. 
araṇimathana | neut.: rubbing of two sticks in order to kindle fire. 
araṇisahita | neut.: the upper stick for friction. 
arati | fem.: non-attachment; aversion. 
aravinda | neut.: a lotus. 
araha | adj.: worthy of; deserving. 
arahati | rah + a: is worthy of; deserves. 
arahatta | neut.: state of an arahant; final emancipation; the highest stage of the Path; sainthood. 
arahattaphala | neut.: final emancipation. 
arahattamagga | masc.: the path to emancipation. 
arahaddhaja | masc.: monks' yellow robe. 
arahanta | masc.: one who has attained the Summum Bonum. 
ari | masc.: enemy. 
ariñcamāna | adj.: not giving up; pursuing earnestly. 
ariṭṭha | adj.: cruel; unlucky. (m.), 1. a crow; 2. nimb tree: 3. soapberry tree. (nt.), medicinal spirit. 
aritta | neut.: a rudder. (adj.), not empty or futile. 
arindama | masc.: tamer of enemies; a conqueror. 
ariya | adj.: noble; distinguished. (m.), a noble man; one who has attained higher knowledge. 
ariyakanta | adj.: agreeable to the Ariyas. 
ariyadhana | neut.: sublime treasure of the Ariyas. 
ariyadhamma | masc.: noble practice. 
ariyapatha | masc.: deportment; four postures, viz: walking; standing; sitting, and lying down. 
ariyapuggala | masc.: one who has attained higher wisdom. 
ariyamagga | masc.: the path to attain higher wisdom. 
ariyasacca | neut.: an established fact; noble truth. 
ariyasāvaka | masc.: disciple of the noble ones. 
ariyūpavāda | masc.: insulting a saint. 
arivatti | aor. of parivattati: turned round; rolled; changed about. 
arisa | neut.: haemorrhoids; piles. 
aru | neut.: an old wound; a sore. 
arukā | fem.: an old wound; a sore. 
arukāya | masc.: heap of sores. 
aruṇa | masc.: 1. the dawn; 2. ruddy colour. (adj.), reddish. 
aruṇavaṇṇa | adj.: of the reddish colour. 
aruṇuggamana | neut.: appearance of the reddish colour before sunrise. 
arupakka | adj.: decaying with sores. 
aruvaṇṇa | masc.: of the reddish colour. 
arūpa | adj.: formless; incorporeal; non-substantial. 
arūpakāyika | adj.: belonging to the formless beings. 
arūpabhava | masc.: formless existence. 
arūpaloka | masc.: the world of the formless. 
arūpāvacara | adj.: belonging to the realm of arūpins. 
arūpī | masc.: the formless being. 
are | ind.: he! hollo! I say! 
aroga | adj.: healthy; void of sickness. 
arogabhāva | masc.: health; sicklessness. 
ala | masc. & neut.: claw of a crab, etc. 
alaṁ | ind.: enough! have done with! stop! (adj.), able; suitable. 
alaṁkammaniya | adj.: fit for the purpose. 
alaṁpateyyā | fem.: a woman of marriageable age. (adj.), grown enough to be married. 
alaṁvacanīyā | fem.: 1. a woman who is able to understand what other say; 2. inexhortable. 
alakka | masc.: a rabid dog. 
alakkhika | adj.: unlucky; unfortunate. 
alakkhī | fem.: misfortune; bad luck. 
alagadda | masc.: snake. 
alagga | adj.: not stuck or attached. 
alaggana | neut.: non-attached. 
alaṅkata | pp. of alaṅkaroti: decorated. (adj.), done up. 
alaṅkaraṇa | neut.: 1. decoration; 2. doing up. 
alaṅkaroti | alaṁ + kar + o: adorns; decorates. 
alaṅkāra | masc.: 1. decoration; 2. an ornament. 
alajjī | adj.: shameless; not afraid of sin. 
alattaka | neut.: lac. 
alattakata | adj.: lacquered; varnished with lac. 
alambara | masc.: a kind of drum. 
alasa | adj.: idle; lazy. 
alasaka | neut.: indigestion. 
alasatā | fem.: sloth; laziness. 
alāta | neut.: firebrand. 
alāpu | neut.: long white gourd. 
alābu | neut.: long white gourd. 
alābha | masc.: loss; missing of gain. 
ali | masc.: 1. a bee; 2. a scorpion. 
alika | neut.: lie; falsehood. 
alimpesi | aor. of ālimpeti: 1. smeared; anointed; 2. set fire to. 
alīna | adj.: not sluggish; active. 
aluddha | adj.: generous; liberal. 
alobha | masc.: disinterestedness. 
alola | adj.: not covetous or distracted by desires. 
alolupa | adj.: not covetous or distracted by desires. 
alkkhika | adj. & neut.: misfortune; bad luck. 
alla | adj.: moist; wet; green; fresh. 
allakesa | adj.: with wet hair. 
alladāru | neut.: green wood. 
allavattha | adj.: with wet clothes. 
allasira | adj.: with a wet head. 
allāpa | masc.: conversation. 
allīna | pp. of allīyati: stuck; slung. (adj.), clinging. 
allīyati | ā + lī + ya: clings; sticks to. 
allīyana | neut.: sticking; clinging. 
avaṁsira | adj.: head downward; headlong. 
avakaḍḍhati | va + kaḍḍh + a: draws back. 
avakaḍḍhana | neut.: drawing away or back. 
avakaḍḍhi | aor. of avakaḍḍhati: drew back. 
avakaḍḍhita | pp. of avakaḍḍhati: pulled down; dragged away. 
avakassati | va + kas + a: draws back. 
avakārakaṁ | adverb: scattering about. 
avakāsa | masc.: chance; room; opportunity. 
avakirati | va + kir + a: pours down; throws out; scatters. 
avakiri | aor. of avakirati: poured down; threw out; scattered. 
avakiriya | abs. of avakirati: having scattered or thrown away. 
avakujja | adj.: face downward; bent over. 
avakkanta | pp. of avakkamati: beset with; overwhelmed by. 
avakkanti | fem.: entry. 
avakkamati | va + kam + a: enters; overwhelms. 
avakkami | aor. of avakkamati: entered; overwhelmed. 
avakkamma | abs. of avakkamati: having entered or moved aside. 
avakkāpāti | fem.: a slop basin. 
avakkāra | masc.: 1. throwing away; 2. refuse. 
avakkārapāti | fem.: a slop basin. 
avakkhitta | pp. of avakkhipati: thrown down; dropped; casted down. 
avakkhipati | va + khip + a: throws down; drops; casts down. 
avakkhipana | neut.: putting or throwing down. 
avakkhipi | aor. of avakkhipati: threw down; dropped; casted down. 
avagacchati | va + gam + a: attains; obtains; understands. 
avagacchi | aor. of avagacchati: attained; obtained; understood. 
avagaṇḍakāra | masc.: stuffing of the cheeks with food. 
avagata | pp. of avagacchati: attained; obtained; understood. 
avagāḷha | pp. of avagāhati: plunged into; entered. 
avagāha | masc.: plunging into; entering. 
avagāhati | va + gāh + a: plunges into; enters. 
avagāhana | neut.: plunging into; entering. 
avagāhi | aor. of avagāhati: plunged into; entered. 
avaca | adj.: low. (only in combination uccāvacā = high and low.). 
avacanīya | adj.: not to be admonished. 
avacara | adj.: moving in; frequenting. 
avacaraka | 3.: a spy; of bad character. 
avacaraṇa | neut.: behaviour; occupation; dealing. 
avajāta | adj.: illegitimate; lowborn. 
avajānana | neut.: contempt; despising. 
avajānāti | va + ñā + nā: despises. 
avajāni | aor. of avajānāti: despised. 
avajita | pp. of avajināti: defeated; reconquered. 
avajināti | va + ji + nā: defeats; reconquers. 
avajini | aor. of avajināti: defeated; reconquered. 
avajīyati | va + ji + ya: is diminished or undone. 
anavajja | adj.: unblameable; faultless. 
avajjha | adj.: not to be killed or punished. 
avaññā | fem.: contempt; disrespect. 
avaññāta | pp. of avajānāti: despised. 
avaṭṭhāna | neut.: position; posture. 
avaṭṭhiti | fem.: position; posture. 
avaḍdhi | fem.: decay; loss. 
avaṇṇa | masc.: blame; disrepute. 
avataṁsa | masc.: a garland for the crest. 
avataraṇa | neut.: descending; entering; plunging into. 
avatarati | va + tar + a: descends; enters; plunges into. 
avatari | aor. of avatarati: descended; entered; plunged into. 
avatāra | masc.: descending; entering; plunging into. 
avatiṇṇa | pp. of avatarati: fallen into; affected with. 
avatthaṭa | pp. of avattharati.: covered over; overpowered. 
avattharaṇa | neut.: 1. an array; 2. covering over; 3. overpower. 
avattharati | ava + thar + a: covers over; overpowers. 
avatthari | aor. of avattharati: covered over; overpowered. 
avadāta | adj.: white; clean. 
avadhāraṇa | neut.: emphasis; selection. 
avadhārita | pp. of avadhāreti: selected; affirmed. 
avadhāreti | va + dhar + e: selects; affirms. 
avadhāresi | aor. of avadhāreti: selected; affirmed. 
avadhi | masc.: boundary; limit. 
avanati | fem.: stooping; bending. 
avani | fem.: the earth. 
avabujjhati | va + budh + ya: understands. 
avabujjhana | neut.: knowledge; understanding. 
avabujjhi | aor. of avabujjhati: understood. 
avabodha | masc.: knowledge; understanding. 
avabodheti | va + budh + e: makes perceive. 
avabhāsa | masc.: light; appearance. 
avabhāsati | va + bhās + a: shines. 
avabhāsi | aor. of avabhāsati: shone. 
avabhāsita | pp. of avabhāsati: resplendent; lit with, shone. 
avamaṅgala | neut.: bad luck; ill omen. (adj.) unlucky. 
avamaññati | va + man + ya: slights; despises. 
avamaññanā | fem.: contempt; disregard; disrespect. 
avamaññi | aor. of avamaññati: slight; despised. 
avamata | pp. of avamāneti: despised; disrespected. 
avamāna | masc.: contempt; disregard; disrespect. 
avamānana | neut.: contempt; disregard; disrespect. 
avamānita | pp. of avamāneti: despised; disrespected. 
avamāneti | va + man + e: despises; disrespects. 
avamānesi | aor. of avamāneti: despised; disrespected. 
avayava | masc.: limb; a part; a constituent. 
avaruddha | pp. of avarundhati: put under restraint; besieged; imprisoned. 
avarundhati | va + rudh + ṁ-a: puts under restraint; besieges; imprisons. 
avarundhi | aor. of avarundhati: put under restraint; besieged; imprisoned. 
avarodhaka | masc.: obstructor. 
avarodhana | masc.: obstructor. 
avalakkhaṇa | adj.: ugly; having unlucky signs. 
avalambati | ava + lab + ṁ-a: hangs down. 
avalambana | neut.: 1. hanging down; 2. help. 
avalambi | aor. of avalambati: hung down. 
avalambita | pp. of avalambati: hung down. 
avalikhati | ava + likh + a: scrapes off; cuts into slices. 
avalikhi | aor. of avalikhati: scraped off; cut into slices. 
avalitta | pp. of avalimpati: smeared with; plastered. 
avalimpati | ava + lip + ṁ-a: smears with; plasters. 
avalimpi | aor. of avalimpati: smeared with; plastered. 
avalekhana | neut.: scraping off. 
avalekhanakaṭṭha | neut.: bamboo stripes used for scraping. 
avalepana | neut.: smearing; plastering. 
avalehana | neut.: licking. 
avasaṭa | pp. of avasarati: went down; to arrived. 
avasara | masc.: chance 
avasarati | ava + sar + a: goes down; arrives. 
avasari | aor. of avasarati: went down; to arrived. 
avasāna | neut.: the end; conclusion; cessation. 
avasiñcati | va + sic + ṁ-a: pours over; sprinkles. 
avasiñci | aor. of avasiñcati: poured over; sprinkled. 
avasiṭṭha | pp. of avasissati: remaining; left over. 
avasitta | pp. of avasiñcati: poured over; sprinkled. 
avasissati | va + sis + ya: is left over; remains over. 
avasissi | aor. of avasissati: was left over; remained over. 
avasussati | va + sus + ya: dries up; withers. 
avasussana | neut.: drying up; withering. 
avasussi | aor. of avasussati: dried up; withered. 
avasesa | neut.: remainder. (adj.) remaining. 
avasesaka | neut.: what is left over. 
avassaṁ | adverb: inevitably. 
avassaya | masc.: support; help. 
avassayati |: see avasseti, leans against; depends on. 
avassayi | aor. of avasseti: leaned against; depended on. 
avassika | adj.: newly ordained; having no years to count after one's ordination. 
avassita | pp. of avasseti: leaned against; depended on. 
avassuta | adj.: filled with desire; lustful. 
avasseti | va + si + e: leans against; depends on. 
avassesa | adj. & neut.: nt. remainder. adj. remaining. 
avahaṭa | pp. of avaharati: stole; taken away. 
avaharaṇa | masc.: theft; removal. 
avaharati | va + har + a: steals; takes away. 
avahari | aor. of avaharati: stole; took away. 
avahasati | va + has + a: derides; laughs at. 
avahasi | aor. of avahasati: derided; laughed at. 
avahāra | neut.: theft; removal. 
avahīyati |: see ohīyati, stays behind; remains. 
avāpuraṇa | neut.: a key. 
avāpurati | va + ā + pur + a: opens. 
avāpuri | aor. of avāpurati: opened. 
avāpurīyati | v.: is opened. 
avikampī | masc.: one who is calm or unmoved. 
avikkhepa | masc.: calmness; balance of the mind. 
aviggaha | masc.: the body-less, i.e. the god of love. 
avijjamāna | adj.: not existing. 
avijjā | fem.: ignorance. 
avijjogha | masc.: the stream of ignorance. 
aviññāṇaka | adj.: senseless. 
aviññāta | adj.: not known. 
avidita | adj.: unknown. 
avidūra | adj.: near; not far. (nt.) neighbourhood. 
aviddasu | masc.: a fool. 
avinibbhoga | adj.: indistinct; that cannot be separated. 
avinīta | adj.: untrained; uneducated. 
avippavāsa | masc.: presence; attention; non-separation. 
avibhūta | adj.: not clear or distinct. 
aviruddha | adj.: not contrary; friendly. 
avirūḷha | adj.: not grown or spread. 
avirūḷhi | fem.: 1. non-growth; 2. cessation of rebirth. 
avirodha | masc.: absence of opposition. 
avilambitaṁ | adverb: quickly; without delay. 
avivayha | adj.: 1. difficult to bear; 2. unfit to be married. 
avisaṁvāda | masc.: truth. 
avisaṁvādaka | adj.: one who speaks truth. 
avisaṁvādī | adj.: one who speaks truth. 
avisesaṁ | adj.: alike. 
avihiṁsā | fem.: humanity; absence of cruelty. 
avihita | adj.: not done; not performed. 
aviheṭhaka | adj.: not hurting or harassing. 
aviheṭhana | neut.: non-hurting. 
avīci | fem.: one of the great hells. 
avīta | adj.: not free from. 
avītikkama | masc.: non-transgression. 
avuṭṭhika | adj.: rainless 
avekkhati | va + ikkh + a: looks at; considers. 
avekkhana | neut.: looking at; consideration. 
avekkhi | aor. of avekkhati: looked at; considered. 
avekkhita | pp. of avekkhati: looked at; considered. 
aveca | abs.: having known. 
avecca | adverb: certainly; definitely; absolutely; perfectly; having known. 
aveccapasāda | masc.: perfect faith. 
avebhaṅgiya | adj.: not to be distributed. 
avera | adj.: friendly. (nt.) kindness. 
averī | adj.: free from enmity. 
avelā | fem.: improper time. 
avoca | 1st. sing. (aor. of vac.): he said. 
avyatta | adj.: 1. not manifest; 2. not learned. 
avyaya | neut.: ind. particle; absence of loss. 
avyayena | adverb: without any expenditure. 
avyākata | adj.: not designated. 
avyāpajjha | adj.: free from oppression or suffering. 
avyāpāda | masc.: freedom from malice. 
avyāvaṭa | adj.: not occupied; not worrying. 
avyībhāva | masc.: the compound which has an ind. as its member. 
avhaya | masc.: name; calling. (adj.) (in cpds.) having the name of. 
avhayati | ā + vhe + a: calls upon; invokes; appeals to. 
avhayi | aor. of avhāti: called; addressed; summoned. 
avhāta | pp. of avhāti: called; addressed; summoned; named. 
avhāti | ā + vhā + a: calls; addresses; summons. 
avhāna | neut.: name; calling. 
avheti |: see avhāti, calls; addresses; summons. 
asaṁvāsa | adj.: unfit to associate. 
asaṁvuta | aor. of asaṁvuṇāti: not closed; unrestricted. 
asaṁsaṭṭha | adj.: unmixed. 
asaṁhārima | adj.: immovable. 
asaṁhīra | adj.: unshakable; unconquerable. 
asakiṁ | adverb: more than once. 
asakka | adj.: unable; impossible. 
asakki | aor. of osakkati: drew back; lagged behind; retreated. 
asakkuṇeyya | adj.: unable; impossible. 
asakkonta | adj.: unable; impossible. 
asakkhi | aor.: was able. 
asakkhimāna | aor. of sakkoti: was able. 
asaṅkiṇṇa | adj.: unmixed; not crowded. 
asaṅkiliṭṭha | adj.: not stained. 
asaṅkhata | adj.: unconditioned; unprepared. 
asaṅkhatadhātu | fem.: the unconditioned state. 
asaṅkheyya | adj.: incalculable. (nt.), the highest numerical written with 141 ciphers. 
asaṅga | masc.: non-attachment. 
asacca | neut.: falsehood. (adj.) false; not true. 
asajjamāna | adj.: not touching with; not clinging. 
asañña | adj.: unconscious. 
asaññata | na + saṁyata: unrestrained; intemperate. 
asaññabhava | masc.: unconscious sphere. 
asaññī | adj.: unconscious. 
asaṭha | adj.: honest; not fraudulent. 
asaṇṭhita | adj.: not firm; not well established; unsettled. 
asati | as + a: eats. 
asatiyā | adverb: unintentionally. 
asatta | adj.: non-attached. 
asadisa | adj.: incomparable; matchless. 
asaddhamma | masc.: 1. misconduct; sin; 2. sexual intercourse. 
asana | neut.: 1. eating; 2. food; 3. an arrow. (m.) the tree Pentaptera Tomentosa. 
asani | fem.: thunderbolt. 
asanipāta | masc.: falling of a thunderbolt. 
asanta | adj.: non-existing; the wicked. 
asantasanta | adj.: not trembling; fearless. 
asantāsī | adj.: not trembling; fearless. 
asantuṭṭha | adj.: unhappy; not pleased with. 
asantuṭṭhi | fem.: displeasure; dissatisfaction. 
asanthava | adj.: without a companion. 
asapatta | neut.: without enmity; peaceful. 
asappāya | adj.: not beneficial or agreeable. 
asappurisa | masc.: a wicked person. 
asabala | adj.: spotless. 
asabbha | adj.: impolite; vile. (nt.) vulgar language. 
asabbhī | masc.: the wicked; the vulgar. 
asabha | adj.: bull-like, i.e. of strong and eminent qualities. 
asama | adj.: unequal; matchless. 
asamasama | adj.: equal to the matchless. 
asamāna | adj.: unequal. 
asamāhita | adj.: not composed. 
asamekkhakārī | masc.: a hasty person. 
asampakampiya | adj.: not to be shaken. 
asampatta | adj.: not confused (in mind). 
asammosa | masc.: absence of confusion. 
asammoha | masc.: absence of confusion. 
asayaṁvasī | adj.: not under one's own control. 
asayha | adj.: unbearable. 
asaraṇa | adj.: helpless. 
asahana | neut.: non-endurance. 
asahamāna | pr.p.: not enduring. 
asahaya | adj.: lonely; friendless. 
asāta | adj.: disagreeable. (nt.) pain; suffering. 
asādisa | adj.: incomparable; matchless. 
asādu | adj.: of bad taste; disagreeable. (nt.) wrong action. 
asādhāraṇa | adj.: uncommon. 
asāra | adj.: worthless; sapless; vain. 
asāraddha | adj.: not excited; cool. 
asāhasa | adj.: not violent; meek. 
asi | masc.: sword. 
asiggāhaka | masc.: sword-bearer (of a king). 
asicamma | neut.: sword and shield. 
asita | pp. of asnāti: eaten. 
asithila | adj.: stiff; not loose. 
asidhārā | fem.: the edge of a sword. 
asipatta | neut.: blade of a sword. 
asissaṁ | v.: I shall eat. 
asissāmi | v.: (I) shall eat. 
asīti | adj.: eighty. 
asītima | adj.: eightieth. 
asu | adj.: such and such. 
asuka | adj.: such and such. 
asuci | masc.: dirt; excrement; dung; semen. (adj.) impure; unclean. 
asuddha | adj.: unclean. 
asundara | adj.: ugly; improper. 
asubha | adj.: unpleasant; ugly. (nt.) a corpse. 
asura | masc.: a Titan; an Assirian. 
asurakāya | masc.: the nation or an assembly of Asuras. 
asurinda | masc.: the king of Asuras. 
asūra | adj.: cowardly or sluggish (person). 
asekkha | adj.: one who does not require any further training. (m.) an Arahant. 
asekha | adj.: one who does not require any further training. (m.) an Arahant. 
asecanaka | adj.: full and delicious in itself. 
asevanā | fem.: non-association. 
asesa | adj.: entire; all. 
asesaṁ | adverb: fully; entirely. 
asesi | aor. of asati: ate. 
asoka | adj.: free from sorrow. (m.) the tree Jonesia Asoka. 
asobhana | adj.: ugly; improper. 
asnāti | as + nā: eats. 
asmā | masc.: a stone. 
asmi | 1st sing. of as: I am. 
asmimāna | masc.: the pride of self; egotism. 
assa | masc.: 1. a horse; 2. a corner. 
assaka | masc.: penniless. (adj.), having nothing as one's own. 
assakaṇṇa | masc.: 1. Sal tree; 2. name of a mountain. 
assakhaluṅka | masc.: inferior horse. 
assagopaka | masc.: a groom. 
assatara | masc.: a mule. 
assattha | masc.: the holy fig tree Ficus Religiosa. 
assatthara | masc.: covering for a horse. 
assadamaka | masc.: horse-trainer. 
assadamma | masc.: a horse to be trained. 
assaddha | adj.: faithless; unbelieving. 
assaddhiya | neut.: disbelief. 
assapotaka | masc.: a colt or foal. 
assabandha | masc.: a groom. 
assabhaṇḍaka | neut.: horse-trappings. 
assama | masc.: hermitage. 
assamaṇa | masc.: a bogus monk; one who has fallen from the monkshood. 
assamaṇḍala | neut.: racing ground for horses. 
assamapala | masc.: site of a hermitage. 
assamedha | masc.: horse-sacrifice. 
assayuja | masc.: name of a month, October-November. 
assaratha | masc.: horse-carriage. 
assava | adj.: loyal; attentive. (m.) flow; pus. 
assavaṇatā | fem.: inattention. 
assavanīya | adj.: not pleasant to hear. 
assavāṇija | masc.: horse-dealer. 
assasati | ā + sas + a: breathes; inhales. 
assasālā | fem.: stable. 
assā | indcl.: (Dat. and Gen. sing. of ima:) to her; of her. 
assājānīya | masc.: a horse of good breed. 
assāda | masc.: taste; enjoyment; satisfaction. 
assādanā | fem.: taste; enjoyment; satisfaction. 
assādeti | ā + sad + e: tastes; enjoys. 
assādesi | aor. of assādeti: tasted; enjoyed. 
assāroha | masc.: jockey; a rider. 
assāsa | masc.: 1. inhalation; 2. comfort; consolation. 
assāsaka | adj.: that which brings comfort or consolation. 
assāseti | ā + sas + e: consoles; comforts. 
assāsesi | aor. of assāsesi: consoled; comforted. 
assu | indcl: (3rd. plu. Potential:) may be. 
assuta | adj.: unheard. 
assutavant | adj.: ignorant; one who has no learning. 
assudhārā | fem.: shower of tears. 
assumukha | adj.: with a tearful face. 
assumocana | neut.: shedding of tears. 
assosi | aor.: heard. 
aha | neut.: day. Followed by an other word in cpds. it takes the form aho, as in ahoratta. 
ahaṁ | nom. sing. of amha: I. 
ahaṁkāra | masc.: egotism; arrogance. 
ahacca | abs. of ahanati: having knocked or touched. 
ahata | adj.: new; not spoiled. 
ahaha | neut.: an immense number. (m.), name of a purgatory. 
ahāriya | adj.: immovable. 
ahāsi | aor.: carried; took by force. 
ahi | masc.: snake; serpent. 
ahiṁsā | fem.: non-hurting. 
ahiguṇṭhika | masc.: snake-catcher. 
ahicchattaka | masc.: a mushroom. 
ahita | neut.: harm; unkindliness. (adj.) harmful. 
ahituṇḍika | masc.: snake-catcher. 
ahipheṇa | neut.: opium. 
ahirika | adj.: shameless. (nt.) shamelessness. 
ahivātakaroga | masc.: buboenic plague, snake-wind disease. 
ahīnindriya | adj.: not defective of any sense-organ. 
ahugaliya | neut.: loud laughter. 
ahetuka | adj.: groundless; causeless. 
aho | ind.: exclamation of surprise or consternation. 
ahoratta | neut.: day and night. 
ahosi | aor. of hoti: existed; was. 
ahosikamma | neut.: an act of thought which has no longer any potential force. 
ā | ind.: up to. (prep.) from; towards. 
ākaṅkhati | ā + kakh + ṁ-a: wishes for; desires. 
ākaṅkhana | neut.: longing; wish; desire. 
ākaṅkhā | fem.: longing; wish; desire. 
ākaṅkhi | aor. of ākaṅkhati: wished for; desired. 
ākaḍḍhana | neut.: pulling out; dragging. 
ākaḍḍhita | pp. of akaḍḍhati: pulled; dragged. 
ākappa | masc.: deportment. 
ākappasampanna | adj.: of good conduct. 
ākampita | pp. of ākampeti: shaken; trembling. 
ākara | masc.: a mine; place of production. 
ākassati | ā + kass + a: drags; pulls. 
ākassi | aor. of ākassati: dragged; pulled. 
ākāra | masc.: manner; condition; state; appearance. 
ākāsa | masc.: the sky; space. 
ākāsagaṅgā | fem.: the celestial river. 
ākāsagata | adj.: gone to the space. 
ākāsacārī | adj.: going through the air. 
ākāsaṭṭha | adj.: situated or living in the sky. 
ākāsatala | neut.: flat roof of a building. 
ākāsadhātu | fem.: the element of space, i.e. ether. 
ākiñcañña | neut.: nothingness; absence of any possession. 
ākiṇṇa | pp. of ākirati: strewn over; scattered. 
ākirati | a + kir + a: strews over; scatters. 
